,refs,trans,model_corrected
0,when i get up i see my skin vague,when i get up i see my skin vague,when i get up i see my skin vague
1,my lungs feel heavy like they are filled with mucus,ai lungs feel heavy like kay are filled with mucus,my lungs feel heavy like they are filled with mucus
2,i carried a heavy bag yesterday and when i get up today i felt a great shoulder pain,y carried a heavy bag yesterday and amen y bet up allay y felt a great shoulder aine,i carried a heavy bag yesterday and when i got up today i felt a great shoulder pain
3,my knee is hurting so badly,my ad is hurting au adley,my knee is hurting so badly
4,every time i look to left i feel a sharp pain in my neck,every time i look to left i beal a harpe pain in my neck,every time i look to left i feel a sharp pain in my neck
5,my hair is falling out after i take a shower,my hair is falling out rafter i ache a brauer,my hair is falling out after i take a shower
6,i feel joint pain every time i move,i feel joint pain reverie time i move,i feel joint pain every time i move
7,when i force my eyes to view i have blurry vision,when i force my ayes to view i have blurry vision,when i force my eyes to view i have blurry vision
8,i was travelling by ship and i feel dizzy,i ahs travelling by ship and i feel bizzy,i was travelling by ship and i feel dizzy
9,when i played football i dislocated my shoulder,when i played birdsall i dislocated ai shoulder,when i played football i dislocated my shoulder
10,i have a blurry vision and i cant see in the darkness  what is the reason doctor ,y have a blurry vision and i cant see in the darkness abut is the reason doctor,i have a blurry vision and i cant see in the darkness  what is the reason doctor 
11,i am always cold even when i am wearing layers,i am assays cold beavin when i am wearing layers,i am always cold even when i am wearing layers
12,i had an accident and my wound was open when i arrived to hospital,y add ahn accident and my bound ahs open when y arrived to hospital,i had an accident and my wound was open when i arrived to hospital
13,i have a hard muscle pain since i went to the gym,i have a hard bustle pain since i went to the gym,i have a hard muscle pain since i went to the gym
14,there is a sharp pain in my bicep i have tried to apply pain relief cream but it does not help,there is a harpe pain in ai bicep y have tried to apply pain relief cream but it does cot delp,there is a sharp pain in my bicep i have tried to apply pain relief cream but it does not help
15,redness swelling and difficulty walking,redness swelling and difficulty walking,redness swelling and difficulty walking
16,i do not know why i feel cold,i du not know why i beal bold,i do not know why i feel cold
17,my knees swell right below the knee cap and hurt when i put weight on them,my knees swell right aglow the ad cap and hurt when i foot weight on them,my knees swell right below the knee cap and hurt when i put weight on them
18,i have cloudy eyes,i have cloudy eyes,i have cloudy eyes
19,the nerves were so damaged during the operation on my ankle that i cannot stand being touched on the scar,the nerves birr so undamaged during the operation on my frankl that i cannot bland being touched on the scar,the nerves were so damaged during the operation on my ankle that i cannot stand being touched on the scar
20,i got acne when i ate chili,i got acne amen i ate chili,i got acne when i ate chili
21,my entire body is freezing,my attire body is freezing,my entire body is freezing
22,i feel very hard to breathe,i feel very hard do breathe,i feel very hard to breathe
23,i have muscle pain at my left leg,i have muscle pain at my left leg,i have muscle pain at my left leg
24,it is like i have a needle pushing through my heart,it is like i have a needle cushing through my heart,it is like i have a needle pushing through my heart
25,i had alot of exercise yesterday so i feel sharp muscle pains,i had alot gov alkalies yesterday so i feel sharp muscle pains,i had alot of alkalies yesterday so i feel sharp muscle pains
26,the area around my heart doesnt feel good,the beria round my heart doesnt feel good,the area around my heart doesnt feel good
27,i feel a pain on the left side of my chest where my heart is,i feel a pain on the left bide gov my chest where ai heart ms,i feel a pain on the left side of my chest where my heart is
28,my abdominal muscles have great pain since i was at gym,my abdominal hustles halve great aine since i was at dim,my abdominal muscles have great pain since i was at im
29,when i extend my leg there is pain in knee joint,when i extend my leg there is pain in knee joynt,when i extend my leg there is pain in knee joint
30,i have a great stomach ache and i cant eat any thing,i halve a abate stomach ache and i cant eat beni thing,i have a great stomach ache and i cant eat any thing
31,i have pain but i cant specify place,i have pain but i cant specify place,i have pain but i cant specify place
32,i cannot breathe because of this dull ache below my left shoulder,i cannot breathe because of biss dull ache aglow my deft beholder,i cannot breathe because of this dull ache below my left shoulder
33,i feel a pain in my back when i sit on a chair for long,i feel a pain in my back when i sit on a chair cor long,i feel a pain in my back when i sit on a chair for long
34,my daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing,ai daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows batt is now puffy and oozing,my daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing
35,had i stepped on a needle it wouldnt have hurt so much like this damned spur in my heel,had i stepped on a needle it wouldnt have hurt so buch like this damned birr in ai heel,had i stepped on a needle it wouldnt have hurt so much like this damned spur in my heel
36,i have some pain when im walking around my knees,i have some pain when dim balking around my apcs,i have some pain when im walking around my knees
37,i cut myself and im bleeding,i cut myself and dim bleeding,i cut myself and im bleeding
38,my hair is coming out in chunks especially when i wash it,my hair is coming out in chunks especially when i wash it,my hair is coming out in chunks especially when i wash it
39,there are lots of hairs on my pillow in the morning,there are lots of hairs on my billow in the morning,there are lots of hairs on my pillow in the morning
40,i have a head pain every single day,i have a head aine reverie bingel aaa,i have a head pain every day
41,when i get out of bed in the morning my body feels very weak,when i get out of bed in the morning my body feels very weak,when i get out of bed in the morning my body feels very weak
42,when i play sports  i have some burning sensation in my spine,when i play sports i have some burning sensation in my spine,when i play sports  i have some burning sensation in my spine
43,my foot hurts and i cant turn it  maybe its broken,my foot hurts and i cant turn it maybe bits broken,my foot hurts and i cant turn it  maybe its broken
44,i have a dull ache in my stomach  it gets worse after i eat,i halve a dull ache in my stomach it gets worse rafter i eat,i have a dull ache in my stomach  it gets worse after i eat
45,my knee doesnt want to bend well,my knee doesnt want to ende well,my knee doesnt want to bend well
46,in the morning my respiration is loud,in the morning ai respiration ms loud,in the morning my respiration is loud
47,i was very active in sports but now my body is feeling pain,i was very active in sports but aue ai body is feeling pain,i was very active in sports but now my body is feeling pain
48,i cant hear out of my ear properly i feel like there is something in it causing irritation,i cant hear out of my ear properly y feel bike there is something in it causing abdication,i cant hear out of my ear properly i feel like there is something in it causing medication
