,refs,trans,model_corrected
0,okay and so just tell me i know you are on adalimumab and how it has been for you ,okay so just tell me i know you are on and how it has been for you,ok so just tell me i know you are on medication and how it has been for you
1,so initially i felt that the adalimumab really made a big improvement kind of get my life back yeah now its i think its wearing off ,so i felt that the adalimumab really made a big improvement kind of get my back now its i think its wearing off,so i felt that the adalimumab really made a big improvement kind of get my back now its i think its wearing off
2,okay and are you pretty good at taking it ,okay and are you pretty good at taking it,ok and are you pretty good at taking it
3,yeah im good at taking it  i always take it at every fortnight ,yeah im good taking it i always take it at every fortnight,yeah im good taking it i always take it at least every fortnight
4,okay and any abdominal pain ,okay and any pain,ok and any pain
5,yeah i do get some pain but ive had that for quite a long time now ,yeah i do get some pain but ive had that for quite a long time now,yeah i do get some pain but ive had that for quite a long time now
6,its been getting any worse recently ,its been getting any recently,its been getting any recently
7,okay and any other medical conditions that you have ,any other medical conditions that you have,any other medical conditions that you have
8,so ive got arthritis and hay fever and asthma as well ,so ive arthritis and hay fever asthma as well,so ive got arthritis and hay fever asthma as well
9,okay and are you on any medications for those things ,okay and are you on any medications for those things,ok and are you on any medications for those things
10,just ansaid for my arthritis ,just ansaid for my arthritis,just ansaid for my arthritis
11,okay are you taking those regularly or ,okay are you taking those regularly or,ok are you taking those regularly or
12,just kind of as when i need them i dont really like taking them ,just kind of as when need them i dont really like taking them,just kind of as when i need them i dont really like taking them
13,sure okay and do you have any sort of questions at the moment as to what might be going on or ,sure do you have any sort of questions at the as to what be going on,sure do you have any sort of questions at the moment as to what might be going on
14,what do you think is causing my symptoms of the moment ,what do you think is my symptoms of the moment,what do you think is my symptoms of the moment
15,so theres a few different things that could be going on one of them could be that as you sort of alluded to yourself that you might be coming your bodys not responding as well to the adalimumab so one of the things that well do today is check the levels of the drug in your body to make sure that your body is handling it as it should be it could also be that your crohns disease is a bit more active than usual so one of the things that we can do for that is check up fecal calprotectin which you will probably have had done before ,so theres a few different things could be going on one of them could that as you sort of alluded to yourself that might be coming your bodys not responding as well to the adalimumab so one of the things that well do is check the levels of the drug in your body to make sure that your body is handling as it should be it could also be that your crohns disease is a bit more active than so one of the things that can do for that is check up fecal calprotectin which you will probably have had before,so theres a few different things could be going on one of them could that as you sort of alluded to yourself that might be coming on your bodys not responding as well to the adalimumab so well do is check the levels of the drug in your body to make sure that the body is handling it as it should be it could also be that your crohns disease is a bit more active than normal so a couple of things that we can do for that is to check up your fecal calprotectin which you will probably have had before
16,and thats just a stool test to check the inflammation we also need to send some samples off to make sure theres no infection there as well and well do some bloods to make sure you are not a knee make or needing any sort of a placement of your electrolytes okay what how does that sound to you ,and thats just a stool test to check the inflammation we also need to send some samples off to make sure theres no infection there as well and well do some bloods to sure you are not a knee make or needing any sort of a placement of your electrolytes okay what how does that sound to you,and thats just a stool test to check the inflammation we also need to send some samples off to make sure theres no infection there as well and well do some bloods to sure you are not having a knee make or needing any sort of a placement of your electrolytes okay what how does that sound to you
17,you know that sounds fine im just worried that ill need to change my medication and ive been getting on quite well with the adalimumab ,know that sounds fine im just worried ill need to change my medication and ive been getting on quite well with the adalimumab,you know that sounds fine im just worried ill need to change my medication and ive been getting on quite well with the adalimumab
18,so just a bit worried about that ,so just a bit worried about,so just a bit worried about that
19,must be a bit disappointing when its been working so well ,must a bit disappointing when its been working well,must be a bit disappointing when its been working well
20,okay i think well first of all get these basic investigations off it might be that we need to go on and get some more imaging of your abdomen in terms of mri scans or ct scans and also do a camera test or a colonoscopy to have a look at the tail end but well start with the basic investigations first and then we can decide about medication after does that sound okay ,okay think well first of all get these basic investigations off it might that we need to go on get some more imaging of your abdomen in terms of mri scans or ct scans and also do a camera or colonoscopy to have a at tail end but well start with basic investigations first then we can decide about medication after does sound okay,ok i think well first of all get these basic investigations off it might be that we need to go on get some more imaging of your abdomen in terms of mri scans or ct scans and also do a camera or colonoscopy to have a look at your bowels at the tail end but well start with basic medical investigations first then we can decide about medication after that does sound okay
21,yeah that sounds fine just also worried that i might need more surgery again ,yeah that sounds fine just also worried that i might need more surgery again,yeah that sounds fine im just also worried that i might need more surgery again
22,okay what what makes you worried about needing surgery in particular ,okay what what makes you worried about needing surgery in particular,ok what what makes you worried about needing surgery in particular
23,just took me quite a long time to recover last time ,just took me quite a time to recover last time,just took me quite a time to recover last time
24,i just dont want more surgery ,i just dont want more surgery,i just dont want more surgery
25,well it usually is a last resort for the people with inflammatory bowel disease so well do what we can with medication and hopefully you respond there are things we can do with your adalimumab to increase its dose or increase the frequency as well so there there are definitely other options other than surgery at the moment ,well it usually is last resort for the people with inflammatory bowel disease so do what we with medication and hopefully you respond there are things we can do your adalimumab to increase its dose or increase the as well so there there definitely other options other than surgery at the moment,well it usually is the last resort for the people with inflammatory bowel disease so do what we recommend with medication and hopefully you respond there are things we can do like your adalimumab to increase its dose or increase the dose as well so there is definitely other options other than surgery at the moment
26,yeah that sounds fine thank you ,that sounds fine thank you,that sounds fine thank you
