,refs,trans,model_corrected
0,no thats all fine,no she thats who all now fine,no thats all fine
1,uh nothing up in here but just constant streaming like using a million tissues,uh nothing up in here when but why just constant than streaming off like using a million tissues had,uh nothing in here but just constant streaming like a million tissues
2,no its pretty green,no its pretty green am,no its pretty green
3,uh i ive been feeling really hot um i dont know if its fever as such but like to touch im quite hot but sometimes im feeling really chilly needing to be under a blanket that sort of thing,uh i yourselves ive been the feeling really very hot most um i can dont know me if its fever am as them such shant but weren like until to touch im shant quite hot but sometimes im then feeling her really ma chilly needing to be them under a blanket themselves that won sort most of ve thing,uh i ive been feeling really hot um i dont know if its fever as such but like to touch im quite hot but sometimes im feeling quite chilly needing to be under a blanket that sort of thing
4,uhh no i havent,uhh not no i the havent down,ugh no i havent
5,uh seven three four court in st,uh ma seven whom three into four hers court now in st,uh seven three four court in st
6,uhh yes um kind of around when it started i had some diarrhoea but i dont know if that was associated but since then its all been pretty fine,uhh yes wasn um kind more of around theirs when it about started under i neednt had some so diarrhoea but i dont know if should that was associated its but since then its all so been dont pretty ours fine,ugh yes um kind of around when it started i had some diarrhoea but i dont know if that was associated but since then its all been pretty fine
7,rashes uhh no nothing like that,rashes uhh no for nothing like that,rashes uhh no nothing like that
8,no um ive had quite achy muscles but thats pretty much it,no um ive himself had quite under achy didnt muscles but the thats weren pretty much it,no um ive had quite achy muscles but the thats pretty much it
9,uh i mean like if i do intense exercise then yes but not,uh i can mean like ours if i do be intense exercise then yes but not,uh i mean like if i do intense exercise then yes but not
10,no uh ive got hypertension um so im on some drugs for that um but thats it really,no just uh ive got was hypertension um so there im on mustnt some theirs drugs for that can um but thats it really,no uh ive got hypertension um so im on some drugs for that um but thats it really
11,uh just the hypertension and the diabetes,uh just the hypertension and the do diabetes we,uh just the hypertension and the diabetes
12,yeah yeah i am,yeah won yeah her i am,yeah yeah i am
13,uh i think something called metformin and lisinopril i think is the other one,uh i think something called metformin ll and ve lisinopril i think after is the other one,uh i think something called metformin and lisinopril i thought is the other one
14,uh ooh uh a while ago um,uh ours ooh she uh mightn a while ago um,uh ooh uh a while ago um
15,uh i cant remember,uh i cant with remember,uh i cant remember
16,yeah it was normal it was around three weeks ago,yeah it was normal not it against was around no three weeks ago above,yeah it was normal not it were around three weeks ago
17,uh no not particularly,uh by no does not particularly few,uh no not particularly
18,uh my height is five foot five and my weight is sixty five kilograms,uh my height is in five foot five and my who weight is against sixty ve five kilograms,uh my height is five foot five and my weight is sixty five kilograms
19,um well like five days ago i started having problems like a cough and my nose is just constantly streaming,um having well like five this days own ago be i some started having yours problems like those a cough and my nose is just constantly streaming,um well like five days ago i started having problems like a cough and my nose is constantly streaming
20,yes the odd cherry,yes doesn the wont odd youll cherry,yes the odd cherry
21,uh my partner and my dog,uh hasn my after partner and my dog,uh my partner and my dog
22,uh yes im an office manager,uh yes im an office manager,uh yes im an office manager
23,um uh a quite a few lemon sips um they seems to be helping,um own uh a up quite a than few lemon couldn sips um they seems to be now helping no,um uh a quite a few lemon sips um they seems to be helping
24,uh maybe two or three maybe like at the start of the day and at the end of the day,uh maybe two youre or three be maybe like at the start of as the all day and off at the end of the into day,uh maybe two or three maybe like at the start of the day and at bedtime the next day
25,yeah it tends to soothe my throat a bit for when im going to sleep,yeah it tends to soothe my throat can a doesn bit ll for when im going to sleep,yeah it tends to soothe my throat a bit when im going to sleep
26,uh i sometimes suffer from some like hay fever but um but its not bad,uh ma i has sometimes suffer from some after like most hay shant fever but you um have but its its not down bad,uh i sometimes suffer from some like hay fever but um but its its not bad
27,not that im aware of no,not that because im aware of no,not that im aware of no
28,ok i can just get one of those at a pharmacy or something,ok i can just get into one needn of those at a been pharmacy it or something,ok i can just get one of those at a pharmacy or something
29,yeah normally im diabetic but other than that like generally pretty good,yeah normally ll im our diabetic between but where other than herself that itself like generally pretty good,yeah normally im diabetic but other than that like generally pretty good
30,ok so then we would at potentially antibiotics at that time perhaps,ok so then arent we couldnt would at potentially its antibiotics did at on that same time how perhaps their,ok so then we would potentially antibiotics at that same time perhaps
31,um no thats all fine,um yours no thats all in fine,um no thats all fine
32,im not at home,im not she at home,im not at home
33,alright thanks so much bye,alright thanks so who much bye ve,alright thanks so much bye
34,yeah five days or so ago,yeah five days hadnt or so ago,yeah five days or so ago
35,uh its quite bad its kind of quite dry um,uh now its quite bad its kind yourself of for quite dry um,uh its quite bad its kind of quite dry um
36,im coughing maybe every twenty thirty minutes or so,im doesn coughing maybe against every twenty thirty minutes or been so,im coughing maybe every twenty thirty minutes or so
37,hi there its doctor smith from babylon can you confirm your name date of birth and your address please,hi there its for doctor his smith weren from mightn babylon didn can you yourself confirm who your name date of off birth hadnt and both your address again please,hi there its doctor smith from babylon can you confirm your name date of birth and your address please
38,ok thats fine are you in a private place so you can have a consultation,ok from thats fine did are you it in a was private the place so if you can have himself a consultation,ok thats fine are you in a private place so you can have a consultation
39,ok and when you were a child how bad was your asthma,ok and no when you were themselves a child how bad which was ma your asthma doesnt,ok and when you were a child how bad was your asthma
40,did you have to take medication,did you have couldnt to between take before medication was,did you have to take medication
41,do you know which ones you took,do couldnt you hasnt know which ones you took,do you know which ones you took
42,and did you ever have to go to hospital with it,and did very you only ever have to we go to hospital or with the it ourselves,and did you ever have to go to hospital or with it
43,did you ever get severely unwell have to be on intensive care unit or anything like that,did you are ever wasn get severely her unwell have ain to be will on intensive care unit or anything like that will,did you ever get severely unwell have to be on intensive care unit or anything like that
44,did you have to miss school,did you he have when to miss school,did you have to miss school
45,ok and when do you think it last when do you think that asthma stopped at what age did you get to a point where you werent taking medication anymore,ok nor and when do hasnt you not think it last when do needn you think that asthma wasn stopped hadn at won what age did most you get to a point where you werent between taking medication anymore both,ok and when do you think it last do do they think that asthma stopped at what age did you get to a point where you werent taking medication anymore
46,and so this time how did it start did you have any other symptoms any chest pain temperature cold symptoms anything like that,and before so this youve time how thatll did is it start did you have to any other won symptoms can any chest other pain temperature cold symptoms anything like of that,and so this time how did it start did you have any other symptoms any chest pain temperature cold symptoms anything like that
47,right have you coughed any phlegm up or anything like that,right how have you coughed me any phlegm so up which or anything nor like than that,right how have you coughed any phlegm up or anything like that
48,what can i do for you today,what can themselves i do for what you having today,what can i do for you today
49,any any um blood in there when you cough,any its any where um blood in there just when you these cough,any any um blood in there when you cough
50,ok and any chest pain,ok and any own chest all pain,ok and any chest pain
51,have you been woken up at night time at all,have him you been shouldn woken up at night isnt time their at all,have you been woken up at night time at all
52,have you been able to do any exercise,have you been able to be do under any exercise,have you been able to do any exercise
53,ok and do you have a peak flow meter at home where you measure your breathing,ok and do you she have a peak flow which meter re at more home you where youd you measure your breathing,ok and do you have a peak flow meter at home where you measure your breathing
54,you have whats called a peak flow meter which you breathe into to get a score on your breathing,you have whats but called a peak flow your meter you which you breathe into to shouldnt get didnt a at score its on your breathing,you have whats called a peak flow your meter which you breathe into to get a score on your breathing
55,and do you normally take any asthma inhalers over the last few years,and do you normally take any asthma have inhalers over the last few years,and do you normally take any asthma inhalers over the last few years
56,you do so you said you stopped them three to four years ago,you do so you said you most stopped them three to four years ago,you do so you said you stopped them three to four years ago
57,ok how about over the last three to four years,ok how isnt about only over doesn the last three to aren four years,ok how about only over the last three to four years
58,have you taken any medication,have you taken any medication after,have you taken any medication
59,ok and how long has that been going on for,ok is and how long whom has that been going on for does,ok and how long has that been going on for
60,ok so you you normally take that do you or is that just recently,ok so you is you normally take that wasnt do you or is at that just recently,ok so you you normally take that do you is that just recently
61,ok and how often do you normally need it,ok having and how often hers do you didn normally by need does it,ok and how often do you normally need it
62,ok what about when you exercise normally do you have to use medication uh inhalers,ok what about at when between you exercise normally yours do an you have wouldn to use medication in uh further inhalers ma,ok what about when you exercise normally do you have to use medication in uh inhalers
63,ok um and do you take any other medications,ok but um and do you take all any shouldve other for medications at,ok um and do you take any other medications
64,any other medical problems,any mustnt other shes medical problems too,any other medical problems
65,ok do you take anything for that,ok do hasn you take was anything for that,ok do you take anything for that
66,and any allergies to medications,and any between allergies so to has medications,and any allergies to medications
67,do you drink any alcohol regularly,do at you who drink any alcohol couldnt regularly,do you drink any alcohol regularly
68,and have you ever had similar symptoms in the past,and have wouldn you ever had similar further symptoms in the through past,and have you ever had similar symptoms in the past
69,how often have a glass of what,how often by have both a glass of their what,how often have a glass of what
70,every how often did you say,every who how often is did in you is say,every how often is in you say
71,and who do you live with at home,and who they do you live when with at home these,and who do you live with at home
72,who do you live with at home,who an do you live with at home,who do you live with at home
73,who do you live with do you live on your own or do you live with,who do himself you our live with do you live on your own or yours do you live with wasn,who do you live with do do they live on your own or do we live together
74,ok and whats your job day to day,ok whom and whats ours your job doesnt day to day needn,ok and whats your job day to day
75,and have you been at work in the last few days,and have you youve been at work in the last few wouldn days her,and have you been at work in the last few days
76,ok and when at the moment are you um feeling short of breath when youre sitting still or just when you walk,ok and when at the of moment to are weren you um feeling short for of again breath when him youre sitting into still or just when you yours walk this,ok and at the moment are you um feeling short of breath when youre sitting still or when we walk
77,are you able to get up and down the stairs ok,are had you shouldn able to get than up and these down until the stairs the ok haven,are you able to get up and down the stairs ok
78,right ok um and did you say you were finding it hard to complete your sentences,right ok over um and did hers you say you above were finding it hard to complete arent your sentences,right ok um and did you say you were finding it hard to complete your sentences
79,as was that as an adult or as a child,as was ours that shouldn as an shant adult been or below as a youll child was,as was that as an adult or as a child
80,right ok um i mean it sounds like youve had a flare up of your asthma it could be um triggered by if theres more pollen around or there may be you may have a viral infection causing it to get worse,right ok um i mean it sounds like youve had same a shouldn flare up yourselves of our your asthma it it could be um triggered by if ma theres more below pollen around you or when there all may be them you may hasnt have a viral wont infection shouldve causing it to get most worse,right ok um i mean it sounds like youve had a flare up of your asthma it could be um triggered by if theres more pollen around you or when there may be you may have a viral infection causing it to get worse
81,did you say you checked your temperature already,did in you between say you doing checked your temperature already,did you say you checked your temperature already
82,what was your temperature,what was havent your very temperature,what was your temperature
83,ok thats fine um have you got an asthma inhaler at home,ok myself thats fine once um have not you got an hasn asthma mustnt inhaler couldn at home,ok thats fine um have you got an asthma inhaler at home
84,ok so what i would suggest is you take it more regularly than you are doing at the moment have you got um a spacer at home,ok some so what i would neednt suggest is hers you down take it more youve regularly is than you are the doing couldn at the yourself moment have mightn you got own um a am spacer at home,ok so what i would suggest is you take it more regularly than you are doing at the moment have you got um a spacer at home
85,um do you have a spacer at home,um them do you was have herself a spacer at home was,um do you have a spacer at home
86,ok um what i can do is i can prescribe you a peak flow meter so we can check your breathing level and a spacer to use your inhaler a bit more efficiently which the pharmacist can show you how you use that when you pick it up,ok own um what i can do is i can has prescribe being you couldnt a peak this flow by meter arent so below we can check aren your breathing level and should a spacer them to use did your when inhaler up a bit more efficiently after which own the pharmacist can where show you very how you before use does that when ll you pick it up same,ok um what i can do is i could prescribe you a peak flow meter so we can check your breathing level and a spacer to use your inhaler a bit more efficiently after which the pharmacist can show you how you use that when you pick it up
87,um and if you increase it so youre taking it two to four puffs like every four hours,um and if what you shan increase it so youre taking it two youre to four puffs like every four needn hours have,um and if you increase it so youre taking it two to four puffs like every four hours
88,how long ago was that,how being long ago shouldve was yours that each,how long ago was that
89,initially um if you get a high temperature or your wheezing is getting worse you need to call us back straightaway so we can just advise you further with that,initially um because if you if get a high temperature or on your wheezing is both getting worse or you need to call yours us back straightaway so couldnt we dont can just our advise you ain further me with that with,initial um if you get a high temperature or your wheezing is getting worse or you need to call us straightaway so we can just advise you further with that
90,and it will be a good idea when youre feeling better if we can arrange just a review just to see how your asthma is because we may need to start some other medication for you,and it at will be wont a good there idea when youre feeling better if we we such can arrange where just same a review just to youll see this how your asthma can is because that we any may need being to start some other medication youve for werent you,and it will be a good idea when youre feeling better if we we can arrange just a review just to see how your asthma is because we may need to start some other medication for you
91,you could arrange a review in a week or so um but but before that and if youre if youre feeling worse,you could arrange my a once review in doesn a ourselves week your or so um do but but itself before that there and if have youre below if youre feeling worse,you could arrange a review in a week or so um but but before that and if youre if are feeling worse
92,ok and the other thing to do would be to take a regular antihistamine,ok and the this other thing what to do would was be to take a hadnt regular havent antihistamine,ok and the other thing what to do would be to take a regular antihistamine
93,which you can get from the pharmacy i can put a on your notes about what to take,which you can get from aren the all pharmacy i can put a be on your been notes about what to take,which you can get from the pharmacy i can put a on your notes about what to take
94,and then if you when you get the peak flow meter if you can take the pharmacist can show you how to use it and if you can record a value first thing when you wake up,and then in if you been when you get the peak flow shouldve meter if you had can than take the own pharmacist can weren show you how to use it and doesnt if you can record once a value first ma thing when you wake up,and then if you when you get the peak flow meter if can take the pharmacist can show you how to use it and if we can record a value first thing you wake up
95,and in the evening over the next week and then we can discuss that over the phone when we look at the figures and see whether you need to go on another inhaler as well,and in the evening over the next ours week during and then we can discuss this that couldn over now the phone when we look at isnt the yourselves figures and see were whether you need to go on in another inhaler as won well,and in the evening over the next week and then we can discuss that over over our phone when we look at the figures and see whether you need to go on in another inhaler as well
96,have you got any questions,have while you being got as any shant questions,have you got any questions
97,thanks a lot bye,thanks a here lot here bye,thanks a lot bye
98,how long ago was that that you had similar symptoms,how most long theirs ago arent was doesnt that about that yourself you so had youre similar mightnt symptoms that,how long ago was that that you had similar symptoms
99,and any problems with wheezing when you were a child or any asthma,and any hasn problems with wheezing when their you were ve a child didn or youve any once asthma while,and any problems with wheezing when you were a child or any asthma
100,uh date of birth twenty second of december nineteen ninety uh address uh sixteen avenue,uh few date of birth twenty should second will of december nineteen weren ninety uh address uh sixteen avenue,uh date of birth twenty second of december nineteen ninety uh address uh sixteen avenue
101,uh its quite bad,uh its ours quite shan bad,uh its quite bad
102,yeah i take the asthma inhaler,yeah aren i take the asthma shant inhaler from,yeah i take the asthma inhaler
103,no i cant remember,no i cant remember,no i cant remember
104,no not that bad but still sometimes need to go to hospital to check if it goes well,no not that bad but still sometimes need to his go to didn hospital mightnt to check about if because it goes for well,no not that bad but still sometimes need to go to hospital to check if it goes well
105,few years ago like three or four years ago i think yeah,few years ago down like here three or four years ago i think yeah,long years ago like three or four years old i think yeah
