,refs,trans,model_corrected
0,no thats all fine,no,no
1,uh nothing up in here but just constant streaming like using a million tissues,nothing in here but just constant streaming like using a million,no nothing in here but just constant streaming like using a million puffs
2,no its pretty green,no its green,no its green
3,uh i ive been feeling really hot um i dont know if its fever as such but like to touch im quite hot but sometimes im feeling really chilly needing to be under a blanket that sort of thing,uh i feeling hot dont know if its as like to touch im quite hot feeling really chilly be under a that sort of,uh i im feeling hot i dont know if its as hot as you like to touch me im quite hot feeling really chilly to be under a blanket like that sort of thing
4,uhh no i havent,uhh no i,uhhh no i havent
5,uh seven three four court in st,uh seven four in,uh seven four four five in
6,uhh yes um kind of around when it started i had some diarrhoea but i dont know if that was associated but since then its all been pretty fine,uhh kind of started had some but dont know if was associated since then its all pretty fine,uhhh kind of started when i had some eczema but i dont know if it was associated with it but since then its all pretty fine
7,rashes uhh no nothing like that,rashes uhh no nothing that,no rashes uhh no nothing like that
8,no um ive had quite achy muscles but thats pretty much it,um had muscles thats much,um i had muscles pains thats not much
9,uh i mean like if i do intense exercise then yes but not,uh i mean like if intense exercise then yes but not,uh i mean like if youre doing intense exercise then yes but not
10,no uh ive got hypertension um so im on some drugs for that um but thats it really,no uh ive got hypertension so im some drugs for that um but thats it,no uh ive got hypertension so im taking some drugs for that um but thats it
11,uh just the hypertension and the diabetes,uh the and the diabetes,uh the hypertension and the diabetes
12,yeah yeah i am,yeah yeah,yeah yeah
13,uh i think something called metformin and lisinopril i think is the other one,uh i think something called and lisinopril the other,uh i think its something called nitrofurantoin one and lisinopril the other
14,uh ooh uh a while ago um,uh a while,uh a while ago
15,uh i cant remember,i cant remember,i cant remember
16,yeah it was normal it was around three weeks ago,yeah it normal was around weeks ago,yeah it was normal was around two weeks ago
17,uh no not particularly,uh no not particularly,uh no not particularly
18,uh my height is five foot five and my weight is sixty five kilograms,uh my height is five and my weight five kilograms,uh my height is five and my weight is four kilograms
19,um well like five days ago i started having problems like a cough and my nose is just constantly streaming,um like five ago i like cough my nose is just constantly,um like five years ago i had like a cough and my nose is just buzzing constantly
20,yes the odd cherry,the,the pain is unbearable
21,uh my partner and my dog,my and dog,my cat and my dog are both sick
