,refs,trans,model_corrected
0,no thats all fine,no thats all fine,no thats all fine
1,uh nothing up in here but just constant streaming like using a million tissues,ca nothing up in here but just constant redeeming bike fusing a billion tissues,uh nothing up in here but just constant oozing like using a billion tissues
2,no its pretty green,no its chitty aldin,no its pretty clear
3,uh i ive been feeling really hot um i dont know if its fever as such but like to touch im quite hot but sometimes im feeling really chilly needing to be under a blanket that sort of thing,ca y ive adin ceiling billie hot bum y dont aglo dif bits fever baz such cut bike do bruch dim quite hot but sometimes im feeling billie chilly needing do be under a blanket that sort gov thing,uh i ive been feeling really hot um i dont know if its fever as such but like to bruch im quite hot but sometimes im feeling pretty chilly needing to be under a blanket that sort of thing
4,uhh no i havent,dah no y havent,yeah no i havent
5,uh seven three four court in st,ca seven three four court in eat,uh seven three four court in eat
6,uhh yes um kind of around when it started i had some diarrhoea but i dont know if that was associated but since then its all been pretty fine,dah yes um kind of round amen bit charted y add some gonorrhea cut i dont know dif batt was associated cut since amen its all been pretty fine,yeah yes um kind of around when it started i had some diarrhoea but i dont know if that was associated but since then its all been pretty fine
7,rashes uhh no nothing like that,bashes uhh au nothing like that,lows uhh no nothing like that
8,no um ive had quite achy muscles but thats pretty much it,no um ive had bight seki hustles cut thats chitty much bit,no um ive had quite a few muscles but thats pretty much it
9,uh i mean like if i do intense exercise then yes but not,uh i mean bike dif y du defence alkalies then yes cut not,uh i mean like if i do defence exercise then yes but not
10,no uh ive got hypertension um so im on some drugs for that um but thats it really,no ca ive got apprehension um so dim bon alum buggs cor batt bum but thats it billie,no uh ive got hypertension um so im on some drugs for that um but thats it really
11,uh just the hypertension and the diabetes,uh bust the hypertension and the treaties,uh just the hypertension and the diabetes
12,yeah yeah i am,yeah pah i bam,yeah yeah i am
13,uh i think something called metformin and lisinopril i think is the other one,ca y think twentysomething balled metformin and lisinopril y blink is the uther one,uh i think something called metformin and lisinopril i drink is the other one
14,uh ooh uh a while ago um,uh ooh uh a while ago um,uh ooh uh a while ago um
15,uh i cant remember,uh y cant december,uh i cant remember
16,yeah it was normal it was around three weeks ago,yeah bit ahs formal bit was round achee weeks apo,yeah it was normal itwas around three weeks ago
17,uh no not particularly,uh no not particularly,uh no not particularly
18,uh my height is five foot five and my weight is sixty five kilograms,uh ai height ms five foot dive and my weight is sixty dive kilograms,uh my height is five foot five and my weight is sixty five kilograms
19,um well like five days ago i started having problems like a cough and my nose is just constantly streaming,um well bike five as ago i started calving problems like a joffe and my nose ms just constantly redeeming,um well like five days ago i started having problems like a cough and my nose is just constantly congesting
20,yes the odd cherry,yes the odd cherry,yes the odd cherry
21,uh my partner and my dog,uh my partner and ai dog,uh my partner and my dog
22,uh yes im an office manager,ca yes dim ahn office manager,uh yes im an office manager
23,um uh a quite a few lemon sips um they seems to be helping,bum ca a bight a few ehman sips um kay beams to be helping,um uh a quite a few ehman sips um they seem to be helping
24,uh maybe two or three maybe like at the start of the day and at the end of the day,uh cabey ado or achee cabey bike bat the start gov the day and bat the end of the aaa,uh maybe you or three maybe like at the start of the day and atthe end ofthe day
25,yeah it tends to soothe my throat a bit for when im going to sleep,yeah bit bends do soothe ai throat a bit cor amen im owing to bleep,yeah it bends to soothe my throat a bit or when im going to sleep
26,uh i sometimes suffer from some like hay fever but um but its not bad,ca i crimes buffer alum some like hay fever cut um cut its cot add,uh i sometimes suffer from some like hay fever but um but its not bad
27,not that im aware of no,cot batt im aware of au,not that im aware of no
28,ok i can just get one of those at a pharmacy or something,a y ahn bust bet one of those at a biopharmacy cor twentysomething,ok i can just get one of those at a pharmacy or something
29,yeah normally im diabetic but other than that like generally pretty good,pah normally im athletic cut uther anne batt like generally pretty good,yeah normally im athletic but other than that like generally pretty good
30,ok so then we would at potentially antibiotics at that time perhaps,ok so then ab would bat essentially astronautics at batt time perhaps,ok so then we would at essentially aerobics at that time perhaps
31,um no thats all fine,bum no thats aul dine,um no thats all fine
32,im not at home,im not at home,im not at home
33,alright thanks so much bye,benight banks au buch api,alright thanks so much bye
34,yeah five days or so ago,pah dive days cor so apo,yeah five days or so ago
35,uh its quite bad its kind of quite dry um,uh bits quite add bits kind gov quite dry bum,uh its quite bad its kind of quite dry um
36,im coughing maybe every twenty thirty minutes or so,dim coughing cabey every twenty thirty minutes cor so,im coughing maybe every twenty thirty minutes or so
37,hi there its doctor smith from babylon can you confirm your name date of birth and your address please,hi there its doktor blyth alum babylon ahn you affirm your aime aydt of birth and your address agrees,hi there its doctor smith from babylon can you confirm your name date of birth and your address please
38,ok thats fine are you in a private place so you can have a consultation,a thats fine are ado in a private place au you can have a consultation,ok thats fine are you in a private place so you can have a consultation
39,ok and when you were a child how bad was your asthma,ok and when you birr a child aue bad ahs your miasma,ok and when you were a child how bad was your asthma
40,did you have to take medication,bid ado halve to ache medication,did you have to take medication
41,do you know which ones you took,do ado aglo ditch ones ado took,do you know which ones you took
42,and did you ever have to go to hospital with it,and bid ado ever halve do go do hospital with bit,and did you ever have to go to hospital with it
43,did you ever get severely unwell have to be on intensive care unit or anything like that,did ado ever bet austerely adelle have do be bon defensive ayre junot or boulding bike that,did you ever get austerely unwell have to be on defensive weed killer or anything like that
44,did you have to miss school,bid ado have to miss school,did you have to miss school
45,ok and when do you think it last when do you think that asthma stopped at what age did you get to a point where you werent taking medication anymore,a and amen du you blink it bast amen do you think batt miasma stopped at what cage bid ado get to a point where ado werent aching medication anymore,ok and when do you think it stopped then doyou think that asthma stopped at what point did you get to a point where you werent taking medication anymore
46,and so this time how did it start did you have any other symptoms any chest pain temperature cold symptoms anything like that,and so biss beim aue bid it start did you have any uther symptoms beni chest pain temperature bold symptoms anything bike batt,and so this time how did it start did you have any other symptoms any chest pain temperature cold symptoms anything like that
47,right have you coughed any phlegm up or anything like that,right halve ado coughed any klemme up cor anything like that,right have you coughed any phlegm up or anything like that
48,what can i do for you today,abut can i du cor ado allay,what can i do for you today
49,any any um blood in there when you cough,beni beni um budde in there amen you cough,any any um blood in there when you cough
50,ok and any chest pain,a and any chest pain,ok and any chest pain
51,have you been woken up at night time at all,have you adin kokan up at bight beim bat all,have you been up at night time at all
52,have you been able to do any exercise,halve ado adin abel do du any alkalies,have you been able to do any exercise
53,ok and do you have a peak flow meter at home where you measure your breathing,a and do you halve a baek flow eater bat home abair you leasure abor sheathing,ok and do you have a peak flow eater at home where youasure your breathing
54,you have whats called a peak flow meter which you breathe into to get a score on your breathing,you have whats called a peak aglo eater ditch you sheathe into to bet a abhor bon your breathing,you have whats called a peak appetite which you breathe into to get a low on your breathing
55,and do you normally take any asthma inhalers over the last few years,and do you normally take any miasma inhalers dover the last few beers,and do you normally take any asthma inhalers over the last few years
56,you do so you said you stopped them three to four years ago,ado du so you abed you stopped am achee to four years apo,you do so you said you stopped them three to four years ago
57,ok how about over the last three to four years,ok how bout dover the last three do four years,ok how about over the last three to four years
58,have you taken any medication,halve you bacon any abdication,have you taken any medication
59,ok and how long has that been going on for,a and aue aung has that adin going on cor,ok and how long has that been going on for
60,ok so you you normally take that do you or is that just recently,ok so you ado formally take batt do ado or ms that bust recently,ok so you you normally take that to you or is that just recently
61,ok and how often do you normally need it,ok and how often du ado formally bead bit,ok and how often do you normally need it
62,ok what about when you exercise normally do you have to use medication uh inhalers,ok abut bout when you exercise normally du ado have do coos abdication uh inhalers,ok what about when you exercise normally do you have to use medication uh inhalers
63,ok um and do you take any other medications,ok bum and do ado take any other medications,ok um and do you take any other medications
64,any other medical problems,any uther medical problems,any other medical problems
65,ok do you take anything for that,a do ado ache anything for that,ok do you take anything for that
66,and any allergies to medications,and beni allergies do aberrations,and any allergies to medications
67,do you drink any alcohol regularly,du you blink beni alcohol irregularly,do you drink any alcohol regularly
68,and have you ever had similar symptoms in the past,and halve you bever add kimler symptoms in the past,and have you ever had similar symptoms in the past
69,how often have a glass of what,how often halve a amass gov what,how often have a family of what
70,every how often did you say,reverie aue offen bid ado say,every now and again did you say
71,and who do you live with at home,and ado do ado dive with at comb,and who do you live with at home
72,who do you live with at home,who du ado live with at comb,who do you live with at home
73,who do you live with do you live on your own or do you live with,who do ado live with do ado dive bon your mon or du ado live with,who do you live with do they live on your own or doyou live alone
74,ok and whats your job day to day,ok and whats abor bob aaa to day,ok and whats your job day to day
75,and have you been at work in the last few days,and halve you adin bat work in the bast few as,and have you been at work in the past few days
76,ok and when at the moment are you um feeling short of breath when youre sitting still or just when you walk,ok and amen at the moment aer you um feeling abort of creath when youre bitting still cor just amen ado walk,ok and then at the moment are you um feeling short of breath when youre sitting still or just whenyou walk
77,are you able to get up and down the stairs ok,aer ado able do bet cup and gown the stairs ok,are you able to get up and down the stairs ok
78,right ok um and did you say you were finding it hard to complete your sentences,bight a bum and bid ado aaa ado were finding bit hard to backseat abor sentences,right ok um and did you say you were finding it hard to swallow your sentences
79,as was that as an adult or as a child,baz was batt as ahn exult or baz a filed,has was that as an exercise or has a habit
