,refs,trans,model_corrected
0,when i get up i see my skin vague,when i after get ourselves up needn i here see my skin she vague those,when i get up i see my skin vague
1,my lungs feel heavy like they are filled with mucus,my lungs feel heavy hasn like they are filled with youre mucus only,my lungs feel heavy like they are filled with mucus
2,i carried a heavy bag yesterday and when i get up today i felt a great shoulder pain,i now carried been a heavy bag yesterday and when i aren get yourselves up today i felt a couldnt great shoulder pain isn,i carried a heavy bag yesterday and when i get up today i felt a great shoulder pain
3,my knee is hurting so badly,my knee doesnt is hurting so badly,my knee is hurting so badly
4,every time i look to left i feel a sharp pain in my neck,every or time above i shouldve look youre to left i feel a sharp pain in my mightn neck,every time i look to left i feel a sharp pain in my neck
5,my hair is falling out after i take a shower,my don hair just is shant falling hasnt out after under i you take a it shower being,my hair is falling out after i take a shower
6,i feel joint pain every time i move,i ourselves feel wouldnt joint pain her every herself time i youre move,i feel joint pain every time i move
7,when i force my eyes to view i have blurry vision,when myself i itself force my eyes she to view i who have just blurry shouldn vision,when i force my eyes to view i have blurry vision
8,i was travelling by ship and i feel dizzy,i are was travelling by ship me and i ain feel we dizzy his,i was travelling by ship and i feel dizzy
9,when i played football i dislocated my shoulder,when i this played wouldn football i dislocated my shoulder yourself,when i played football i dislocated my shoulder
10,i have a blurry vision and i cant see in the darkness  what is the reason doctor ,i why have a blurry vision werent and i cant he see in the darkness what is the you reason but doctor it,i have a blurry vision and i cant see in the darkness  what is the reason doctor 
11,i am always cold even when i am wearing layers,i am he always cold doing even you when i am wearing the layers,i am always cold even when i am wearing the layers
12,i had an accident and my wound was open when i arrived to hospital,i had an accident wasnt and our my again wound was open if when very i both arrived to same hospital doing,i had an accident and my wound was open when i arrived to hospital
13,i have a hard muscle pain since i went to the gym,i up have so a shouldnt hard as muscle pain youll since if i went to the gym,i have a hard muscle pain since i went to the gym
14,there is a sharp pain in my bicep i have tried to apply pain relief cream but it does not help,there is a sharp pain in all my same bicep i shan have tried her to apply pain relief cream but until it won does youd not with help,there is a sharp pain in my bicep i have tried to apply pain relief cream but it does not help
