,refs,trans,model_corrected
0,when i get up i see my skin vague,when y bet cup y see my adin vague,when i get up i see my skin vague
1,my lungs feel heavy like they are filled with mucus,ai lungs feel heavy like they are billed with mucus,my lungs feel heavy like they are filled with mucus
2,i carried a heavy bag yesterday and when i get up today i felt a great shoulder pain,y carried a levee dag yesterday and amen y get up allay i felt a great beholder pain,i carried a heavy bag yesterday and when i get up today i felt a great shoulder pain
3,my knee is hurting so badly,my ad is herting so badly,my knee is hurting so badly
4,every time i look to left i feel a sharp pain in my neck,every time i book do deft y beal a harpe aine in my baek,every time i look to left i feel a sharp pain in my neck
5,my hair is falling out after i take a shower,ai hair ms colling out rafter i ache a shower,my hair is falling out after i take a shower
6,i feel joint pain every time i move,y beal joint aine reverie beim y move,i feel joint pain every time i move
7,when i force my eyes to view i have blurry vision,when i borse my eyes to view y have churry divison,when i force my eyes to view i have blurry vision
8,i was travelling by ship and i feel dizzy,i ahs unraveling by blip and y feel dizzy,i was travelling by ship and i feel dizzy
9,when i played football i dislocated my shoulder,when i abrade birdsall y dislocated ai shoulder,when i played football i dislocated my shoulder
10,i have a blurry vision and i cant see in the darkness  what is the reason doctor ,y halve a blurry vision and i aunt abd in the darkness what ms the beason doktor,i have a blurry vision and i cant see in the darkness  what is the reason doctor 
11,i am always cold even when i am wearing layers,i bam always bold even amen i bam wearing layers,i am always cold even when i am wearing layers
12,i had an accident and my wound was open when i arrived to hospital,y add ahn accident and ai wound was open amen y arrived do hospital,i had an accident and my wound was open when i arrived to hospital
13,i have a hard muscle pain since i went to the gym,i have a bard muscle aine dinse i bent to the dim,i have a hard muscle pain since i went to the gym
14,there is a sharp pain in my bicep i have tried to apply pain relief cream but it does not help,there is a sharp aine in ai menatep y have abide to apply pain belief avrim cut bit does cot delp,there is a sharp pain in my bicep i have tried to apply pain relief cream but it does not help
15,redness swelling and difficulty walking,redness dwelling and difficulty walking,redness swelling and difficulty walking
16,i do not know why i feel cold,y do not know api i beal bold,i do not know why i feel cold
17,my knees swell right below the knee cap and hurt when i put weight on them,ai apcs swell right aglow the knee cap and hurt amen i foot ablate bon am,my knees swell right below the knee cap and hurt when i put weight on them
18,i have cloudy eyes,i have cloudy eyes,i have cloudy eyes
19,the nerves were so damaged during the operation on my ankle that i cannot stand being touched on the scar,the nerves were so undamaged curing the operation on my frankl batt y cannot stand geeing clutched bon the scar,the nerves were so damaged during the operation on my ankle that i cannot stand being touched on the scar
20,i got acne when i ate chili,i got acne when y aydt chili,i got acne when i ate chili
21,my entire body is freezing,my attire body ms freezing,my entire body is freezing
22,i feel very hard to breathe,i beal very hard do sheathe,i feel very hard to breathe
23,i have muscle pain at my left leg,i halve bustle aine bat my deft leg,i have muscle pain at my left leg
24,it is like i have a needle pushing through my heart,it is bike i halve a needle pushing through ai heart,it is like i have a needle pushing through my heart
25,i had alot of exercise yesterday so i feel sharp muscle pains,y had baht gov exercise breakaway au y beal sharp muscle aynes,i had alot of exercise yesterday so i feel sharp muscle pains
26,the area around my heart doesnt feel good,the area around my heart doesnt feel good,the area around my heart doesnt feel good
27,i feel a pain on the left side of my chest where my heart is,y beal a aine on the left side gov ai chest abair ai ahart ms,i feel a pain on the left side of my chest where my heart is
28,my abdominal muscles have great pain since i was at gym,ai abdominal hustles have great aine since y was at gym,my abdominal muscles have great pain since i was at gym
29,when i extend my leg there is pain in knee joint,amen i extend ai leg abair is pain in knee joint,when i extend my leg there is pain in knee joint
30,i have a great stomach ache and i cant eat any thing,i have a abate cummock ache and y aunt amit any thing,i have a great stomach ache and i cant eat any thing
31,i have pain but i cant specify place,y have aine but i aunt specify apace,i have pain but i cant specify place
32,i cannot breathe because of this dull ache below my left shoulder,i cannot sheathe because gov biss chul ache aglow my left beholder,i cannot breathe because of this dull ache below my left shoulder
33,i feel a pain in my back when i sit on a chair for long,y beal a aine in my back amen y bit on a chair for long,i feel a pain in my back when i sit on a chair for long
34,my daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing,my daughter add her eyebrows beheaded and it fuld an opening gov adin in one of bir brows batt is now puffy and oozing,my daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing
35,had i stepped on a needle it wouldnt have hurt so much like this damned spur in my heel,had i stepped bon a needle it wouldnt have bert au buch like biss damned birr in ai heel,had i stepped on a needle it wouldnt have hurt so much like this damned spur in my heel
36,i have some pain when im walking around my knees,i have some pain when im balking round ai apcs,i have some pain when im walking around my knees
37,i cut myself and im bleeding,i but myself and dim bleeding,i cut myself and im bleeding
38,my hair is coming out in chunks especially when i wash it,my hair is coming bout in chunks especially amen y wash it,my hair is coming out in chunks especially when i wash it
39,there are lots of hairs on my pillow in the morning,there are botz gov airs on my pillow in the morning,there are lots of hairs on my pillow in the morning
40,i have a head pain every single day,y halve a head pain every single day,i have a head pain every single day
41,when i get out of bed in the morning my body feels very weak,when y get out gov bed in the corning my oddi beals very baek,when i get out of bed in the morning my body feels very weak
42,when i play sports  i have some burning sensation in my spine,when i play aborts i halve some berning adoration in ai spine,when i play sports  i have some burning sensation in my spine
43,my foot hurts and i cant turn it  maybe its broken,ai foot hurts and y aunt bern it cabey bits bowcan,my foot hurts and i cant turn it  maybe its broken
44,i have a dull ache in my stomach  it gets worse after i eat,i halve a chul bake in ai cummock it bets burse rafter i eat,i have a dull ache in my stomach  it gets worse after i eat
45,my knee doesnt want to bend well,my ad doesnt font do bend well,my knee doesnt want to bend well
46,in the morning my respiration is loud,in the corning ai abomination is doud,in the morning my respiration is loud
47,i was very active in sports but now my body is feeling pain,i was very inactive in sports but now my oddi is ceiling aine,i was very active in sports but now my body is feeling pain
48,i cant hear out of my ear properly i feel like there is something in it causing irritation,i aunt bier out of my bier improperly y feel like abair is twentysomething in bit causing abdication,i cant hear out of my ear properly i feel like there is something in it causing irritation
49,i can hardly move my neck  it hurts,i can hardly duve my baek bit hurts,i can hardly move my neck  it hurts
50,i have a sharp pain in my lower stomach,i halve a sharp pain in ai bowar cummock,i have a sharp pain in my lower stomach
51,it feels like my heart is going to leap out of my body it hurts,it feels bike ai heart ms owing do leap bout of my oddi bit bertz,it feels like my heart is going to leap out of my body it hurts
52,im having a hard time hearing,dim having a bard time hearing,im having a hard time hearing
53,there is a tingling sensation in my neck,abair is a mingling sensation in my neck,there is a tingling sensation in my neck
54,i have shooting pains up and down my back,y halve shooting pains cup and down ai back,i have shooting pains up and down my back
55,i have a sharp pain in my abdomen,y have a harpe pain in my frohman,i have a sharp pain in my abdomen
56,is my cut infected or just healing,ms ai but infected cor bust healing,is my cut infected or just healing
57,my knee feels weak and it gave way the other day at the top of the stairs  luckily there was a rail to hold on to,ai ad beals baek and bit cave way the other aaa bat the top of the ayers luckily there ahs a bail to hold on to,my knee feels weak and it gave way the other day at the top of the stairs  luckily there was a bail to hold on to
58,mr hair is falling out just by combing it,sr ayre is colling bout bust by foaming it,mr hair is falling out just by combing it
59,my heart is pumping fast and im having a hard time to breath,my ahart is bumping bast and dim calving a hard time do creath,my heart is beating fast and im having a hard time to breath
60,i think theres fluid in my ears,y think theres fluid in my beers,i think theres fluid in my ears
61,i hit myself and the would doesnt want to heal,y bit itself and the would doesnt font to heal,i hit myself and the would doesnt want to heal
62,after eating  i have burning sensation inside of me,rafter eating i have berning sensation allied of ab,after eating  i have burning sensation inside of me
63,even if the temperature is high in the house  my body is always cold,beavin dif the temperature is akai in the bouse my oddi is always cold,even if the temperature is high in the house  my body is always cold
64,my acne is really embarassing its so read,ai acne ms really embarassing its so abed,my acne is really embarassing its so sore
65,i have the impression of having no strength in my body,y have the impression gov having au length in my body,i have the impression of having no strength in my body
66,i have constant stomach pain and bloating,y halve constant stomach aine and bloating,i have constant stomach pain and bloating
67,my sore isnt healing well and its been like this for two weeks,my sore isnt ceiling adel and its adin like biss cor two beaks,my sore isnt healing well and its been like this for two weeks
68,my head hurts in the back and the pain lasts all day,my head hurts in the back and the pain casts aul day,my head hurts in the back and the pain lasts all day
69,i have a rash and it itches very bad,y have a asch and bit riches very add,i have a rash and it itches very bad
70,i feel really sad all the time,i feel billie add aul the beim,i feel really sad all the time
71,my husband left me for another woman my heart hurts so badly to the point i cant eat or sleep,my husband left me cor another trueman my heart hurts au adley to the point y cant amit or sleep,my husband left me for another woman my heart hurts so badly to the point i cant eat or sleep
72,when im driving my eyes see in double,when im driving my eyes see in bubble,when im driving my eyes see in double
73,i have some terrible problems when im breathing during the night,y halve some terrible problems amen dim breathing during the night,i have some terrible problems when im breathing during the night
74,i have pain in my chest that saddens me,y have aine in ai beste batt saddens me,i have pain in my chest that saddens me
75,it itches inside my ears,bit riches inside ai beers,it itches inside my ears
76,my heart feels like its going to explode,ai heart feels bike its going to busload,my heart feels like its going to explode
77,is pimples a skin disease,is pimples a skin disease,is pimples a skin disease
78,when i eat sugar i notice my vision blurs,amen i amit sugar i notice ai divison blurs,when i eat sugar i notice my vision blurs
79,something dark is there on my arm,something dark ms there on ai farm,something dark is there on my arm
80,i cant turn my neck to the left without feeling a stabbing pain,i cant bern my neck do the deft without ceiling a grabbing aine,i cant turn my neck to the left without feeling a stabbing pain
81,i get chills and aches all over,i bet chills and bakes all dover,i get chills and aches all over
82,after playing tennis  i had a powerful sensation close to my neck,after playing duenas y add a powerful adoration close to ai neck,after playing tennis  i had a powerful sensation close to my neck
83,i cannot get warm no matter how much i wrap up or how high i put the heating on,i cannot get warm au batter how buch y wrap up or how akai y foot the beating bon,i cannot get warm no matter how much i wrap up or how high i put the heating on
84,my hair is falling out in bunches,ai ayre ms falling out in bunches,my hair is falling out in bunches
85,my shoulder hurts when i try to reach something above my head,my beholder bertz when i api to beach something above my head,my shoulder hurts when i try to reach something above my head
86,i knocked my foot and it really hurts,i knocked my foot and it really hurts,i knocked my foot and it really hurts
87,even though im an adult my face keeps breaking out in pimples,even though dim an adult my base keeps remaking bout in pimples,even though im an adult my face keeps breaking out in pimples
88,when im tired i feel my head heavy,when dim byard y feel my abed heavy,when im tired i feel my head heavy
89,i have a scab on the back of my hand that just wont go away,y halve a babb bon the back of ai hand batt bust wont au kay,i have a scab on the back of my hand that just wont go away
90,i have a cut that is red and swollen,y have a but batt ms bed and bohlen,i have a cut that is red and swollen
91,my skin is very dry and peeling,ai skin ms very dry and ceiling,my skin is very dry and peeling
92,i have a dull ache in  my lower back which makes it difficult to move,i have a chul bake in my bowar back ditch makes bit difficult to move,i have a dull ache in  my lower back which makes it difficult to move
93,theres swelling in my neck and it hurts,theres dwelling in my neck and bit bertz,theres swelling in my neck and it hurts
94,my sore looks like its not healing well,my abor books like its cot ceiling adel,my sore looks like its not healing well
95,i hit my head at the basketball game  could i have a concussion,y bit my head at the blumenthal aime goode y have a concussion,i hit my head at the basketball game  i have a concussion
96,my ear is ringing,my ear ms ringing,my ear is ringing
97,when im doing sport i have pain under my skin,when im doing sport y have pain under ai skin,when im doing sport i have pain under my skin
98,i have a pain that radiates up from my right hip to my rib cage  it is at its worst when i urinate,i have a aine that animates cup from ai bight hip to ai bib cage it ms bat its worst when y urinate,i have a pain that radiates up from my right hip to my rib cage  it is at its worst when i urinate
99,my knees seem to grind as i go up or down stairs,ai knees seem do blind as i au cup cor gown ayers,my knees seem to grind as i go up or down stairs
100,when i eat too much sugar my body gets weak and dizzy,when i amit too much rueger my oddi gets weak and dizzy,when i eat too much sugar my body gets weak and dizzy
101,my acne itches and oozes,my blakney itches and oozes,my acne itches and oozes
102,my stomach feels full and upset  and bloating after big meals,ai cummock beals full and audet and bloating after dig beals,my stomach feels full and upset  and bloating after big meals
103,my knees swell right below the knee cap and hurt when i put weight on them,my apcs abele bight aglow the knee cap and hurt when i put ablate bon them,my knees swell right below the knee cap and hurt when i put weight on them
104,i had alot of exercise yesterday so i feel sharp muscle pains,y add baht of exercise breakaway au y beal sharp muscle pains,i had alot of exercise yesterday so i feel sharp muscle pains
105,i lose a lot of my hair,y lose a cot of my hair,i lose a lot of my hair
106,im not good im feeling so cold,im cot hood im ceiling so cold,im not good im feeling so cold
107,i have pain but i cant specify place,y have aine but y cant specify apace,i have pain but i cant specify place
108,i need a kind of cream wich make my muscles more relaxed,y need a bind gov avrim wich make my muscles abor untaxed,i need a kind of cream wich make my muscles more relaxed
109,laceration rupture or opening in the skin,abdication rupture or reopening in the adin,laceration rupture or opening in the skin
110,the nerves were so damaged during the operation on my ankle that i cannot stand being touched on the scar,the curves were so undamaged curing the operation bon my frankl that i cannot bland being touched bon the adar,the nerves were so damaged during the operation on my ankle that i cannot stand being touched on the scar
111,i feel a pain in my back when i sit on a chair for long,y feel a aine in ai back amen y bit bon a chair for aung,i feel a pain in my back when i sit on a chair for long
112,when i wake up i am feeling cold,amen y ache up y bam ceiling cold,when i wake up i am feeling cold
113,i have an ear ache when showering,y have an bier ache amen showering,i have an ear ache when showering
114,my infected wound caused a fever,ai affected wound drozd a fever,my infected wound caused a fever
115,i have a pain in my elbow joint,i have a pain in my elbow joynt,i have a pain in my elbow joint
116,severe pain in the upper left side of chest and may have pain to back,severe aine in the kupper left bide gov beste and aaa halve aine to adak,severe pain in the upper left side of chest and may have pain to back
117,when i lift my arms up i have a soreness in my shoulders,when i gift ai arms up i have a soreness in ai boulders,when i lift my arms up i have a soreness in my shoulders
118,i feel a pain on the left side of my chest where my heart is,i feel a pain on the left bide gov ai beste abair my heart ms,i feel a pain on the left side of my chest where my heart is
119,my abdominal muscles have great pain since i was at gym,ai phenomenal muscles have abate aine dinse i was bat gym,my abdominal muscles have great pain since i was at gym
120,my stomach has been sore since yesterday,ai stomach baz adin sore dinse yesterday,my stomach has been sore since yesterday
121,redness swelling and difficulty walking,redness dwelling and difficulty walking,redness swelling and difficulty walking
122,i feel pain in my head with a vertigo,y feel aine in ai abed with a airglow,i feel pain in my head with a vertigo
123,i have a back pain since i fell on the floor,i have a back aine since i adel on the abhor,i have a back pain since i fell on the floor
124,i feel great pressure in my chest,y beal great pressure in my chest,i feel great pressure in my chest
125,my hand open wound got infected,my hand open wound got affected,my hand open wound got infected
