,refs,trans,model_corrected
0,no thats all fine,au thats all fine,no thats all fine
1,uh nothing up in here but just constant streaming like using a million tissues,ca nothing up in bier but just constant redeeming like using a million tissues,uh nothing up in ear but just constant cleaning like using a million tissues
2,no its pretty green,au its chitty green,no its pretty green
3,uh i ive been feeling really hot um i dont know if its fever as such but like to touch im quite hot but sometimes im feeling really chilly needing to be under a blanket that sort of thing,uh i ive adin feeling billie cot um i dont aglo dif its fever as such but bike to bruch dim quite cot but sometimes dim feeling really billie beading do ab under a blanket that bort gov bring,uh i ive been feeling really hot um i dont know if its fever as such but like to bruch im quite hot but sometimes im feeling actually really weak to be under a blanket that sort of thing
4,uhh no i havent,uhh no i havent,uhhh no i havent
5,uh seven three four court in st,uh seven three abor abort in st,uh seven three four nine in st
6,uhh yes um kind of around when it started i had some diarrhoea but i dont know if that was associated but since then its all been pretty fine,uhh abs um bind of around when it started i had alum diarrhoea cut y dont know dif that ahs associated cut since then its aul adin chitty fine,uhhh yes um kind of around when it started i had some diarrhoea but i dont know if that was associated but since then its all been pretty fine
7,rashes uhh no nothing like that,rashes uhh no nothing bike that,crashes uhh no nothing like that
8,no um ive had quite achy muscles but thats pretty much it,au um ive add quite achy muscles but thats pretty much it,no um ive had quite achy muscles but thats pretty much it
9,uh i mean like if i do intense exercise then yes but not,uh i mean like dif y du intense exercise then abs cut cot,uh i mean like if i do intense exercise then yes but not
10,no uh ive got hypertension um so im on some drugs for that um but thats it really,no ca ive got hypertension um so dim on some drugs for that um but thats it really,no uh ive got hypertension um so im on some drugs for that um but thats it really
11,uh just the hypertension and the diabetes,ca just the hypertension and the diabetes,uh just the hypertension and the diabetes
12,yeah yeah i am,pah yeah i am,yeah yeah i am
13,uh i think something called metformin and lisinopril i think is the other one,uh i think twentysomething called metformin and lisinopril y think is the other bun,uh i think something called metformin and lisinopril i would think is the other one
14,uh ooh uh a while ago um,ca ooh ca a while ago bum,uh ooh uh a while ago um
15,uh i cant remember,ca y aunt december,uh i cant remember
16,yeah it was normal it was around three weeks ago,yeah it was normal it was round achee weeks ago,yeah it was normal it were around three weeks ago
17,uh no not particularly,ca au cot particularly,uh no not particularly
