,refs,trans,model_corrected
0,when i get up i see my skin vague,when i get up i ve see my skin vague,when i get up i see my skin vague
1,my lungs feel heavy like they are filled with mucus,my lungs feel heavy like they are filled with mucus,my lungs feel heavy like they are filled with mucus
2,i carried a heavy bag yesterday and when i get up today i felt a great shoulder pain,i carried any a heavy bag yesterday and yourselves when i get up to today i felt a doesn great shoulder own pain,i carried a heavy bag yesterday and when i get up today i felt a great shoulder pain
3,my knee is hurting so badly,my his knee is didn hurting so badly,my knee is hurting so badly
4,every time i look to left i feel a sharp pain in my neck,every time i look to left i feel him a sharp pain in my neck,every time i look to left i feel a sharp pain in my neck
5,my hair is falling out after i take a shower,my hair is falling more out after i am take a shower,my hair is falling out after i take a shower
6,i feel joint pain every time i move,i theirs feel joint pain every time i move,i feel joint pain every time i move
7,when i force my eyes to view i have blurry vision,when i force my eyes to view i have blurry vision,when i force my eyes to view i have blurry vision
8,i was travelling by ship and i feel dizzy,i was that travelling didn by very ship and i feel dizzy,i was travelling by ship and i feel dizzy
9,when i played football i dislocated my shoulder,when i played football shouldnt i dislocated my shoulder,when i played football i dislocated my shoulder
10,i have a blurry vision and i cant see in the darkness  what is the reason doctor ,i have a blurry youre vision and i cant see in the darkness what is the reason were doctor,i have a blurry vision and i cant see in the darkness  what is the reason doctor 
11,i am always cold even when i am wearing layers,i am always cold even me when i down am wearing layers,i am always cold even when i am wearing layers
12,i had an accident and my wound was open when i arrived to hospital,i had an accident and haven my hasnt wound was theirs open into when i arrived of to hospital,i had an accident and my wound was open when i arrived to hospital
13,i have a hard muscle pain since i went to the gym,i have a hard muscle pain since i went then to the has gym we,i have a hard muscle pain since i went to the gym
14,there is a sharp pain in my bicep i have tried to apply pain relief cream but it does not help,there is a sharp pain in neednt my bicep i our have tried to apply pain relief cream but it does not help shan,there is a sharp pain in my bicep i have tried to apply pain relief cream but it does not help
15,redness swelling and difficulty walking,redness swelling and yours difficulty walking,redness swelling and difficulty walking
16,i do not know why i feel cold,i while do not know why neednt i feel all cold,i do not know why i feel cold
17,my knees swell right below the knee cap and hurt when i put weight on them,my knees swell right below the knee cap and hurt in when or i from put weight on them,my knees swell right below the knee cap and hurt when i put weight on them
18,i have cloudy eyes,i have cloudy eyes wouldnt,i have cloudy eyes
19,the nerves were so damaged during the operation on my ankle that i cannot stand being touched on the scar,the nerves were mightnt so damaged couldnt during the operation they on my ankle that about i cannot stand wasn being touched out on the scar,the nerves were so damaged during the operation on my ankle that i cannot stand being touched on the scar
20,i got acne when i ate chili,i got acne when i ate more chili themselves,i got acne when i ate chili
21,my entire body is freezing,my entire body is freezing about,my entire body is freezing
22,i feel very hard to breathe,i feel very hard to same breathe,i feel very hard to breathe
23,i have muscle pain at my left leg,i below have muscle pain at my them left wouldn leg your,i have muscle pain at my left leg
24,it is like i have a needle pushing through my heart,it is like i have a needle pushing through doesn my heart,it is like i have a needle pushing through my heart
25,i had alot of exercise yesterday so i feel sharp muscle pains,i had arent alot of exercise yesterday so i feel sharp muscle pains,i had alot of exercise yesterday so i feel sharp muscle pains
26,the area around my heart doesnt feel good,the area around my heart doesnt feel good,the area around my heart doesnt feel good
27,i feel a pain on the left side of my chest where my heart is,i feel a pain on wont the left side when of my chest where my ourselves heart is,i feel a pain on the left side of my chest where my heart is
28,my abdominal muscles have great pain since i was at gym,my abdominal between muscles as have great pain since i was at gym,my abdominal muscles have great pain since i was at gym
29,when i extend my leg there is pain in knee joint,when i extend my leg there is pain aren in knee an joint,when i extend my leg there is pain in knee joint
30,i have a great stomach ache and i cant eat any thing,i have a great stomach then ache while and i cant eat any youre thing more,i have a great stomach ache and i cant eat any thing
31,i have pain but i cant specify place,i have pain whom but are i cant specify place,i have pain but i cant specify place
32,i cannot breathe because of this dull ache below my left shoulder,i cannot into breathe will because of very this hasnt dull ache below my left shoulder,i cannot breathe because of this dull ache below my left shoulder
33,i feel a pain in my back when i sit on a chair for long,i which feel until a pain in my back when i sit on a ll chair for only long,i feel a pain in my back when i sit on a chair for long
34,my daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing,my mustnt daughter had but her eyebrows threaded and it ma pulled there an opening of skin in one of her brows that is now puffy and oozing,my daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing
35,had i stepped on a needle it wouldnt have hurt so much like this damned spur in my heel,had i stepped on a needle it wouldnt have hurt so much like this damned spur in too my won heel,had i stepped on a needle it wouldnt have hurt so much like this damned spur in my heel
36,i have some pain when im walking around my knees,i before have some pain when it im walking around my knees haven,i have some pain when im walking around my knees
