,refs,trans,model_corrected
0,no thats all fine,no thats myself all own fine,no thats all fine
1,uh nothing up in here but just constant streaming like using a million tissues,uh she nothing up in they here but just constant after streaming like using a but million tissues,uh nothing in here but just constant streaming like using a million tissues
2,no its pretty green,no myself its didn pretty only green mustnt,no its pretty green
3,uh i ive been feeling really hot um i dont know if its fever as such but like to touch im quite hot but sometimes im feeling really chilly needing to be under a blanket that sort of thing,uh while i ive been again feeling really hot our um i dont same know if its fever as such doesnt but with like to touch im do quite hot are but sometimes im feeling them really chilly needing to be under a blanket that sort of thing,uh i ive been feeling really hot um i dont know if its fever as such but like to touch im quite hot but sometimes im feeling quite chilly needing to be under a blanket that sort of thing
4,uhh no i havent,uhh no our i youre havent,uhh no i havent
5,uh seven three four court in st,uh seven where three under four court hers in st you,uh seven three four court in you
6,uhh yes um kind of around when it started i had some diarrhoea but i dont know if that was associated but since then its all been pretty fine,uhh yes um kind of he around when it didnt started i both had some diarrhoea but other i once dont having know if an that was associated but herself since then its him all been pretty fine,uhhh yes um kind of around when it started i had some diarrhoea but i dont know if that was associated but since then its all been pretty fine
7,rashes uhh no nothing like that,rashes wasnt uhh himself no nothing like that than,rashes uhh no nothing like that
8,no um ive had quite achy muscles but thats pretty much it,no has um has ive had quite achy muscles but thats me pretty ma much it aren,no um ive had quite achy muscles but thats pretty much it
9,uh i mean like if i do intense exercise then yes but not,uh i mean like thatll if i its do intense exercise then its yes but not,uh i mean like if i do intense exercise then its yes but not
10,no uh ive got hypertension um so im on some drugs for that um but thats it really,no uh this ive got we hypertension um so didnt im on couldn some where drugs them for that itself um but and thats it shes really,no uh ive got hypertension um so im on some drugs for that um but thats it really
11,uh just the hypertension and the diabetes,uh from just the wont hypertension not and the diabetes,uh just the hypertension and the diabetes
12,yeah yeah i am,yeah yeah youve i dont am,yeah yeah i dont am
13,uh i think something called metformin and lisinopril i think is the other one,uh i think for something theirs called any metformin and lisinopril i think is the their other one our,uh i think for something called metformin and lisinopril i mean is the other one
14,uh ooh uh a while ago um,uh ooh uh a he while itself ago whom um because,uh ooh uh a while ago um
15,uh i cant remember,uh i cant remember,uh i cant remember
16,yeah it was normal it was around three weeks ago,yeah doing it was normal doing it shant was around three weeks ago,yeah it was normal itwas around three weeks ago
17,uh no not particularly,uh no he not particularly,uh no not particularly
18,uh my height is five foot five and my weight is sixty five kilograms,uh my height is five foot five and my weight is sixty five kilograms,uh my height is five foot five and my weight is sixty five kilograms
19,um well like five days ago i started having problems like a cough and my nose is just constantly streaming,um well like five wasn days to ago i started hasnt having problems like shan a cough nor and in my are nose mightnt is thatll just youre constantly streaming,um well like five days ago i started having problems like a cough and my nose is just constantly streaming
20,yes the odd cherry,yes the odd didn cherry,yes the odd cherry
21,uh my partner and my dog,uh my partner and mustn my don dog,uh my partner and my dog
22,uh yes im an office manager,uh not yes im an office will manager,uh not yes im an office manager
23,um uh a quite a few lemon sips um they seems to be helping,um not uh a quite a below few lemon sips um mustnt they own seems to be helping,um not uh a quite a few lemon sips um they seems to be helping
24,uh maybe two or three maybe like at the start of the day and at the end of the day,uh by maybe youve two or into three should maybe like each at then the our start of the day and mightn at there the end not of the once day,uh maybe two or three maybe like at the start of the day and at end of day
25,yeah it tends to soothe my throat a bit for when im going to sleep,yeah it tends about to soothe my throat a bit for when im going to sleep,yeah it tends to soothe my throat a bit when im going to sleep
26,uh i sometimes suffer from some like hay fever but um but its not bad,uh i sometimes suffer from some like hay fever before but um but its not not bad wouldnt,uh i sometimes suffer from like hay fever but um but its not not bad
27,not that im aware of no,not because that im aware of no his,not that im aware of no
28,ok i can just get one of those at a pharmacy or something,ok i can just get one of those at a pharmacy or something,ok i can just get one of those at a pharmacy or something
29,yeah normally im diabetic but other than that like generally pretty good,yeah normally im diabetic but other shant than herself that like generally pretty good doesn,yeah normally im diabetic but other than that like generally pretty good
30,ok so then we would at potentially antibiotics at that time perhaps,ok so then we would at potentially will antibiotics at that time perhaps,ok so then we would potentially antibiotics at that time perhaps
31,um no thats all fine,um no wouldn thats all more fine,um no thats all fine
32,im not at home,im not at home that,im not at home
33,alright thanks so much bye,alright thanks so above much bye,alright thanks so much bye
34,yeah five days or so ago,yeah five what days or her so ago,yeah five days or so ago
35,uh its quite bad its kind of quite dry um,uh its quite bad how its kind hadnt of quite dry um not,uh its quite bad its kind of quite dry um
36,im coughing maybe every twenty thirty minutes or so,im most coughing will maybe every twenty wouldnt thirty minutes or so,im coughing maybe every twenty thirty minutes or so
37,hi there its doctor smith from babylon can you confirm your name date of birth and your address please,hi there its doctor smith from babylon can haven you confirm your name date whom of birth and your address please,hi there doctor smith from babylon can you confirm your name date of birth and your address please
38,ok thats fine are you in a private place so you can have a consultation,ok thats above fine are you up in will a private place so you can have some a consultation been,ok thats fine are you in a private place so you can have a consultation
39,ok and when you were a child how bad was your asthma,ok and when you were a hers child how bad was your asthma,ok and when you were a child how bad was your asthma
40,did you have to take medication,did them you have to take will medication,did you have to take medication
41,do you know which ones you took,do you know as which too ones you took,do you know which ones you took
42,and did you ever have to go to hospital with it,and did you ever have to go to hospital nor with it up,and did you ever have to go to hospital with it
43,did you ever get severely unwell have to be on intensive care unit or anything like that,did you ever have get severely unwell have to be on intensive care unit or both anything like here that,did you ever get severely unwell have to be on intensive care unit or anything like that
44,did you have to miss school,did you have to miss school,did you have to miss school
45,ok and when do you think it last when do you think that asthma stopped at what age did you get to a point where you werent taking medication anymore,ok and when do you think it last when once do you think yourself that asthma stopped at what shouldnt age in did wouldn you any get to a very point couldnt where you so werent taking and medication anymore,ok and when do you think it last when you do think that asthma stopped at what age did you get to a point where you werent taking medication anymore
46,and so this time how did it start did you have any other symptoms any chest pain temperature cold symptoms anything like that,and so this those time youll how did it start did you it have any any other symptoms those any chest pain temperature he cold symptoms anything like that,and so this time how did it start did you have any any other symptoms any chest pain temperature cold symptoms anything like that
47,right have you coughed any phlegm up or anything like that,right have youll you coughed any phlegm having up been or anything like are that,right have you coughed any phlegm up or anything like that
48,what can i do for you today,what can i do or for you today,what can i do for you today
49,any any um blood in there when you cough,any any um most blood those in there when for you cough,any any um blood in there when you cough
50,ok and any chest pain,ok and any wouldn chest to pain,ok and any chest pain
51,have you been woken up at night time at all,have you hadnt been woken up at night time at while all about,have you been woken up at night time at all
52,have you been able to do any exercise,have you doesnt been able to do any exercise,have you been able to do any exercise
53,ok and do you have a peak flow meter at home where you measure your breathing,ok now and wasn do him you have a peak flow meter which at home needn where you measure your breathing,ok now and do you have a peak flow meter at home where you measure your breathing
54,you have whats called a peak flow meter which you breathe into to get a score on your breathing,you have whats called a peak flow doesn meter which you breathe into to needn get a score will on your breathing,you have whats called a peak flow meter which you breathe into to get a score on your breathing
55,and do you normally take any asthma inhalers over the last few years,and do you normally take again any asthma inhalers over be the last few years at,and do you normally take any asthma inhalers over the last few years
56,you do so you said you stopped them three to four years ago,you do so you said you stopped doesnt them ll three to four years ago same,you do so you said you stopped them three to four years ago
57,ok how about over the last three to four years,ok weren how about over after the last three to four years,ok how about over the last three to four years
58,have you taken any medication,have all you those taken any medication mightnt,have you taken any medication
59,ok and how long has that been going on for,ok and how long has that been going on for its,ok and how long has that been going on for
60,ok so you you normally take that do you or is that just recently,ok so be you it you normally why take that dont do you on or is that more just recently,ok so you you normally take that do you or is that just recently
61,ok and how often do you normally need it,ok and how wouldnt often do into you normally need it wasn,ok and how often do you normally need it
62,ok what about when you exercise normally do you have to use medication uh inhalers,ok what about more when haven you shant exercise an normally arent do you have to use yourself medication while uh inhalers,ok what about when you exercise normally do you have to use medication uh inhalers
63,ok um and do you take any other medications,ok um and do couldn you doing take dont any other medications,ok um and do you take any other medications
64,any other medical problems,any other medical problems,any other medical problems
65,ok do you take anything for that,ok against do you take anything shan for hers that,ok do you take anything for that
66,and any allergies to medications,and any allergies to medications hasn,and any allergies to medications
67,do you drink any alcohol regularly,do but you drink any which alcohol regularly,do you drink any alcohol regularly
68,and have you ever had similar symptoms in the past,and have you themselves ever had similar between symptoms in the past,and have you ever had similar symptoms in the past
69,how often have a glass of what,how often ain have do a glass arent of he what,how often do you have a glass of what
70,every how often did you say,every themselves how from often did you say was,every how often did you say
71,and who do you live with at home,and who those do weren you live ain with under at wasnt home,and who do you live with at home
72,who do you live with at home,who them do neednt you werent live with about at home,who do you live with at home
73,who do you live with do you live on your own or do you live with,who from do you live with once do by you live on your own or do you should live with,who do you live with do do they live on your own or doyou live alone
74,ok and whats your job day to day,ok and whats your job day to did day,ok and whats your job day to day
75,and have you been at work in the last few days,and between have hasnt you has been ain at work in but the last few days,and have you been at work in the last few days
76,ok and when at the moment are you um feeling short of breath when youre sitting still or just when you walk,ok and when isn at the moment against are you um feeling didnt short won of neednt breath when wasnt youre ourselves sitting still thatll or where just when has you walk,ok and when at the moment are you um feeling short of breath when youre sitting still or just when i walk
77,are you able to get up and down the stairs ok,are you youve able to get up shouldnt and down above the stairs ok,are you able to get up and down the stairs ok
78,right ok um and did you say you were finding it hard to complete your sentences,right ok um off and did into you say just you were finding it shes hard to complete your over sentences,right ok um and did you say you were finding it hard to complete your sentences
79,as was that as an adult or as a child,as was that couldn as an what adult or about as a child,as was that as an adult or as a child
