,refs,trans,model_corrected
0,when i get up i see my skin vague,get up i my skin vague,when i get up i see my skin vague
1,my lungs feel heavy like they are filled with mucus,heavy they are filled with mucus,my lungs feel heavy like they are filled with mucus
2,i carried a heavy bag yesterday and when i get up today i felt a great shoulder pain,i a yesterday i today i great shoulder pain,i had a hard time walking yesterday i today i feel great shoulder pain
3,my knee is hurting so badly,my knee is hurting so,my knee is hurting so much
4,every time i look to left i feel a sharp pain in my neck,every time look to left feel a pain my,every time i look to left i feel a sharp pain in my neck
5,my hair is falling out after i take a shower,hair is after i take a shower,my hair is falling out after i take a shower
6,i feel joint pain every time i move,i joint pain time move,i feel joint pain every time i move
7,when i force my eyes to view i have blurry vision,when i force my eyes to view i have vision,when i force my eyes to view i have blurry vision
8,i was travelling by ship and i feel dizzy,i was ship and i,i was travelling by ship and i felt dizzy
9,when i played football i dislocated my shoulder,i football i dislocated shoulder,when i play football i dislocated my shoulder
10,i have a blurry vision and i cant see in the darkness  what is the reason doctor ,i have a and i cant the darkness is doctor,i have a blurry vision and i cant see in the darkness  what is the reason doctor 
11,i am always cold even when i am wearing layers,i always even i am wearing layers,i always feel cold even when i am wearing layers
12,i had an accident and my wound was open when i arrived to hospital,i an accident and my was when arrived to hospital,i had an accident and my wound was open when i arrived to hospital
13,i have a hard muscle pain since i went to the gym,have a hard muscle pain since i went to the gym,i have a hard muscle pain since i went to the gym
14,there is a sharp pain in my bicep i have tried to apply pain relief cream but it does not help,there is a sharp pain in my bicep tried apply pain relief it not help,there is a sharp pain in my bicep i tried to apply pain relief cream but it does not help
15,redness swelling and difficulty walking,swelling and difficulty walking,redness swelling and difficulty walking
16,i do not know why i feel cold,i do not know i,i do not know i
17,my knees swell right below the knee cap and hurt when i put weight on them,my right the knee cap and hurt i weight on them,my right knee catches on the knee cap and hurt when i put weight on them
18,i have cloudy eyes,i have cloudy,i have cloudy eyes
19,the nerves were so damaged during the operation on my ankle that i cannot stand being touched on the scar,the nerves so damaged during i cannot stand being touched on the scar,the nerves were so damaged during the operation that i cannot stand being touched on the scar
20,i got acne when i ate chili,i got acne when i ate,i got acne when i ate sugar
21,my entire body is freezing,my entire,my entire body aches
22,i feel very hard to breathe,i very to breathe,i feel very hard to breathe
23,i have muscle pain at my left leg,i have muscle pain at left,i have muscle pain at left shoulder
24,it is like i have a needle pushing through my heart,it like i have needle pushing through my,it feels like i have a needle pushing through my shoulder
25,i had alot of exercise yesterday so i feel sharp muscle pains,had exercise yesterday so i feel muscle pains,i had no exercise yesterday so i feel muscle pains
26,the area around my heart doesnt feel good,the area my doesnt feel,the area around my neck doesnt feel good
27,i feel a pain on the left side of my chest where my heart is,i feel a pain on side of where is,i feel a pain on the left side of my neck where the pain is
28,my abdominal muscles have great pain since i was at gym,abdominal muscles have great pain i at gym,my abdominal muscles have great pain when i lift at the gym
29,when i extend my leg there is pain in knee joint,i my leg is in joint,i feel like my leg is in joint pain
30,i have a great stomach ache and i cant eat any thing,have a great stomach ache and cant eat any thing,i have a great stomach ache and i cant eat any thing
31,i have pain but i cant specify place,pain cant specify place,pain i cant specify place
32,i cannot breathe because of this dull ache below my left shoulder,i cannot breathe of this ache below my left shoulder,i cannot breathe because of this ache below my left shoulder
33,i feel a pain in my back when i sit on a chair for long,i feel a pain in my back i a chair long,i feel a pain in my back when i sit in a chair too long
34,my daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing,my daughter had eyebrows threaded and pulled an opening of skin in that now puffy and oozing,my daughter had her eyebrows threaded and pulled an opening of skin in one of her brows that is now puffy and oozing
35,had i stepped on a needle it wouldnt have hurt so much like this damned spur in my heel,i on a needle it have so much like this spur in my,i cut myself on a needle and it doesnt have so much like this spur in my finger
36,i have some pain when im walking around my knees,have some pain when im around my,i have some pain when im around my friends
37,i cut myself and im bleeding,i cut myself and im,i cut myself and im bleeding
38,my hair is coming out in chunks especially when i wash it,is out chunks when i wash,my hair is falling out in chunks when i wash it
39,there are lots of hairs on my pillow in the morning,are of on my pillow in the morning,there are lots of hairs on my pillow in the morning
40,i have a head pain every single day,i have a head pain every single day,i have a head pain every single day
41,when i get out of bed in the morning my body feels very weak,when get out of bed in morning my feels very weak,when i get out of bed in the morning my body feels very weak
42,when i play sports  i have some burning sensation in my spine,when play i some burning sensation my spine,when i play sports i get some burning sensation in my spine
43,my foot hurts and i cant turn it  maybe its broken,my foot hurts i cant turn it maybe its,my foot hurts and i cant turn it  maybe its broken
44,i have a dull ache in my stomach  it gets worse after i eat,a ache in my it gets worse i eat,i have a dull ache in my stomach and it gets worse when i eat
45,my knee doesnt want to bend well,my doesnt to bend well,my back doesnt seem to bend well
46,in the morning my respiration is loud,morning respiration loud,in the morning my respiration is loud
47,i was very active in sports but now my body is feeling pain,i very in now my body is feeling pain,i was very active in sports but now my body is feeling pain
48,i cant hear out of my ear properly i feel like there is something in it causing irritation,i cant hear out ear properly i feel like there is something in causing irritation,i cant hear out of my ear properly i feel like there is something in it causing irritation
49,i can hardly move my neck  it hurts,can hardly move my neck it hurts,i can hardly move my neck it hurts
50,i have a sharp pain in my lower stomach,i a sharp pain in my lower,i have a sharp pain in my lower back
51,it feels like my heart is going to leap out of my body it hurts,it feels like my heart is to leap my it hurts,it feels like my heart is trying to leap out of my chest and it hurts
52,im having a hard time hearing,having a hard time hearing,im having a hard time hearing
53,there is a tingling sensation in my neck,there a my,there is a sharp pain in my neck
54,i have shooting pains up and down my back,i have pains up and down my,i have shooting pains up and down my back
55,i have a sharp pain in my abdomen,have a pain in my abdomen,i have a pain in my abdomen
56,is my cut infected or just healing,is my cut infected or healing,is my cut infected or healing ok
57,my knee feels weak and it gave way the other day at the top of the stairs  luckily there was a rail to hold on to,my knee it gave way day at the top of the stairs there rail to hold to,my knee feels like it gave way the other day at the top of the stairs  luckily there is a rail to hold on to
58,mr hair is falling out just by combing it,hair falling just combing it,my hair is falling out just combing it
59,my heart is pumping fast and im having a hard time to breath,heart is pumping and im a hard time breath,my heart is pumping fast and im having a hard time taking in breath
60,i think theres fluid in my ears,my ears,my ears ache
61,i hit myself and the would doesnt want to heal,i hit and would want to heal,i was hit on the head and would not want to heal
62,after eating  i have burning sensation inside of me,eating i have sensation inside,after eating  i have a burning sensation inside my stomach
63,even if the temperature is high in the house  my body is always cold,if the temperature is high my is always,even if the temperature is high my body is always cold
64,my acne is really embarassing its so read,my is really embarassing so read,my chest is really embarassing so read
65,i have the impression of having no strength in my body,i have the of having no strength in my,i have the impression of having no strength in my body
66,i have constant stomach pain and bloating,i constant stomach and bloating,i have constant stomach pain and bloating
67,my sore isnt healing well and its been like this for two weeks,my sore isnt healing its this two weeks,my sore isnt healing  its only been this past two weeks
68,my head hurts in the back and the pain lasts all day,my head hurts in and the pain lasts all day,my head hurts in the morning and the pain lasts all day
69,i have a rash and it itches very bad,i have rash it itches bad,i have a rash and it itches bad
70,i feel really sad all the time,i feel really all the,i feel really sad all the time
71,my husband left me for another woman my heart hurts so badly to the point i cant eat or sleep,husband left for another woman my hurts so badly to point i cant eat or sleep,my husband left for another woman my stomach hurts so badly to the point i cant eat or sleep
72,when im driving my eyes see in double,when driving eyes in,when im driving my eyes see in double
73,i have some terrible problems when im breathing during the night,i have some problems when breathing during the night,i have some problems when im breathing during the night
74,i have pain in my chest that saddens me,i have chest that saddens me,i have a chest pain that saddens me
75,it itches inside my ears,it itches my ears,it itches in my ears
76,my heart feels like its going to explode,feels like its,my head feels like its spinning
77,is pimples a skin disease,is a disease,is pimples a skin disease
78,when i eat sugar i notice my vision blurs,when i eat i my vision,when i eat i lose my vision
79,something dark is there on my arm,dark is on my,darkness is on my face
80,i cant turn my neck to the left without feeling a stabbing pain,i turn my to without feeling a,i cant turn my neck to the left without feeling a pain
81,i get chills and aches all over,chills aches,chills and aches
82,after playing tennis  i had a powerful sensation close to my neck,after playing tennis had a sensation close my neck,after playing tennis  i had a burning sensation close to my neck
83,i cannot get warm no matter how much i wrap up or how high i put the heating on,i cannot get matter how much i wrap up or how high i put the heating on,i cannot get warm no matter how much i wrap up or how high i put the heating on
84,my hair is falling out in bunches,my hair is falling out bunches,my hair is falling out in bunches
85,my shoulder hurts when i try to reach something above my head,my shoulder hurts when i try to reach something head,my shoulder hurts when i try to reach something above my head
86,i knocked my foot and it really hurts,i knocked foot and it really hurts,i knocked my foot and it really hurts
87,even though im an adult my face keeps breaking out in pimples,even though an adult face keeps out in pimples,even though an adult face keeps breaking out in pimples
88,when im tired i feel my head heavy,when tired i feel heavy,when im tired i feel my head heavy
89,i have a scab on the back of my hand that just wont go away,i have a scab on the back of hand that just wont away,i have a scab on the back of my hand that just wont go away
90,i have a cut that is red and swollen,is red and swollen,my face is red and swollen
91,my skin is very dry and peeling,my dry,my hair is dry
92,i have a dull ache in  my lower back which makes it difficult to move,i have dull in my lower which makes difficult,i have a dull ache in my lower back which makes breathing difficult
93,theres swelling in my neck and it hurts,theres swelling my neck and it,theres swelling in my neck and it hurts
94,my sore looks like its not healing well,my sore looks like not healing well,my sore looks like its not healing well
95,i hit my head at the basketball game  could i have a concussion,my head at basketball could i have a concussion,my head hurts at basketball game  could i have a concussion
96,my ear is ringing,my ear is ringing,my ear is ringing
97,when im doing sport i have pain under my skin,when im i have under my skin,when im showering i have a rash under my skin
98,i have a pain that radiates up from my right hip to my rib cage  it is at its worst when i urinate,i have a pain that radiates up from my right hip to my cage it is at its worst when i,i have a pain that radiates up from my right hip to my rib cage  it is at its worst when i urinate
99,my knees seem to grind as i go up or down stairs,my knees seem grind as i go up or stairs,my knees seem to grind as i go up or down stairs
100,when i eat too much sugar my body gets weak and dizzy,when eat too my body and dizzy,when i eat too much sugar my body feels weak and dizzy
101,my acne itches and oozes,acne and oozes,my acne breaks out and oozes
102,my stomach feels full and upset  and bloating after big meals,my stomach and upset and after big meals,my stomach feels heavy and upset  and blooms after big meals
103,my knees swell right below the knee cap and hurt when i put weight on them,my right below the knee cap and hurt when i put weight on them,my right knee swell below the knee cap and hurt when i put weight on them
104,i had alot of exercise yesterday so i feel sharp muscle pains,had alot of so sharp muscle,i had alot of pain so i have sharp muscle pain
105,i lose a lot of my hair,i of my hair,i have a lot of hair
106,im not good im feeling so cold,im good im so cold,im not good im so cold
107,i have pain but i cant specify place,i have pain cant,i have internal pain i cant describe
108,i need a kind of cream wich make my muscles more relaxed,of cream make my more relaxed,lots of cream make my muscles more relaxed
109,laceration rupture or opening in the skin,laceration opening the,laceration opening in the skin
110,the nerves were so damaged during the operation on my ankle that i cannot stand being touched on the scar,the nerves so damaged the on my i cannot stand being touched on scar,the nerves are so damaged that the hairs on my back i cannot stand being touched on the scar
111,i feel a pain in my back when i sit on a chair for long,i pain in i sit on a chair long,i feel pain in my knee when i sit on a chair too long
112,when i wake up i am feeling cold,wake i feeling cold,when i wake up i am feeling cold
113,i have an ear ache when showering,an ache when,i have an ear ache when i cough
114,my infected wound caused a fever,infected wound caused fever,my infected wound caused fever
115,i have a pain in my elbow joint,have a pain in my elbow joint,i have a pain in my elbow joint
116,severe pain in the upper left side of chest and may have pain to back,severe pain in the left side of and may have to back,severe pain in the left side of my neck and may have to go back
117,when i lift my arms up i have a soreness in my shoulders,when lift arms up i have soreness in my,when i lift my arms up i have soreness in my shoulders
118,i feel a pain on the left side of my chest where my heart is,i feel a pain on the left side of my my heart is,i feel a pain on the left side of my chest where my heart is
119,my abdominal muscles have great pain since i was at gym,my abdominal muscles have great pain since i was,my abdominal muscles have great pain since i was young
120,my stomach has been sore since yesterday,stomach been sore since yesterday,my stomach has been sore since yesterday
121,redness swelling and difficulty walking,swelling difficulty walking,redness swelling and difficulty walking
122,i feel pain in my head with a vertigo,i feel in my head with a vertigo,i feel pain in my head with a vertigo
123,i have a back pain since i fell on the floor,have a pain since i fell the floor,i have a head pain since i fell on the floor
124,i feel great pressure in my chest,i great pressure in my,i feel great pressure in my chest
125,my hand open wound got infected,my hand open wound got infected,my hand open wound got infected
126,i feel a sharp pain in my stomach,feel sharp in stomach,i feel a sharp pain in my stomach
127,i chopped off the tip of my finger while i was cutting some cardboard and i cannot stop the bleeding,i chopped off the tip of my while i cutting cardboard and i cannot the bleeding,i chopped off the tip of my finger while i was cutting cardboard and i cannot stop the bleeding
128,i used to be out of breath after going up a dozen of stairs but now i struggle to breath even when i sit down,i used to be out breath after going up dozen of stairs but now i struggle to even when i sit down,i used to be out of breath after going up a dozen of stairs but now i struggle to breath even when i sit down
129,my head hurts when im doing this,head hurts when im doing,my head hurts when im doing this
130,there is acne on my face,there is on my face,there is acne on my face
131,i have a problem in the expiration because i have abronchial asthma,i a problem in have abronchial asthma,i have a problem in my lungs i have abronchial asthma
132,i have cloudy eyes,have cloudy eyes,i have cloudy eyes
133,i have a lot of knee pain whenever i go running,i have lot of knee pain whenever go running,i have a lot of knee pain whenever i go running
134,i fell off my bike and since then i had hard  knee pain,i fell off bike and since then i had knee pain,i fell off my bike and since then i had knee pain
135,why is my shoulder aching when i try to pick up the laundry,why is my shoulder aching when i to up the laundry,why is my shoulder aching when i try to wrap up the laundry
136,when i extend my leg there is pain in knee joint,when my there is in joint,when i move my arm there is pain in my joint
137,when i played football i dislocated my shoulder,when i played i dislocated my,when i played football i dislocated my shoulder
138,when i sneeze very hard i feel ear ache,when i hard ache,when i walk i have hard muscle ache
139,it feels like someone stuck a knife into my shoulder,it stuck a knife into my shoulder,it stuck a knife into my shoulder
140,i feel like my heart is on fire,i like my heart on,i feel like my heart is on fire
141,i read a book for along time and when i finished reading i feel head ache,i read a for time when i feel ache,i read a lot for a long time but now when i get up i feel ache
142,i cant really jump on my left foot because my triple fracture of the ankle left me with neverending pains,cant jump my left my triple fracture of the ankle left with neverending pains,i cant jump on my left ankle  my triple fracture of the ankle left me with neverending pains
143,i feel joint pain every time i move,i feel joint every i move,i feel joint pain every time i move
144,i have a pain in my head,i have a pain my head,i have a pain in my head
145,i feel great pain in my feet after playing one of the sports games,great pain in my feet after playing one of the sports games,i feel great pain in my feet after playing one of the sports games
146,there is a red stain in my skin,there is red stain in skin,there is a red stain in my skin
147,i have disterbance in my emotion,i have disterbance in my emotion,i have disterbance in my emotion
148,stiffness inability to look right or left except by moving the whole body,stiffness inability to or left except by moving the whole body,stiffness inability to move to right or left except by moving the whole body
149,i have muscle pain at my left leg,have muscle at my left leg,i have muscle pain at my left leg
150,i love to walk and be outside but the bottoms of my feet get sore so quickly,love to walk be outside but the bottoms of my feet sore quickly,i love to walk and be outside but the bottoms of my feet feel sore so quickly
151,my shoulder muscle hurts when i try to reach up,my shoulder muscle hurts when i try to up,my shoulder muscle hurts when i try to reach up
152,anytime i play tennis i feel a shoulder pain,anytime i play tennis a,anytime i play tennis i feel aching
153,when get up i found that i have a stomach ache  and i tried to take medecine but my stomach still hurting me,when up i found that have stomach ache and to my stomach still me,when i get up i found that i have a stomach ache  and the swelling to my stomach still bothers me
154,my son squeezed a pimple and it broke open only to scab over and now looks like it is infected,my pimple and it broke only to and looks it is infected,my pimple is red and it broke open only to pop open and looks like it is infected
