,refs,trans,model_corrected
0,when i get up i see my skin vague,when i get up i see skin vague,when i get up i see my skin vague
1,my lungs feel heavy like they are filled with mucus,my feel heavy like they are filled,my shoulders feel heavy like they are filled with fluid
2,i carried a heavy bag yesterday and when i get up today i felt a great shoulder pain,i carried a heavy bag yesterday when i up today i great shoulder pain,i carried a heavy bag yesterday and when i woke up today i have great shoulder pain
3,my knee is hurting so badly,knee is hurting so,my knee is hurting so much
4,every time i look to left i feel a sharp pain in my neck,time i look left i a sharp my neck,every time i look to left i feel a sharp pain in my neck
5,my hair is falling out after i take a shower,my hair out after i take a shower,my hair is falling out after i take a shower
6,i feel joint pain every time i move,i feel joint pain every time move,i feel joint pain every time i move
7,when i force my eyes to view i have blurry vision,when i force to view i have blurry vision,when i force myself to view i have blurry vision
8,i was travelling by ship and i feel dizzy,i was by ship i feel dizzy,i was travelling by ship i feel dizzy
9,when i played football i dislocated my shoulder,i i dislocated my shoulder,i think i dislocated my shoulder
10,i have a blurry vision and i cant see in the darkness  what is the reason doctor ,have a vision and i cant see in the darkness what is the reason doctor,i have a blurry vision and i cant see in the darkness what is the reason doctor 
11,i am always cold even when i am wearing layers,am always even when i am layers,i am always cold even when i am wearing layers
12,i had an accident and my wound was open when i arrived to hospital,i had an accident and my wound was open i arrived to hospital,i had an accident and my wound was open when i arrived to hospital
13,i have a hard muscle pain since i went to the gym,i have a hard pain since to the gym,i have a hard muscle pain since going to the gym
14,there is a sharp pain in my bicep i have tried to apply pain relief cream but it does not help,there is a sharp pain in my bicep i have tried relief cream but it does not help,there is a sharp pain in my bicep i have tried relief cream but it does not help
15,redness swelling and difficulty walking,redness and difficulty,redness and difficulty breathing
16,i do not know why i feel cold,i do know why i feel cold,i do not know why i feel cold
17,my knees swell right below the knee cap and hurt when i put weight on them,knees right below the knee cap and hurt when i put weight on,my knees are right below the knee cap and hurt when i put weight on them
18,i have cloudy eyes,have cloudy eyes,i have cloudy eyes
19,the nerves were so damaged during the operation on my ankle that i cannot stand being touched on the scar,the nerves were so damaged during the operation on my that i cannot stand being on the scar,the nerves were so damaged during the operation on my ankle that i cannot stand being on the scar
20,i got acne when i ate chili,i got acne ate chili,i got acne after i ate chili
21,my entire body is freezing,my entire is freezing,my entire body is freezing
22,i feel very hard to breathe,i very to breathe,i feel very hard to breathe
23,i have muscle pain at my left leg,i muscle pain at my left leg,i have muscle pain at my left leg
24,it is like i have a needle pushing through my heart,it is like i needle pushing through,it is like i have a needle pushing through my skin
25,i had alot of exercise yesterday so i feel sharp muscle pains,i had alot of exercise yesterday so i feel muscle,i had alot of exercise yesterday so i feel muscle pain
