,refs,trans,model_corrected
0,no thats all fine,thats all,thats all right
1,uh nothing up in here but just constant streaming like using a million tissues,uh nothing just constant streaming like million tissues,uh nothing just constant streaming like a million tissues
2,no its pretty green,its pretty,its pretty normal
3,uh i ive been feeling really hot um i dont know if its fever as such but like to touch im quite hot but sometimes im feeling really chilly needing to be under a blanket that sort of thing,uh i ive been feeling really hot i dont its fever as such but like to touch quite hot but im feeling really to be blanket sort,uh i ive been feeling really hot i dont know if its fever as such but like i tried to touch it and it was quite hot but im not really sure whether its really to be blanket sort of thing
4,uhh no i havent,,i feel dizzy
5,uh seven three four court in st,four court in st,four times a week in the court in stailand
6,uhh yes um kind of around when it started i had some diarrhoea but i dont know if that was associated but since then its all been pretty fine,uhh yes um of when it started i had dont know that was associated since then its all fine,uhh yes um kind of when it started i had i dont know that was associated with it but since then its all fine
7,rashes uhh no nothing like that,nothing like that,no nothing like that
8,no um ive had quite achy muscles but thats pretty much it,had quite achy muscles but pretty much it,i had quite achy muscles but thats pretty much it
9,uh i mean like if i do intense exercise then yes but not,uh i if i do exercise then yes but not,uh i if i do exercise then yes but not
10,no uh ive got hypertension um so im on some drugs for that um but thats it really,no uh got hypertension so on some for that it really,no uh ive got hypertension so im on some antihistamines for that is it really
11,uh just the hypertension and the diabetes,just the and the diabetes,just the acne and the diabetes
12,yeah yeah i am,yeah,yeah yeah
13,uh i think something called metformin and lisinopril i think is the other one,uh think something metformin and lisinopril think one,uh i think something like metformin and lisinopril i dont think one of those
14,uh ooh uh a while ago um,uh a while ago um,uh a while ago um
15,uh i cant remember,uh i cant remember,uh i cant remember
16,yeah it was normal it was around three weeks ago,it was normal it was around weeks,it was normal it was around two weeks ago
17,uh no not particularly,uh no particularly,uh no not particularly
18,uh my height is five foot five and my weight is sixty five kilograms,is five foot five sixty five,is my five foot five sixty five
19,um well like five days ago i started having problems like a cough and my nose is just constantly streaming,like five days started like cough and is just constantly streaming,like five days ago it started like cough and is just constantly streaming
20,yes the odd cherry,the odd,the odd cough
21,uh my partner and my dog,and,and your date of birth
22,uh yes im an office manager,im an manager,im an office manager
23,um uh a quite a few lemon sips um they seems to be helping,um a a they seems to helping,um a couple of a week ago and they seem to be helping
24,uh maybe two or three maybe like at the start of the day and at the end of the day,or three at the start of the day and at the of,or two or three at the start of the day and then two to three more at intervals of time
25,yeah it tends to soothe my throat a bit for when im going to sleep,tends to soothe throat a for im going to,that tends to soothe your throat a bit for example if im going to swallow
26,uh i sometimes suffer from some like hay fever but um but its not bad,sometimes hay fever but um not,sometimes hay fever happens but um not often
27,not that im aware of no,no,no
28,ok i can just get one of those at a pharmacy or something,i can just get one those at a pharmacy or something,i can just get one of those at a pharmacy or something
29,yeah normally im diabetic but other than that like generally pretty good,other than pretty good,other than that its pretty good
30,ok so then we would at potentially antibiotics at that time perhaps,ok we would at antibiotics time,ok we would need to look at antibiotics at the time
31,um no thats all fine,no thats fine,no thats fine
32,im not at home,im not home,im not home
33,alright thanks so much bye,thanks bye,thanks bye
34,yeah five days or so ago,yeah so ago,yeah so a few days ago
35,uh its quite bad its kind of quite dry um,uh kind of quite um,uh kind of quite um
36,im coughing maybe every twenty thirty minutes or so,im coughing maybe every minutes or so,im coughing maybe every five minutes or so
37,hi there its doctor smith from babylon can you confirm your name date of birth and your address please,hi its doctor from confirm of and please,hi its doctor from gp please confirm your name and date of birth please
38,ok thats fine are you in a private place so you can have a consultation,ok thats are in a so can have a,ok thats great and are you in a private place so you can have a confidential conversation
39,ok and when you were a child how bad was your asthma,and you a how was asthma,and you had a history of asthma
40,did you have to take medication,did take,did you take any antihistamines
41,do you know which ones you took,do know ones,do you know which ones
42,and did you ever have to go to hospital with it,and ever to go with,and have you ever wanted to go with me
43,did you ever get severely unwell have to be on intensive care unit or anything like that,you get severely unwell be intensive unit anything that,if you get severely unwell be in an intensive care unit or anything like that
44,did you have to miss school,did have miss school,did you have to miss school
45,ok and when do you think it last when do you think that asthma stopped at what age did you get to a point where you werent taking medication anymore,and when do you think last when think at age you to a you taking medication,and when do you think the last time when you were young at age were you going to a hospital are you taking any medication
46,and so this time how did it start did you have any other symptoms any chest pain temperature cold symptoms anything like that,this time how it did symptoms any chest pain cold like that,this time how it did you have any symptoms of any chest pain or cold like that
47,right have you coughed any phlegm up or anything like that,have you coughed any phlegm,have you coughed up any phlegm
48,what can i do for you today,what i do you today,what i do for you today
49,any any um blood in there when you cough,in you,discomfort in you
50,ok and any chest pain,and any chest pain,ok and any chest pain
51,have you been woken up at night time at all,have you been night time at,have you been working night time at the moment
52,have you been able to do any exercise,have been able to do exercise,have you been able to do any exercise
53,ok and do you have a peak flow meter at home where you measure your breathing,and have a peak flow meter at you measure your,and have a peak flow meter at your house can you measure your flow
54,you have whats called a peak flow meter which you breathe into to get a score on your breathing,have called meter which breathe to get your breathing,have you used a meter which lets you breathe to get your breathing more regular
55,and do you normally take any asthma inhalers over the last few years,and do take any inhalers over few,and do you take any regular inhalers over the past few days
56,you do so you said you stopped them three to four years ago,you do said three four,you do you said three four
57,ok how about over the last three to four years,ok how about over years,ok how about over the years
58,have you taken any medication,have any medication,do you have any allergies to any medication
59,ok and how long has that been going on for,ok long has that on for,ok how long has that been going on for
60,ok so you you normally take that do you or is that just recently,ok take that do or that just,ok take that do you do that just
61,ok and how often do you normally need it,and how normally need,and how normally do you need medication
62,ok what about when you exercise normally do you have to use medication uh inhalers,ok what about when you exercise do you use medication,ok and what about when you exercise do you use any medication
63,ok um and do you take any other medications,ok and do you take any other,ok and do you take any other medications
64,any other medical problems,medical problems,any other medical problems
65,ok do you take anything for that,ok do you take,ok do you take regular medications
66,and any allergies to medications,and any allergies,ok and any allergies
67,do you drink any alcohol regularly,do you regularly,do you exercise regularly
68,and have you ever had similar symptoms in the past,and have ever had symptoms in past,ok and have you ever had any other symptoms in the past
69,how often have a glass of what,how often have glass of,how often have you had a glass of wine
70,every how often did you say,how you say,how can you say that
71,and who do you live with at home,and you at,and do you smoke at all
72,who do you live with at home,who you with home,who do you live with at home
73,who do you live with do you live on your own or do you live with,do you with do you your own you live with,do you live with your partner do you have your own partner you do live alone
74,ok and whats your job day to day,whats your to day,whats your day to day life
75,and have you been at work in the last few days,you been work in the last few days,have you been doing any work in the last few days
76,ok and when at the moment are you um feeling short of breath when youre sitting still or just when you walk,ok when at moment you feeling short of breath when sitting still or when walk,ok when at the moment are you feeling short of breath when sitting still or when you walk
77,are you able to get up and down the stairs ok,you able to get up stairs ok,are you able to get up the stairs ok
78,right ok um and did you say you were finding it hard to complete your sentences,right ok and you say you were finding to,right ok and you say you were finding it difficult to breath
79,as was that as an adult or as a child,as was that as an adult or as a child,ok as was that as an adult or as a child
80,right ok um i mean it sounds like youve had a flare up of your asthma it could be um triggered by if theres more pollen around or there may be you may have a viral infection causing it to get worse,ok um i mean it a be triggered by if more around you a viral causing it worse,ok um i mean is it a viral illness or could it be triggered by if you have more people around you you may have a more severe viral infection causing it worse
81,did you say you checked your temperature already,did you say checked your temperature,did you say you checked your temperature
82,what was your temperature,,uh no
83,ok thats fine um have you got an asthma inhaler at home,ok thats you an asthma inhaler,ok thats you using an asthma inhaler
84,ok so what i would suggest is you take it more regularly than you are doing at the moment have you got um a spacer at home,so what you take it more regularly than are moment have you a at home,so what do you take it more regularly than are you at the moment have you taken a regular dose at home
85,um do you have a spacer at home,a spacer at home,i have a spacer at home
86,ok um what i can do is i can prescribe you a peak flow meter so we can check your breathing level and a spacer to use your inhaler a bit more efficiently which the pharmacist can show you how you use that when you pick it up,what can do i can prescribe you peak flow meter check level spacer to your inhaler bit more efficiently which the can you how use when you,what can i do is i can prescribe you a peak flow meter to check your level of your spacer to your inhaler a bit more efficiently which the can you tell me how to use when you need it
87,um and if you increase it so youre taking it two to four puffs like every four hours,um you increase youre it two to four puffs like every four hours,um if you increase youre giving it two to four puffs like every four hours
