,refs,trans,model_corrected
0,okay and so just tell me i know you are on adalimumab and how it has been for you ,okay and so just tell me i know you are and how it has been,ok and so just tell me i know you are wheezy and how it has been
1,so initially i felt that the adalimumab really made a big improvement kind of get my life back yeah now its i think its wearing off ,so i felt that the adalimumab a improvement kind of get my yeah its its wearing,so i felt that the adalimumab wasnt a good improvement but i kind of get my head yeah its its wearing down
2,okay and are you pretty good at taking it ,and are you taking it,and are you taking it regularly
3,yeah im good at taking it  i always take it at every fortnight ,yeah good at i it every fortnight,yeah im good at it i use it every fortnight
4,okay and any abdominal pain ,okay and any abdominal pain,ok and any abdominal pain
5,yeah i do get some pain but ive had that for quite a long time now ,do some but ive had that quite a,do you do some exercise but ive had that quite a few times
6,its been getting any worse recently ,been getting any worse recently,ok and have you been getting any worse recently
7,okay and any other medical conditions that you have ,okay any conditions that you,ok any other medical conditions that you may have
8,so ive got arthritis and hay fever and asthma as well ,so got and hay and as,so youve got hayfever and hay fever as well
9,okay and are you on any medications for those things ,okay are on for things,ok are you on medication for other things
10,just ansaid for my arthritis ,just ansaid my,just ansaid my cough
11,okay are you taking those regularly or ,you those,you can have those
12,just kind of as when i need them i dont really like taking them ,just of as i need i dont like taking,just kind of as much as i need i dont feel like taking it seriously
13,sure okay and do you have any sort of questions at the moment as to what might be going on or ,sure okay and do have sort questions moment as what might be going on,sure ok and do you have any sort of questions at the moment as to what might be going on
14,what do you think is causing my symptoms of the moment ,do think is my symptoms the moment,what do you think is causing my symptoms at the moment
15,so theres a few different things that could be going on one of them could be that as you sort of alluded to yourself that you might be coming your bodys not responding as well to the adalimumab so one of the things that well do today is check the levels of the drug in your body to make sure that your body is handling it as it should be it could also be that your crohns disease is a bit more active than usual so one of the things that we can do for that is check up fecal calprotectin which you will probably have had done before ,a few that could be on could as you of to yourself that you be your well the one the that well today check the of the in to that body is handling as it should be also that your a active than usual so one of the that we do for is check up calprotectin which will probably have done before,ok so a few things that could be going on could as you speak kind of to yourself that you need to be aware of your symptoms as well so the one thing that we can do is well today check the symptoms of the pain in your body to see how that body is handling it as it should be and also check that your a little bit more active than usual so one of those things we could do for you is to check up on your calprotectin which you probably have done before
16,and thats just a stool test to check the inflammation we also need to send some samples off to make sure theres no infection there as well and well do some bloods to make sure you are not a knee make or needing any sort of a placement of your electrolytes okay what how does that sound to you ,and thats just a test to check the inflammation also need some samples to make sure theres infection there and do some bloods make sure you not a knee make of a of electrolytes how sound to you,and thats just a blood test to check the inflammation but i also need to take some samples to make sure theres no infection there and do some bloods make you not have a knee ache make use of a lot of electrolytes how sound to you
17,you know that sounds fine im just worried that ill need to change my medication and ive been getting on quite well with the adalimumab ,you know worried ill need change my medication and ive getting on with the,you know im worried ill need to change my medication and ive just got to get on with the job
18,so just a bit worried about that ,just a worried that,just a bit worried about that
19,must be a bit disappointing when its been working so well ,must a disappointing been working,i must have a disappointing feeling having been working so hard
20,okay i think well first of all get these basic investigations off it might be that we need to go on and get some more imaging of your abdomen in terms of mri scans or ct scans and also do a camera test or a colonoscopy to have a look at the tail end but well start with the basic investigations first and then we can decide about medication after does that sound okay ,okay think first basic off might be that need go and some imaging of your in terms of ct a camera or a colonoscopy at well with the basic investigations and we can about that sound okay,ok so i think the first basic tip off might be that we need to go and do some imaging of your abdomen in terms of ct a camera or a colonoscopy at the moment as well with the basic investigations and we can think about that sound alright
21,yeah that sounds fine just also worried that i might need more surgery again ,yeah sounds fine also worried might need more surgery,yeah that sounds fine but im also worried i might need more surgery
22,okay what what makes you worried about needing surgery in particular ,makes you worried surgery in,what makes you worried about surgery in the future
23,just took me quite a long time to recover last time ,just took quite a long time,just took quite a long time
24,i just dont want more surgery ,just dont surgery,just dont want to have surgery
25,well it usually is a last resort for the people with inflammatory bowel disease so well do what we can with medication and hopefully you respond there are things we can do with your adalimumab to increase its dose or increase the frequency as well so there there are definitely other options other than surgery at the moment ,it last resort for people with bowel so well do what we can with and hopefully you there are things we can your to its dose or well there definitely options than surgery at,it is the last resort for people with bowel problems so well do what we can with that and hopefully you know there are things that can be done to help your bowel to reduce its dose or well there definitely are other options other than surgery at all
26,yeah that sounds fine thank you ,that fine thank you,that sounds fine thank you
