,refs,trans,model_corrected
0,when i get up i see my skin vague,amen i get cup i see my skin vague,when i get up i see my skin vague
1,my lungs feel heavy like they are filled with mucus,my lungs feel heavy like they aer filled with mucus,my lungs feel heavy like they are filled with mucus
2,i carried a heavy bag yesterday and when i get up today i felt a great shoulder pain,y intermarried a levee bag yesterday and when i get up today i belt a great shoulder pain,i carried a heavy bag yesterday and when i get up today i felt a great shoulder pain
3,my knee is hurting so badly,my knee is herting so badly,my knee is hurting so badly
4,every time i look to left i feel a sharp pain in my neck,every time y look do left i feel a sharp pain in my neck,every time i look to left i feel a sharp pain in my neck
5,my hair is falling out after i take a shower,ai hair is falling bout after y take a shower,my hair is falling out after i take a shower
6,i feel joint pain every time i move,i beal joint pain every beim y move,i feel joint pain every time i move
7,when i force my eyes to view i have blurry vision,when i borse my eyes to abou i have churry vision,when i force my eyes to view i have blurry vision
8,i was travelling by ship and i feel dizzy,i was unraveling by ship and i beal dizzy,i was travelling by ship and i feel dizzy
9,when i played football i dislocated my shoulder,amen i played football i dislocated ai beholder,when i played football i dislocated my shoulder
10,i have a blurry vision and i cant see in the darkness  what is the reason doctor ,i have a blurry vision and y cant see in the harkness what is the reason doktor,i have a blurry vision and i cant see in the darkness  what is the reason doctor 
11,i am always cold even when i am wearing layers,i am always cold even when y bam bearing layers,i am always cold even when i am wearing layers
12,i had an accident and my wound was open when i arrived to hospital,i had an accident and my wound ahs open when i arrived to hospital,i had an accident and my wound was open when i arrived to hospital
13,i have a hard muscle pain since i went to the gym,i have a bard muscle pain dinse y bent do the gym,i have a hard muscle pain since i went to the gym
14,there is a sharp pain in my bicep i have tried to apply pain relief cream but it does not help,there is a sharp pain in my bicep i have tried to apply aine relief avrim but it buzz not delp,there is a sharp pain in my bicep i have tried to apply pain relief cream but it does not help
15,redness swelling and difficulty walking,redness dwelling and difficulty balking,redness swelling and difficulty walking
16,i do not know why i feel cold,y do not know api i beal bold,i do not know why i feel cold
17,my knees swell right below the knee cap and hurt when i put weight on them,ai knees swell right below the knee app and bert amen i put weight bon them,my knees swell right below the knee cap and hurt when i put weight on them
18,i have cloudy eyes,y have cloudy eyes,i have cloudy eyes
19,the nerves were so damaged during the operation on my ankle that i cannot stand being touched on the scar,the nerves were so undamaged curing the operation on my ankle that i cannot stand geeing touched bon the scar,the nerves were so damaged during the operation on my ankle that i cannot stand being touched on the scar
20,i got acne when i ate chili,i cot blakney when i ate chili,i got acne when i ate chili
21,my entire body is freezing,my entire body ms pleasing,my entire body is complaining
22,i feel very hard to breathe,i feel very hard to breathe,i feel very hard to breathe
23,i have muscle pain at my left leg,y have muscle pain at my left leg,i have muscle pain at my left leg
24,it is like i have a needle pushing through my heart,it is like i halve a needle pushing through my heart,it is like i have a needle pushing through my heart
25,i had alot of exercise yesterday so i feel sharp muscle pains,y had alot of alkalies yesterday so i feel harpe bustle aynes,i had alot of exercise yesterday so i feel sharp muscle pains
26,the area around my heart doesnt feel good,the area around my heart doesnt feel hood,the area around my heart doesnt feel good
27,i feel a pain on the left side of my chest where my heart is,i feel a pain on the left bide of ai chest abair my ahart ms,i feel a pain on the left side of my chest where my heart is
28,my abdominal muscles have great pain since i was at gym,ai phenomenal muscles halve great aine dinse i was bat dim,my abdominal muscles have great pain since i was at im
29,when i extend my leg there is pain in knee joint,when i extend my leg there is aine in ad joint,when i extend my leg there is pain in knee joint
30,i have a great stomach ache and i cant eat any thing,y halve a great cummock ache and y cant eat beni thing,i have a great stomach ache and i cant eat any thing
31,i have pain but i cant specify place,i halve pain but i cant specify place,i have pain but i cant specify place
32,i cannot breathe because of this dull ache below my left shoulder,i cannot sheathe because of this chul bake below ai left beholder,i cannot breathe because of this dull ache below my left shoulder
33,i feel a pain in my back when i sit on a chair for long,i feel a pain in my adak when i sit bon a abair for long,i feel a pain in my back when i sit on a chair for long
34,my daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing,my boughter had bir eyebrows threaded and bit fuld an opening of skin in one gov her brows batt is now buffy and fusing,my daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing
35,had i stepped on a needle it wouldnt have hurt so much like this damned spur in my heel,had i stepped on a needle it wouldnt have hurt au buch bike biss damned birr in ai heel,had i stepped on a needle it wouldnt have hurt so much like this damned spur in my heel
36,i have some pain when im walking around my knees,y have some pain when im walking around my knees,i have some pain when im walking around my knees
37,i cut myself and im bleeding,i cut itself and im acceding,i cut myself and im bleeding
38,my hair is coming out in chunks especially when i wash it,my hair ms dumbing out in clunks especially when i wash bit,my hair is coming out in chunks especially when i wash it
39,there are lots of hairs on my pillow in the morning,there are botz of hairs on my pillow in the morning,there are lots of hairs on my pillow in the morning
40,i have a head pain every single day,y halve a abed pain every single day,i have a head pain every single day
41,when i get out of bed in the morning my body feels very weak,when i bet out gov bed in the morning my body feels very weak,when i get out of bed in the morning my body feels very weak
42,when i play sports  i have some burning sensation in my spine,when i play aborts i have some berning sensation in my spine,when i play sports  i have some burning sensation in my spine
43,my foot hurts and i cant turn it  maybe its broken,my foot hurts and y cant bern it maybe its broken,my foot hurts and i cant turn it  maybe its broken
44,i have a dull ache in my stomach  it gets worse after i eat,y have a dull ache in ai cummock bit gets worse rafter y amit,i have a dull ache in my stomach  it gets worse after i eat
45,my knee doesnt want to bend well,my knee doesnt font to bend adel,my knee doesnt want to bend well
46,in the morning my respiration is loud,in the corning ai abomination is doud,in the morning my vision is blurry
47,i was very active in sports but now my body is feeling pain,y ahs very inactive in sports but aue ai body is ceiling pain,i was very active in sports but now my body is feeling pain
