,refs,trans,model_corrected
0,when i get up i see my skin vague,when i get up i see my skin vague,when i get up i see my skin vague
1,my lungs feel heavy like they are filled with mucus,my lungs feel heavy like they are filled with mucus,my lungs feel heavy like they are filled with mucus
2,i carried a heavy bag yesterday and when i get up today i felt a great shoulder pain,i carried a heavy yesterday and when i up today felt a great shoulder pain,i carried a heavy bag yesterday and when i got up today i felt a great shoulder pain
3,my knee is hurting so badly,my knee is hurting so badly,my knee is hurting so badly
4,every time i look to left i feel a sharp pain in my neck,every time i look to left feel a sharp pain in my neck,every time i look to left i feel a sharp pain in my neck
5,my hair is falling out after i take a shower,my hair is falling after i take a shower,my hair is falling after i take a shower
6,i feel joint pain every time i move,i feel joint pain every time i move,i feel joint pain every time i move
7,when i force my eyes to view i have blurry vision,when i force my eyes to view have blurry vision,when i force my eyes to view i have blurry vision
8,i was travelling by ship and i feel dizzy,i was travelling by and i feel dizzy,i was travelling by and i feel dizzy
9,when i played football i dislocated my shoulder,when played football i dislocated my shoulder,when i played football i dislocated my shoulder
10,i have a blurry vision and i cant see in the darkness  what is the reason doctor ,i have a blurry vision and i cant see in the darkness what is the reason,i have a blurry vision and i cant see in the darkness  what is the reason
11,i am always cold even when i am wearing layers,i am always even when i wearing layers,i am always cold even when i am wearing layers
12,i had an accident and my wound was open when i arrived to hospital,i had an accident and my wound was open when i arrived to hospital,i had an accident and my wound was open when i arrived to hospital
13,i have a hard muscle pain since i went to the gym,i have a hard muscle pain since i went to the gym,i have a hard muscle pain since i went to the gym
14,there is a sharp pain in my bicep i have tried to apply pain relief cream but it does not help,there is a sharp pain in my i have tried apply pain relief cream but it does not help,there is a sharp pain in my stomach i have tried to apply pain relief cream but it does not help
15,redness swelling and difficulty walking,redness swelling and difficulty walking,redness swelling and difficulty walking
16,i do not know why i feel cold,i do not know why i feel cold,i do not know why i feel cold
17,my knees swell right below the knee cap and hurt when i put weight on them,my knees swell right below the knee cap and hurt i put weight on them,my knees swell right below the knee cap and hurt when i put weight on them
18,i have cloudy eyes,i have cloudy eyes,i have cloudy eyes
19,the nerves were so damaged during the operation on my ankle that i cannot stand being touched on the scar,the nerves were so damaged during the operation on my ankle that cannot stand being touched on scar,the nerves were so damaged during the operation on my ankle that i cannot stand being touched on the scar
20,i got acne when i ate chili,i acne when i ate chili,i got acne when i ate chili
21,my entire body is freezing,my entire body is freezing,my entire body is freezing
22,i feel very hard to breathe,i feel very hard to breathe,i feel very hard to breathe
23,i have muscle pain at my left leg,i have muscle pain my left leg,i have muscle pain in my left leg
24,it is like i have a needle pushing through my heart,it is like i have a needle pushing through my heart,it is like i have a needle pushing through my heart
25,i had alot of exercise yesterday so i feel sharp muscle pains,i had alot of exercise yesterday so i sharp muscle pains,i had alot of exercise yesterday so i feel sharp muscle pains
26,the area around my heart doesnt feel good,the area around my doesnt feel good,the area around my stomach doesnt feel good
