,refs,trans,model_corrected
0,no thats all fine,no thats all fine,no thats all fine
1,uh nothing up in here but just constant streaming like using a million tissues,uh nothing up in here but just constant streaming like using a million tissues,uh nothing in here but just constant streaming like using a million tissues
2,no its pretty green,no its pretty green,no its pretty green
3,uh i ive been feeling really hot um i dont know if its fever as such but like to touch im quite hot but sometimes im feeling really chilly needing to be under a blanket that sort of thing,uh i ive been feeling really hot um i dont know if its fever as his such but like some to touch im theirs quite youll hot but sometimes im feeling really chilly needing few to be under a blanket that sort of aren thing,uh i ive been feeling really hot um i dont know if its fever as such but like to touch im quite hot but sometimes im feeling pretty chilly needing to be under a blanket that sort of thing
4,uhh no i havent,uhh no i havent,uumh no i havent
5,uh seven three four court in st,uh ve seven three four court am in st,uh seven three four court in st
6,uhh yes um kind of around when it started i had some diarrhoea but i dont know if that was associated but since then its all been pretty fine,uhh yes um kind of further around when it started i had some diarrhoea but i above dont know if that was associated but since then its all here been pretty fine,uum yes um kind of around when it started i had some diarrhoea but i dont know if that was associated but since then its all been pretty fine
7,rashes uhh no nothing like that,rashes uhh no nothing like that wont,rashes uhh no nothing like that
8,no um ive had quite achy muscles but thats pretty much it,no um ive had quite achy muscles but thats pretty much it,no um ive had quite achy muscles but thats pretty much it
9,uh i mean like if i do intense exercise then yes but not,uh arent i mean like if i do intense exercise then yes but not,uh i mean like if i do intense exercise yes but not
10,no uh ive got hypertension um so im on some drugs for that um but thats it really,no uh ive got hypertension um so im on some ain drugs for that um but thats it really,no uh ive got hypertension um so im on some drugs for that um but thats it really
11,uh just the hypertension and the diabetes,uh just the hypertension and the diabetes,uh just the hypertension and the diabetes
12,yeah yeah i am,yeah yeah i am,yeah yeah i am
13,uh i think something called metformin and lisinopril i think is the other one,uh i because think something called metformin and lisinopril i think is the other one,uh i think something called metformin and lisinopril i thought is the other one
14,uh ooh uh a while ago um,uh ooh uh a while ago um are,uh ooh uh a while ago um
15,uh i cant remember,uh i had cant remember,uh i cant remember
16,yeah it was normal it was around three weeks ago,yeah it was normal it was around three weeks ago arent,yeah it was normal it happened around three weeks ago
17,uh no not particularly,uh just no not particularly other,uh just no not particularly
18,uh my height is five foot five and my weight is sixty five kilograms,uh my so height is five foot five and my weight the is sixty five kilograms,uh my height is five foot five and my weight is sixty five kilograms
19,um well like five days ago i started having problems like a cough and my nose is just constantly streaming,um well like each five days more ago i started haven having problems like a cough and my nose is just constantly streaming,um well like five days ago i started having problems like a cough and my nose is just constantly streaming
20,yes the odd cherry,yes the odd cherry there,yes the odd cherry there
21,uh my partner and my dog,uh my partner and my such dog,uh my partner and my dog
22,uh yes im an office manager,uh yes im an office manager,uh yes im an office manager
23,um uh a quite a few lemon sips um they seems to be helping,um uh a quite through a few lemon sips had um they seems to be helping,um uh a quite a few lemon sips um they seems to be helping
24,uh maybe two or three maybe like at the start of the day and at the end of the day,uh maybe two or three maybe again like at the start of the day and at both the end of the day,uh maybe two or three maybe like at the start of the day and at both the end ofthe day
25,yeah it tends to soothe my throat a bit for when im going to sleep,yeah it tends to soothe my isnt throat a bit for when im going to sleep,yeah it tends to soothe my throat a bit when im going to sleep
26,uh i sometimes suffer from some like hay fever but um but its not bad,uh i sometimes wasn suffer from some like hay fever but um but its not hadnt bad,uh i sometimes suffer from some like hay fever but um but its not bad
27,not that im aware of no,not that im aware of no,not that im aware of no
28,ok i can just get one of those at a pharmacy or something,ok i can just get one of those at a pharmacy or something,ok i can just get one of those at a pharmacy or something
29,yeah normally im diabetic but other than that like generally pretty good,yeah normally im diabetic but other than that like generally pretty good isn,yeah normally im diabetic but other than that like generally pretty good
30,ok so then we would at potentially antibiotics at that time perhaps,ok so then shan we didn would at potentially antibiotics at that time perhaps,ok so then we would potentially antibiotics at that time perhaps
31,um no thats all fine,um no thats all fine,um no thats all fine
32,im not at home,im not his at home,im not at home
33,alright thanks so much bye,alright thanks so much bye,alright thanks so much bye
34,yeah five days or so ago,yeah five days or so ago he,yeah five days or so ago
35,uh its quite bad its kind of quite dry um,uh its quite bad its kind of quite dry um,uh its quite bad its kind of quite dry um
36,im coughing maybe every twenty thirty minutes or so,im coughing maybe every twenty thirty minutes or so,im coughing maybe every twenty thirty minutes or so
37,hi there its doctor smith from babylon can you confirm your name date of birth and your address please,hi there its doctor smith from babylon can you confirm your name what date of birth and your address please,hi there doctor smith from babylon can you confirm your name what date of birth and your address please
38,ok thats fine are you in a private place so you can have a consultation,ok thats fine are you in a private place so you can have a consultation,ok thats fine are you in a private place so you can have a consultation
39,ok and when you were a child how bad was your asthma,ok and when you were a shouldnt child how bad was your asthma,ok and when you were a child how bad was your asthma
40,did you have to take medication,did you have to take medication,did you have to take medication
41,do you know which ones you took,do you know which ones you took,do you know which ones you took
42,and did you ever have to go to hospital with it,and did you ever have to go this to hospital with it mightnt,and did you ever have to go to hospital with it
43,did you ever get severely unwell have to be on intensive care unit or anything like that,did you ever get severely unwell have to be on intensive care unit or anything like that,did you ever get severely unwell have to be on intensive care unit or anything like that
44,did you have to miss school,did you have to miss school,did you have to miss school
45,ok and when do you think it last when do you think that asthma stopped at what age did you get to a point where you werent taking medication anymore,ok and when do you think it last when do you think that asthma stopped at what age did you get to a point where you werent taking both medication anymore,ok and when do you think it last when did you know that asthma stopped at what age did we get to a point where you werent taking medication anymore
46,and so this time how did it start did you have any other symptoms any chest pain temperature cold symptoms anything like that,and so this time how did into it start did you have any other symptoms any chest pain temperature cold symptoms anything like that,and so this time how did it start did you have any other symptoms any chest pain temperature cold symptoms anything like that
47,right have you coughed any phlegm up or anything like that,right have you coughed any phlegm up or anything like that,right have you coughed any phlegm or anything like that
48,what can i do for you today,what can i do ve for you today,what can i do for you today
49,any any um blood in there when you cough,any any um blood in there when you cough,any any um blood in there when you cough
50,ok and any chest pain,ok and any chest pain,ok and any chest pain
51,have you been woken up at night time at all,have you been woken up itself at night time other at all,have you been woken up at night time at all
52,have you been able to do any exercise,have you been each able to do any both exercise,have you been able to do any exercise
53,ok and do you have a peak flow meter at home where you measure your breathing,ok and do you have a peak flow meter at home where you measure your breathing,ok and do you have a peak flow meter at home where you measure your breathing
54,you have whats called a peak flow meter which you breathe into to get a score on your breathing,you have very whats called a peak are flow meter with which you breathe into to get a score on your breathing,you have whats called a peak flow meter with which you breathe into to get a score on your breathing
55,and do you normally take any asthma inhalers over the last few years,and do you normally take any asthma inhalers over the last few years,and do you normally take any asthma inhalers over the last few years
56,you do so you said you stopped them three to four years ago,you do so you said do you stopped them three to four years ago,you do so you said do you stopped them three to four years ago
57,ok how about over the last three to four years,ok how about over the last does three hadnt to four years,ok how about over the last three to four years
58,have you taken any medication,have you taken any own medication,have you taken any medication
59,ok and how long has that been going on for,ok and how long has that been going on for,ok and how long has that been going on for
60,ok so you you normally take that do you or is that just recently,ok so you you normally take that do when you not or is that wasn just by recently don,ok so you you normally take that do you not or is that just recently
61,ok and how often do you normally need it,ok and how often should do you more normally need it,ok and how often do you normally need it
62,ok what about when you exercise normally do you have to use medication uh inhalers,ok what about when you does exercise normally do you have to use medication uh inhalers shant,ok what about when you exercise normally do you have to use medication uh inhalers
63,ok um and do you take any other medications,ok um and do you take any other medications,ok um and do you take any other medications
64,any other medical problems,any other medical problems,any other medical problems
65,ok do you take anything for that,ok do you should take anything for that there,ok do you should take anything for that
66,and any allergies to medications,and any allergies to medications,and any allergies to medications
67,do you drink any alcohol regularly,do into you drink any alcohol regularly,do you drink any alcohol regularly
68,and have you ever had similar symptoms in the past,and theirs have you ever had similar symptoms in the past,and have you ever had similar symptoms in the past
69,how often have a glass of what,how often have a glass of what,how often have a glass of what
70,every how often did you say,every how often did you say,every how often did you say
71,and who do you live with at home,and who do you live with again at home,and who do you live with at home
72,who do you live with at home,who do you live with at home,who do you live with at home
73,who do you live with do you live on your own or do you live with,who do you live with do you live on your own or do you live with,who do you live with do we live on your own or do they live without
74,ok and whats your job day to day,ok and whats your job day to day,ok and whats your job day to day
75,and have you been at work in the last few days,and have you been hadnt at work in the last few days,and have you been at work in the last few days
76,ok and when at the moment are you um feeling short of breath when youre sitting still or just when you walk,ok and when at the moment are shouldn you um feeling short of same breath when youre sitting still or just when now you there walk,ok and when at the moment are you um feeling short of breath when youre sitting still or just when now you walk
