,refs,trans,model_corrected
0,when i get up i see my skin vague,when get up my skin vague,when i get up my skin is vague
1,my lungs feel heavy like they are filled with mucus,my feel are with mucus,my lungs feel congested and are filled with mucus
2,i carried a heavy bag yesterday and when i get up today i felt a great shoulder pain,i a heavy yesterday i up today i felt a great shoulder pain,i carried a heavy bag yesterday and when i get up today i felt a great shoulder pain
3,my knee is hurting so badly,knee is badly,my knee is hurting so badly
4,every time i look to left i feel a sharp pain in my neck,every time i left i a sharp my,every time i step on my left foot i feel a sharp pain in my foot
5,my hair is falling out after i take a shower,is falling after a,my hair is falling out after doing a lot of yard work
6,i feel joint pain every time i move,i feel every time i move,i feel pain every time i move
7,when i force my eyes to view i have blurry vision,when force my to i,when i force my eyes to view i have blurry vision
8,i was travelling by ship and i feel dizzy,was by and i feel dizzy,i was walking by my house and i feel dizzy
9,when i played football i dislocated my shoulder,football dislocated my,i was playing football and dislocated my shoulder
10,i have a blurry vision and i cant see in the darkness  what is the reason doctor ,have vision and i see the what is reason,i have blurry vision and i cant see the sign what is the reason
11,i am always cold even when i am wearing layers,i cold when am layers,i feel cold when i am wearing layers
12,i had an accident and my wound was open when i arrived to hospital,an accident and wound arrived,i had an accident and my wound was open when i arrived to hospital
13,i have a hard muscle pain since i went to the gym,i have hard muscle since i went the,i have a hard muscle pain since i went to the gym
14,there is a sharp pain in my bicep i have tried to apply pain relief cream but it does not help,there pain in my bicep apply pain relief cream but it does,there is pain in my bicep i apply pain relief cream but it does not help
15,redness swelling and difficulty walking,redness,redness and swelling
16,i do not know why i feel cold,i know why feel,i dont know why i feel cold
17,my knees swell right below the knee cap and hurt when i put weight on them,my swell right knee when put weight them,my calves swell up in the right knee joint when i put weight on them
18,i have cloudy eyes,have cloudy eyes,i have cloudy eyes
19,the nerves were so damaged during the operation on my ankle that i cannot stand being touched on the scar,the were on my ankle that i cannot stand,the pins and needles were so heavy on my ankle that i cannot stand up
20,i got acne when i ate chili,i got when ate,i got a stomach ache when i ate chili
21,my entire body is freezing,entire body freezing,my entire body is freezing
22,i feel very hard to breathe,feel very hard to,i feel very hard to breathe
23,i have muscle pain at my left leg,have my left leg,i have pain in my left leg
