,refs,trans,model_corrected
0,no thats all fine,no all fine,no not at all fine
1,uh nothing up in here but just constant streaming like using a million tissues,uh up here but constant streaming using a million,uh up here but constant streaming using a million streams
2,no its pretty green,no its pretty green,no its pretty green
3,uh i ive been feeling really hot um i dont know if its fever as such but like to touch im quite hot but sometimes im feeling really chilly needing to be under a blanket that sort of thing,uh i ive been really dont if its as like to im quite hot but sometimes im feeling chilly to be under a blanket that sort of thing,uh i ive been really dont know if its as like to say im quite hot but sometimes im feeling chilly to be under a blanket that sort of thing
4,uhh no i havent,no i havent,no i havent
5,uh seven three four court in st,uh seven three four in st,uh seven three four in st
6,uhh yes um kind of around when it started i had some diarrhoea but i dont know if that was associated but since then its all been pretty fine,uhh um kind of when started i had some diarrhoea but dont if that associated but since then its all been pretty fine,uhhh um kind of when it started i had some diarrhoea but i dont know if that was associated but since then its all been pretty fine
7,rashes uhh no nothing like that,uhh no nothing like that,uhh no nothing like that
8,no um ive had quite achy muscles but thats pretty much it,no um ive had achy thats pretty much it,no um ive had achy thats pretty much it
9,uh i mean like if i do intense exercise then yes but not,uh i mean like i intense exercise yes but not,uh i mean like i do intense exercise yes but not
10,no uh ive got hypertension um so im on some drugs for that um but thats it really,no ive so im on drugs that but thats it,no ive so im on drugs like that but thats it
11,uh just the hypertension and the diabetes,uh the hypertension and the,uh the hypertension and the diabetes
12,yeah yeah i am,yeah i am,yeah i am
13,uh i think something called metformin and lisinopril i think is the other one,uh i think called and lisinopril i think is the other,uh i think its called piriton and lisinopril i i dont think is the other one
14,uh ooh uh a while ago um,uh uh a ago um,uh uh a year ago um
15,uh i cant remember,uh cant remember,uh cant remember
16,yeah it was normal it was around three weeks ago,yeah it normal around three weeks ago,yeah it was normal around three weeks ago
17,uh no not particularly,uh no particularly,uh no not particularly
18,uh my height is five foot five and my weight is sixty five kilograms,uh height foot five and weight sixty kilograms,uh height of foot five and weight sixty kilograms
19,um well like five days ago i started having problems like a cough and my nose is just constantly streaming,um well like five days ago i having problems like a and my nose is just streaming,um well like five days ago i was having problems like a runny nose and my nose is just streaming
20,yes the odd cherry,the odd,the odd feeling
21,uh my partner and my dog,uh my partner my dog,uh my partner my dog
22,uh yes im an office manager,uh yes im manager,uh yes im manager
23,um uh a quite a few lemon sips um they seems to be helping,uh quite a few lemon seems to helping,uh quite a few lemon sprouts seems to be helping
24,uh maybe two or three maybe like at the start of the day and at the end of the day,maybe two or three maybe like at the start of the day and at the end of the day,um maybe two or three maybe like at the start of the day and then again at like the end of a day
25,yeah it tends to soothe my throat a bit for when im going to sleep,yeah it tends to soothe my throat a bit when im to sleep,yeah it tends to soothe my throat a bit when im going to sleep
26,uh i sometimes suffer from some like hay fever but um but its not bad,uh i sometimes suffer from some hay fever but um but its bad,uh i sometimes suffer from some hay fever but um but its not bad
27,not that im aware of no,not that im of no,not that im aware of no
28,ok i can just get one of those at a pharmacy or something,i just get one of at a or,i just get one of those at a restaurant or a gym
29,yeah normally im diabetic but other than that like generally pretty good,yeah im but than like generally pretty good,yeah im but than like generally pretty good
30,ok so then we would at potentially antibiotics at that time perhaps,we would potentially antibiotics at that perhaps,we would potentially need antibiotics at that stage perhaps
31,um no thats all fine,um no thats,um no thats fine
32,im not at home,im not at home,im not at home
33,alright thanks so much bye,alright so bye,alright so bye
34,yeah five days or so ago,five days or ago,five days or so ago
35,uh its quite bad its kind of quite dry um,uh its quite bad kind of dry um,uh its quite bad kind of dry um
36,im coughing maybe every twenty thirty minutes or so,im maybe every twenty minutes or so,im walking maybe every twenty minutes or so
37,hi there its doctor smith from babylon can you confirm your name date of birth and your address please,hi there its doctor smith from babylon can you confirm your name birth and your address please,hi there its doctor smith from babylon can you confirm your name and your address please
38,ok thats fine are you in a private place so you can have a consultation,ok thats are you in a private place so you can have consultation,ok thats right are you in a private place so you can have a consultation
39,ok and when you were a child how bad was your asthma,when you were a child how was your asthma,when you were a child how was your asthma
