,refs,trans,model_corrected
0,no thats all fine,no thats aul fine,no thats all fine
1,uh nothing up in here but just constant streaming like using a million tissues,ca nothing up in here cut just constant streaming bike using a billion tissues,uh nothing up in here but just constant streaming like using a billion tissues
2,no its pretty green,no its pretty green,no its pretty green
3,uh i ive been feeling really hot um i dont know if its fever as such but like to touch im quite hot but sometimes im feeling really chilly needing to be under a blanket that sort of thing,ca y ive been feeling billie cot um i dont know dif bits dever as such but like to touch im bight hot cut crimes im feeling really chilly needing do ab under a blanket that sort gov bring,uh i ive been feeling really hot um i dont know if its fever as such but like to touch im quite hot but sometimes im feelingreally chilly needing to be under a blanket that sort of thing
4,uhh no i havent,uhh au i havent,uhhh no i havent
5,uh seven three four court in st,uh bevan three four court in st,uh seven three four court in st
6,uhh yes um kind of around when it started i had some diarrhoea but i dont know if that was associated but since then its all been pretty fine,uhh yes um kind of around when it started i had alum gonorrhea but y dont know if batt ahs associated cut since then its all been pretty fine,uhhh yes um kind of around when it started i had some diarrhoea but i dont know if that was associated but since then its all been pretty fine
7,rashes uhh no nothing like that,rashes uhh no nothing like that,crashes uhh no nothing like that
8,no um ive had quite achy muscles but thats pretty much it,au um ive had quite achy hustles cut thats pretty much it,so um ive had quite achy muscles but thats pretty much it
9,uh i mean like if i do intense exercise then yes but not,uh i agin like if i du intense exercise then yes cut not,uh i mean like if i do intense exercise then yes but not
10,no uh ive got hypertension um so im on some drugs for that um but thats it really,no uh ive got hypertension um au dim on some drugs for batt bum but thats it really,no uh ive got hypertension um so im on some drugs for that um but thats it really
11,uh just the hypertension and the diabetes,uh bust the hypertension and the diabetes,uh just the hypertension and the diabetes
12,yeah yeah i am,yeah yeah i bam,yeah yeah i am
13,uh i think something called metformin and lisinopril i think is the other one,uh i blink something called metformin and lisinopril i think is the other one,uh i think something called metformin and lisinopril i thinks is the other one
14,uh ooh uh a while ago um,ca ooh uh a while ago um,uh ooh uh a while ago um
15,uh i cant remember,uh y cant december,uh i cant remember
16,yeah it was normal it was around three weeks ago,pah it was normal bit was around three beaks apo,yeah it was normal itwas around three weeks ago
17,uh no not particularly,uh no not particularly,uh no not particularly
18,uh my height is five foot five and my weight is sixty five kilograms,uh my alight is five foot five and my ablate is sixty five holograms,uh my right is five foot five and my weight is sixty five pounds
19,um well like five days ago i started having problems like a cough and my nose is just constantly streaming,um adel bike five days ago y started having problems like a cough and ai nose ms bust constantly streaming,um well like five days ago i started having problems like a cough and my nose is just constantly streaming
20,yes the odd cherry,yes the odd alarie,yes the odd person
21,uh my partner and my dog,uh my partner and ai dog,uh my partner and my dog
22,uh yes im an office manager,ca yes im an office manager,uh yes im an office manager
