,Unnamed: 0,refs,trans,model_corrected
0,0,i have a painful cramp in my feet,i painful have a painful cramp in my feet,i have a painful cramp in my feet
1,1,the pain feels like its right below the skin,the pain feels the like its feels right below like the skin,the pain feels like its right below the skin
2,2,i feel suicidal,i i feel suicidal,i feel suicidal
3,3,i feel a sharp pain in my ankle joint when i stand,i feel feel when a sharp pain in my ankle joint joint when i pain stand ankle,i feel a sharp pain in my ankle joint when i stand
4,4,my shoulder hurts me so much,my shoulder hurts me hurts so much,my shoulder hurts me so much
5,5,i have a hair shortage,i a have a hair shortage,i have a hair shortage
6,6,my left ear is ok but the right one feels like its being stabbed with a nail,my left ear left is is ok but one the like right one one feels like its being ok stabbed with right a nail,my left ear is ok but the right one feels like its being stabbed with a nail
7,7,im suffering from sharp cough accompanied by  phlegm,im accompanied suffering from sharp cough accompanied accompanied by by phlegm by,im suffering from sharp cough accompanied by phlegm
8,8,i was playing soccer and i twisted my ankle,i was playing soccer and i twisted my ankle,i was playing soccer and i twisted my ankle
9,9,when i move my shoulder its like lightning is being sent through my shoulder,when i move my my shoulder its my like lightning is being lightning sent its through shoulder my shoulder,when i move my shoulder its like lightning is being sent through my shoulders
10,10,i have pimples in patches along with a lot of redness on my face,i have pimples in patches along a with a lot of redness on my of face,i have pimples in patches along with a lot of redness on my face
11,11,when i brush my hair i notice big clumps of hair coming out in the brush,when when i brush my hair notice i in notice big in clumps brush of hair coming out in i the notice brush out,when i brush my hair i notice big clumps of hair coming out in the brush
12,12,i cant see the sign i have a blurry vision,i sign cant blurry see the sign i have cant a cant blurry vision,i cant see the sign i have a blurry vision
13,13,my heart hurts when i exercise,my heart hurts hurts when i hurts exercise,my heart hurts when i exercise
14,14,i feel a tightness in my chest,i tightness feel in a in tightness i in my chest,i feel a tightness in my chest
15,15,my hair is falling without a reason i can see a lot of hair on my working desk,my hair is falling without of a without reason desk i can see a lot of hair on my working desk,my hair is falling without a reason i can see a lot of hair on my working desk
16,16,i sliced myself deeply with a knife while i was cooking,i sliced myself cooking deeply with a with knife while i was was cooking,i sliced myself deeply with a knife while i was cooking
17,17,i feel cold,i feel feel cold,i feel cold
18,18,i dont have problems taking in breath but out breath is so heavy,i but dont have problems taking in breath is but dont out breath is taking so heavy problems,i dont have problems in breath but out breath is taking so heavy
19,19,i feel a lot of pain in the joints,i feel feel a i lot of pain joints in the joints joints in,i feel a lot of pain in the joints
20,20,my upper back has been sore for a week,my upper week back has been sore for a a sore week,my upper back has been sore for a week
21,21,sometimes i cough because im a smoker,sometimes sometimes i i cough because im a i smoker,sometimes i cough because im a smoker
22,22,my television and computer seem out of focus even though i have new glasses,my and television computer and computer seem out of new focus even though i of have new new glasses,my television and computer seem out of focus even though i have new glasses
23,23,my foot hurts me a lot of playing football,my foot hurts football me a lot of playing football foot,my foot hurts me a lot playing football
24,24,i have tried to make massage on my foot but they still pain me,i have on tried to make massage on my foot i but they but still pain me me,i have tried to make massage on my foot but they still pain me
25,25,i was playing football and injuried with joint pain,i was playing football football and was injuried with joint pain with,i was playing football and was injuried with joint pain
26,26,my grandmother last year went to hospital because she was having a hard time breathing,my grandmother was last my year went to hospital because she was having a hard time breathing,my grandmother was last year went to hospital because she was having a hard time breathing
