,Unnamed: 0,refs,trans,model_corrected
0,0,i have a painful cramp in my feet,i have a painful cramp in my feet,i had a painful cramp in my feet
1,1,the pain feels like its right below the skin,the pain feels like its properly below the skin,the pain feels like its properly below the skin
2,2,i feel suicidal,one feel self-destructive,one felt suicidal
3,3,i feel a sharp pain in my ankle joint when i stand,one feel a sharp pain in my ankle articulation when i stand,one felt a sharp pain in my ankle articulation when i stood
4,4,my shoulder hurts me so much,my shoulder hurts Maine so much,my shoulder hurts maine so much
5,5,i have a hair shortage,i have a hair dearth,i have a hair dearth
6,6,my left ear is ok but the right one feels like its being stabbed with a nail,my bequeath ear is ok but the right one feels like its being jab with a nail,my left ear is ok but the right one feels like its being jabbed with a nail
7,7,im suffering from sharp cough accompanied by  phlegm,im suffer from acuate cough attach_to by phlegm,im suffered from acute cough accompanied by phlegm
8,8,i was playing soccer and i twisted my ankle,i was playing soccer and one twisted my ankle,i was playing soccer and one twisted my ankle
9,9,when i move my shoulder its like lightning is being sent through my shoulder,when i move my shoulder its like lightning is be sent through my shoulder,when i move my shoulder its like lightning is being sent through my shoulders
10,10,i have pimples in patches along with a lot of redness on my face,i experience pimple in patches along with a lot of redness on my confront,i had pimple in patches along with a lot of redness on my face
11,11,when i brush my hair i notice big clumps of hair coming out in the brush,when i brush my hair's-breadth i notice bad clumps of hair issue_forth forbidden in the brush,when i brush my hair i notice bad clumps of hair still forbidden in the brush
12,12,i cant see the sign i have a blurry vision,i cant visualize the sign i have a bleary vision,i cant visualize the sign i have a bleary vision
13,13,my heart hurts when i exercise,my heart suffering when i exercise,my heart suffering when i exercise
14,14,i feel a tightness in my chest,i feel A tightness in my breast,i felt a tightness in my breast
15,15,my hair is falling without a reason i can see a lot of hair on my working desk,my hair is fall without ampere reason i can see a lot of hair on my working desk,my hair is friable without a reason i can see a lot of hair on my working desk
16,16,i sliced myself deeply with a knife while i was cooking,i sliced myself deeply with a tongue while one was cook,i sliced myself deeply with a tongue while one was cooked
17,17,i feel cold,i feel cold,i felt cold
18,18,i dont have problems taking in breath but out breath is so heavy,i dont experience problems taking Indiana breath but forbidden breath is so heavy,i dont experience problems taking in breath but forbidden breath is so heavy
19,19,i feel a lot of pain in the joints,iodine feel a lot of pain in the joints,iodine felt a lot of pain in the joints
20,20,my upper back has been sore for a week,my upper back experience been sore for a week,my upper back had been sore for a week
21,21,sometimes i cough because im a smoker,sometimes one cough because im a stag_party,sometimes one cough because im a stag
22,22,my television and computer seem out of focus even though i have new glasses,my television and computer seem out of focus even though i hold new glasses,my television and computer seem out of focus even though i have new glasses
23,23,my foot hurts me a lot of playing football,my foot hurts me ampere lot of playing football,my foot hurts me a lot of playing football
24,24,i have tried to make massage on my foot but they still pain me,one have sample to make massage on my foot but they still pain me,one had samples made massage on my foot but they still pain me
25,25,i was playing football and injuried with joint pain,one was playing football and injuried with joint pain,one was playing football and injuried with joint pain
26,26,my grandmother last year went to hospital because she was having a hard time breathing,my grandmother last year fit to hospital because she was having a hard time rest,my grandmother last year fit to hospital because she was having a hard time resting
27,27,i feel pain in my eyes i can see fog,i feel pain in my eye i can determine fog,i feel pain in my eyes i can determine fog
28,28,i feel dizzy and out of sight,i feel airheaded and out of sight,i felt airheaded and out of sight
29,29,my hair is falling when i am combing it,my hair is falling when one be combing it,my hair is falling when one is combing it
30,30,he was discovered to have an open wound,he was learn to have an open weave,he was studied to have an open weave
31,31,the acne was causing me to feel embarrassed,the acne was causing Maine to feel embarrassed,the acne was causing maine to feel embarrassed
32,32,the pain in my ear is unbearable,the pain in my ear is unbearable,the pain in my ear is unbearable
33,33,i feel a pain in my neck,i palpate a pain in my neck,i palpated a pain in my neck
34,34,my chest hurts when i smoke,my chest hurts when one smoke,my chest hurts when one smokes
35,35,i feel like i went to an acupunctures practice and had 100 needles in my shoulder,i find like iodine went to Associate_in_Nursing acupunctures practice and had hundred needles in my shoulder,i found like i went to an acupunctures practice and had hundred needles in my shoulder
36,36,i have a cut that has become red and oozes puss,iodine rich_person vitamin_A cut that has become red and oozes pus,iodine has a cut that has become red and oozes pus
37,37,i cant get a girlfriend because of my acne,i slang get A girlfriend because of my acne,i had a girlfriend because of my acne
38,38,i have a foot ache although i dont walk a lot,i have a foot ache although iodine dont walk a distribute,i have a foot ache although i dont walk a walk
