,Unnamed: 0,refs,trans,model_corrected
0,0,hello my names amy kousha im one of the gastroenterology doctors at the clinic today can you tell me your name and date of birth please ,my amy im one at clinic today can tell your name of please,my amy im one patient at our clinic today can you tell your name of the patient please
1,1,my name is bide and my date of birth is first of january of 1990 ,my name and my birth is first of of 1990,my name is Linda and my birth is first of the year of 1990
2,2,so bide i understand that you went to see your gp with some changes in your bowel habit can you tell me some more about those symptoms ,so bide understand that went see your gp with some changes your bowel habit you tell me about,so we understand that you went to see your gp with some changes in your bowel habit which you tell me about
3,3,ive been having loose stools diarrhoea for the past few months and i went to my gp ,ive been having stools diarrhoea for past months and i to gp,ive been having stools and diarrhoea for past months and i referred to gp
4,4,okay so prior to three months would you say that your bowel habit was normal ,so prior to months would you your bowel habit normal,so prior to six months would you change your bowel habit to normal
5,5,and have you being passing any blood in your bowel motions ,and you being any blood your motions,and you being without any blood in your motions
6,6,yeah i do i do get blood in my bowel and my stool and its kind of mixed with the stool ,i do i do get blood in my bowel my stool and its kind mixed with the stool,i do i do get blood in my bowel my stool and its kind mixed with the stool
7,7,and has the blood passage of blood being going on for a few months as well or has that been a more recent change ,has the of blood being going for few months well or that been a recent change,has the pattern of blood loss being going for a few months been well documented or has that been a recent change
8,8,um that has been happening more recently ,um that has been,um that has been described
9,9,okay and have you noticed any mucus as so that white stringy substance being passed in your stool ,and have you noticed any mucus so that white stringy substance passed in your stool,and have you noticed any mucus so that a white stringy substance passed in your stool
10,10,yeah now that you mention it yeah i do i do noticed that ,yeah now that you mention yeah i do do noticed that,yeah now that you mention it yeah i do do noticed that
11,11,and what about your weight ,and what your weight,and what is your weight loss
12,12,so yes it seems like ive lost a little bit of weight simply because my clothes are loosened i havent actually measured it but i people do tell me that ive lost weight ,yes it ive bit of weight simply because are loosened i havent actually measured it i people do that lost weight,yes it ive a bit of weight loss simply because weights are loosened i havent actually measured it i people do that lost weight
13,13,okay and have you noticed any abdominal pain ,and have you noticed any abdominal,and have you noticed any abdominal pain
14,14,yeah i do get a lot of abdominal cramps stomach cramps and thats been also getting worse recently ,yeah i do get a lot of abdominal cramps cramps thats been recently,yeah i do get a lot of abdominal cramps  and pelvic pain  which is the most common symptom that has been reported recently
15,15,and can you tell me when your abdominal pain is worse ,and can you me when your abdominal is worse,can you help me when your abdominal pain is worse
16,16,it seems like its worse just before going to the toilet and then once i opened my bowels its better ,seems like just before going to the and then i opened my bowels its better,just before going to the hospital and then i opened my bowels its better
17,17,okay and is it very severe or is it just mild cramping ,okay is it very severe is just mild cramping,okay is it very severe it is just mild cramping
18,18,i wouldnt say its severe that i have to be bend double but it is not mild it is moderate perhaps ,i wouldnt its severe that i bend but it is not mild it is moderate perhaps,i wouldnt say its severe that i bend but it is not mild it may be moderate perhaps
19,19,okay and have have you had any episodes like this before of diarrhoea and blood being passed ,okay and have have you any like before of diarrhoea blood being,okay and we have not have you any symptoms like before of diarrhoea or blood being collected
20,20,no i think its been all in the past few months before that i had no problems with my bowel motion ,i been in the months before that had no problems with my bowel motion,i had been told in the months before that he had no problems with my bowel motion
21,21,okay and have you noticed any joint pains ,okay you any joint pains,okay you had any joint pains
22,22,maybe some pain in my knees especially my right knee ,maybe some in knees right,maybe some lesions in the knees were right
23,23,but no not anywhere else ,but no not anywhere else,but no not anywhere else
24,24,any rashes or skin changes that youve noticed ,rashes or skin changes noticed,no skin changes were noticed
25,25,and any problems with nausea or vomiting or swallowing ,problems with vomiting or swallowing,problems with vomiting or swallowing
26,26,okay so i understand that your gp started you on some steroids is that right ,okay so your gp started you on some steroids is that,okay so your gp started you on some steroids is that enough
27,27,yeah so thats correct my gp started me on some steroid tablets which made me feel better initially but its not completely back to normal ,yeah thats gp started me some tablets which made me feel better not to normal,yeah thats right gp started me on some tablets which made me feel better but not to normal
28,28,okay and do you have any other medical conditions ,and do you have any other conditions,and do you have any other conditions
29,29,um i suffer from asthma for which id taken inhalers okay nothing else ,um suffer from asthma for id taken inhalers okay nothing,um suffer from asthma for id and has taken inhalers okay but nothing
30,30,and do you smoke ,and,and
31,31,uh yeah i do ,yeah i do,yeah i do
32,32,how many do you smoke a day ,how many do you smoke day,how many times do you smoke every day
33,33,perhaps about 10 a day ,perhaps 10 a day,perhaps 10 times a day
34,34,and do you drink alcohol ,and do you drink alcohol,and do you drink alcohol
35,35,only socially ,only,only one patient died
