,Unnamed: 0,refs,trans,model_corrected
0,0,hello my names amy kousha im one of the gastroenterology doctors at the clinic today can you tell me your name and date of birth please ,hello my names amy kousha im one of the gastroenterology doctor at the clinic nowadays toilet you tell Maine your name and date of birth please,hello my names amy kousha im one of the gastroenterology doctors at the clinic nowadays can you tell me your name and date of birth please
1,1,my name is bide and my date of birth is first of january of 1990 ,my name cost bide and my date of birth be first of January of 1990,my name was sod and my date of birth was first of January of 1990
2,2,so bide i understand that you went to see your gp with some changes in your bowel habit can you tell me some more about those symptoms ,so bide i understand that you went to see your gp with approximately change in your intestine substance_abuse can you assure me some more about those symptom,so now that you went to see your gp with some changes in your bowel habits can you assure me some more about those symptoms
3,3,ive been having loose stools diarrhoea for the past few months and i went to my gp ,ive been having loose stool diarrhea for the past few calendar_month and I go to my gp,ive been having loose stool diarrhea for the past few months and I go to my gp
4,4,okay so prior to three months would you say that your bowel habit was normal ,okay so prior to three months would you say that your bowel substance_abuse be normal,okay so prior to three months would you say that your bowel habits were normal
5,5,and have you being passing any blood in your bowel motions ,and have you being pass any blood in your intestine motions,and have you passed any blood in your bowel motions
6,6,yeah i do i do get blood in my bowel and my stool and its kind of mixed with the stool ,yeah i cause i do get lineage in my bowel and my stool and its kind of mixed with the stool,yeah i do have blood in my bowel and my stool and its kind of mixed with the stool
7,7,and has the blood passage of blood being going on for a few months as well or has that been a more recent change ,and has the blood passage of lineage equal going on for a few months as well or have that equal A more recent change,and has the blood passage of blood been going on for a few months as well or has that been a more recent change
8,8,um that has been happening more recently ,um that has been find more recently,um that has been found more recently
9,9,okay and have you noticed any mucus as so that white stringy substance being passed in your stool ,okay and have you noticed any mucus adenine so that White stringy means being passed in your toilet,okay and have you noticed any mucus as so that white stringy means being passed in your toilet
10,10,yeah now that you mention it yeah i do i do noticed that ,yea now that you mention information_technology yeah one do iodine bash noticed that,yea now that you mention it yeah one did iodine bash noticed that
11,11,and what about your weight ,and what about your weight,and what about your weight
12,12,so yes it seems like ive lost a little bit of weight simply because my clothes are loosened i havent actually measured it but i people do tell me that ive lost weight ,so yes it look like ive lose A little bit of weight simply because my clothes are loosened one havent actually quantify it merely I people do tell Maine that ive fall_back weight,so yes it appears like ive lost a little bit of weight simply because my clothes are loosened one havent actually quantified it but I people do tell mams that ives lost weight
13,13,okay and have you noticed any abdominal pain ,okay and have you notice any abdominal pain,okay and have you noticed any abdominal pain
