,Unnamed: 0,refs,trans,model_corrected
0,0,hello hi um should we start yeah ok hello how um good morning sir how can i help you this morning,hello hi um should we start yeah ok ok hello ok how um sir good morning sir um how can,hello hi um should we start yeah ok ok hello how sir good morning sir how can we begin
1,1,sorry to hear that um and and when you say diarrhea whatd you mean by diarrhea do you mean youre going to the toilet more often or are your stools more loose,sorry to hear that um and and when you say diarrhea whatd you mean by diarrhea by do you mean diarrhea youre youre going toilet more often are your more loose,sorry to hear that um and when you say diarrhea whatd you mean by diarrhea do youmean diarrhea youre going to the toilet more often are your legs more loose
2,2,ok fine and you mentioned youve been feeling quite weak and shaky as well what do you mean by shaky do you mean youve been having uh have you been feeling feverish for example,ok fine and you mentioned youve been feeling quite weak and shaky as as well what as do shaky you by mean by well shaky do you mean youve uh have you feeling feverish exercise,ok fine and you mentioned youve been feeling quite weak and shaky as well what do you mean by well do they mean you´ve uh had you feeling feverish and unable to exercise
3,3,you measure your temperature then,you measure your temperature then,then you measure your temperature then
4,4,ok ok any other symptoms like sweating or um night sweats no and uh any vomiting at all,all_right ok any early symptoms like sweating or um night no sweats no sweating and uh any at,all right any early symptoms like sweating or um night sweats and uh any symptoms at all
5,5,you stopped vomiting ok and was your vomit i know its not a nice thing to talk about but was it just normal food colour yeah and there was no blood in your vomit is that right,you stopped vomiting ok and was your vomit one know its not a nice nice thing to talk just about but was it it just normal just food colour and there was no blood in your vomit is that right,you stopped vomiting ok and was your vomit one know its not a nice thing to talk about but was it just normal food colour and there was no blood in your vomiting is that right
6,6,no ok um and um any any other symptoms at all so you mentioned tummy pain you mentioned diarrhea you mentioned your vomiting uh anything else that comes to mind,no ok um and um any any other symptom at all mentioned so you mentioned tummy tummy mentioned pain you mentioned you diarrhea mentioned you mentioned your comes to,no ok um um any other symptoms at all mentioned so you mentioned tummy pain diarrhea and vomiting when it comes to ibs
7,7,ok,ok,ok
8,8,ok so youre drinking fluids um what kind of foods have you managed to eat if anything,ok so youre drinking fluid um what kind um of foods have managed to if anything,ok so youre drinking fluid um what kind of foods have managed to do if nothing
9,9,ok fine um and sir these started three days ago the symptoms are you aware of any triggers which may have caused the symptoms uh to kick on so for example think like takeaway foods or eating out or being around other people with similar symptoms,ok fine um and sir these start three days ago the symptoms are you aware of any triggers which may have caused which the symptoms uh to triggers kick on so for any foods or eating people with similar symptoms,ok fine um these started three days ago the symptoms are you aware of any triggers which may have caused the symptom uh to kick on so that they can be mistaken for foods or eating disorders in people with similar symptoms
10,10,ok,ok,ok
11,11,do you remember where you ate,do you remember remember where you ate,do you remember where you ate
12,12,ok anyone else unwell with similar symptoms,very_well anyone else unwell with similar symptom,verywell or else unwell with similar symptoms
13,13,ok ok fine um alright and uh in terms of your your overall health are you normally fit and well or uh,ok Oklahoma fine um alright and uh in terms of in your your overall health are normally and well uh,ok ok fine um alright and uh in terms of your overall health are normally healthy and well uh
14,14,ok and is your asthma well controlled,ok and is your asthma controlled,ok and is asthma controlled
15,15,fine and you dont have any other tummy problem bowel problems i should be aware of,fine and you dont have any other tummy problem problem bowel should aware of,fine and you dont have any other tummy problem bowel should be aware of
16,16,no ok um and apart from the inhalers do you take any other medications,no ok um and apart inhalers from from the inhalers inhalers inhalers take early medicine,no ok um apart from the inhalers patients take early medications
17,17,ok fine and in terms of just your day to day life you said its been affecting your life um in what way has it been affecting your life,very_well fine and Indiana terms of just your day to day its life you day said affecting its its been affecting your to um in what been affecting your life,in terms of just your day to day its life you said its been affecting your um in what manner has been adversely affecting the quality of your life
