,Unnamed: 0,refs,trans,model_corrected
0,0,i have a painful cramp in my feet,i have a painful a in my feet,i have a painful aorta in my feet
1,1,the pain feels like its right below the skin,the pain feel like its right below skin,the pain felt like its right below skin
2,2,i feel suicidal,i feel suicidal,i feel suicidal
3,3,i feel a sharp pain in my ankle joint when i stand,i feel a sharp pain ankle in my ankle joint when i stand,i feel a sharp pain in my ankle joint when i stand
4,4,my shoulder hurts me so much,my shoulder hurts me me so much,my shoulder hurts me so much
5,5,i have a hair shortage,i have a hair shortage,i have a hair shortage
6,6,my left ear is ok but the right one feels like its being stabbed with a nail,my left ear is ok but the right one one feels like its being stabbed with a nail,my left ear is ok but the right one feels like its being stabbed with a nail
7,7,im suffering from sharp cough accompanied by  phlegm,im suffering from sharp cough accompanied by phlegm,im suffering from sharp cough accompanied by phlegm
8,8,i was playing soccer and i twisted my ankle,i was playing soccer and i my ankle,i was playing soccer and i injured my ankle
9,9,when i move my shoulder its like lightning is being sent through my shoulder,when i move my shoulder lightning its like lightning is sent through my shoulder,when i move my shoulder its like lightning is sent through my left shoulder
10,10,i have pimples in patches along with a lot of redness on my face,i have pimples in patches along with a lot of redness on my face,i have pimples in patches along with a lot of redness on my face
11,11,when i brush my hair i notice big clumps of hair coming out in the brush,when i brush my hair i notice big big clumps clumps of hair coming out in the brush,when i brush my hair i notice big clumps of hair coming out in the brush
12,12,i cant see the sign i have a blurry vision,i cant see the sign i sign have a blurry vision,i cant see the sign i have a blurry vision
13,13,my heart hurts when i exercise,my heart hurts when i exercise,my heart hurts when i exercise
14,14,i feel a tightness in my chest,i spirit a tightness in my chest,i felt a tightness in my chest
15,15,my hair is falling without a reason i can see a lot of hair on my working desk,my hair is falling without a reason i can see a lot can of hair my working desk,my hair is falling without a reason i can see a lot of hair on my working desk
16,16,i sliced myself deeply with a knife while i was cooking,I sliced myself deeply with with a knife while i was cooking,I sliced myself deeply with a knife while i was cooking
17,17,i feel cold,i feel cold,i feel cold
