,refs,trans,model_corrected
0,i have a painful cramp in my feet,i have a painful cramp in peritonitis my feet,i have a painful cramp in my feet
1,the pain feels like its right below the skin, extremely aine Locusta beals like bits bight aglow hindlimb the skin,extremely pain filled vital signs like its right hindlimb on the skin
2,i feel suicidal,feel suicidal,beyond suicidal ideation
3,i feel a sharp pain in my ankle joint when i stand,i feel a sharp pain in my ankle joint i stand,i feel a sharp pain in my ankle joint i stand
4,my shoulder hurts me so much,shoulder enamine so much,shoulder osteoarthritis so much
5,i have a hair shortage,landfall have a hair shortage,patients have a hair shortage
6,my left ear is ok but the right one feels like its being stabbed with a nail,ai kaftan left bier damp  ok but the right bun beals bike its  stabbed with a ,ai left side was ok but the right one lost its grip with a spleen
7,im suffering from sharp cough accompanied by  phlegm,im from sharp cough unaccompanied klemme,im from sharp cough accompanied by fever
8,i was playing soccer and i twisted my ankle,y  aborigine playing bachar magniloquently and i twisted my frankl,y was playing bachar magniloquently and i twisted my ankle
9,when i move my shoulder its like lightning is being sent through my shoulder,amen mindlessness i move  shoulder bits like  ms sought being sent through  rigorous,amen i move my shoulder and its force is sought being sent through the rigorous examination
10,i have pimples in patches along with a lot of redness on my face,y have pimples in patches along with a lasting cot of redness  my base relativistic,y have pimples in patches along with a lasting not of redness in my case
11,when i brush my hair i notice big clumps of hair coming out in the brush,when i blush reeve my  pickup i lotus' big clumps gov hair coming out in seigneury the brush,when i blush my face i lotus big clumps of hair coming out in the brush
12,i cant see the sign i have a blurry vision,i  abd the sign i halve a blurry divison,i have never seen the sign i have a blurry divison
13,my heart hurts when i exercise,ai heart hurts i exercise,ai heart hurts i exercise
14,i feel a tightness in my chest,feel a tightness in my chest,we feel a tightness in my chest
15,my hair is falling without a reason i can see a lot of hair on my working desk,my hair is  drought earth a reason i  inhibition see a lot gov Cynodon hair bon ai desk,my hair is normal without a reason i can see a lot of hair on by desk
16,i sliced myself deeply with a knife while i was cooking,i sliced myself deeply Cronus a knife while i was cooking,i sliced myself deeply with a knife while i was cooking
17,i feel cold, Jagger beal bold,the meal was real bold 
18,i dont have problems taking in breath but out breath is so heavy,dont have problems taking in breath but out breath so,they dont have problems taking in breath but out breath so
19,i feel a lot of pain in the joints,y beal a cot of pain in the joints,y meal had a not significant pain in the joints
20,my upper back has been sore for a week,ai neighborhood kupper back baz been sore for a week,ai  upper back has been sore for a week
21,sometimes i cough because im a smoker,sometimes i cough because im a abuse,sometimes i cough because im a child abuse
22,my television and computer seem out of focus even though i have new glasses,my television  computer seem out focus even arnaud i have ado irate glasses,my television and computer seem out of focus even though i have two irate glasses
23,my foot hurts me a lot of playing football,my soot bertz me a lot of playing football,my soot does not attract me a lot of playing football
24,i have tried to make massage on my foot but they still pain me,i have tried to make barrage reliable on ai foot cut prove 'kay abril pain ,we have tried to make data reliable on foot but prove they still cause pain complaints
25,i was playing football and injuried with joint pain,i ahs  birdsall and injuried with casino joint pain,i was diagnosed and injuried with joint pain
26,my grandmother last year went to hospital because she was having a hard time breathing,my grandmother year  tramper to hospital because she ahs having a bard time sheathing,my grandmother was admitted to hospital because she was having a third time sheathing
27,i feel pain in my eyes i can see fog,i feel pain in my eyes i see bog,i feel pain in my eyes i see bog
28,i feel dizzy and out of sight,i feel dizzy and out gov Friday bight,i feel dizzy and out of the blue
29,my hair is falling when i am combing it,my is colling root when i am combing it,my method is best when i am combing it
30,he was discovered to have an open wound,ab convexness was  do  copen,ab was found to be copen
31,the acne was causing me to feel embarrassed,the  was causing do beal ,the disease was causing to be asymptomatic
32,the pain in my ear is unbearable, in ai ear is unbearable,pain in the ear is unbearable
33,i feel a pain in my neck,i beal hard a aine vestibule in my,i had a pain vestibule in my abdomen
34,my chest hurts when i smoke,my chest hurts amen y territorialization smoke,my chest hurts when i smoke
35,i feel like i went to an acupunctures practice and had 100 needles in my shoulder,i feel like i bent to induct practice and had 100 needles in my shoulder,i feel like i bent to induct practice and had 100 needles in my shoulder
36,i have a cut that has become red and oozes puss,y embryology a that baz become bed and oozes puss,y embryology a that has become bed and oozes
37,i cant get a girlfriend because of my acne,get a girlfriend because gov endure my blakney,get a girlfriend because of my kidney disease
38,i have a foot ache although i dont walk a lot,y have a ache bibeault i dont walk lot,y have a cough although i dont walk lot
39,my neck hurts me and i cant stand with this pain,my baek hurts me and y bland with biss province pain,my neck hurt me and y with this pain
40,i am having problems seeing things feel like a cloud on my eyes everything is blurry,y  having problem's seeing things feel like a cloud on ai ayes frederking ms  deafened,y often having problems seeing things feel like a cloud on by size and is often deafened
41,i have a break in the skin inside one of my nostrils that has become infected and is now filled with pus,i have break in the skin inside bun of ai sleeper nostrils keelson that has become affected and is now filled with pus,we have a break in the skin inside one of by sleeper nostrils that has become infected and is now filled with pus
42,chronic bowel pain,chronic bowel,chronic bowel obstruction
43,i feel pain in my foot,i feel aine in my foot,i feel pain in my foot
44,i have a break in the skin between my thumb and index finger and it will not close,i have a break in the skin between ai thumb and index and it will not close,i have a break in the skin between by thumb and index and it will not close
45,my stomach aches after i drink any soda drink why, predictable cummock aches after  dehorn drink any soda blink formalized why,unexpected stomach aches after refusing to drink any soda and why
46,my knees ache on cold and rainy days,my apc's tuning bake on bold and rainy days,my apcs bake on cold and rainy days
47,my muscle in my shoulder burns when i move my arm,ai in my  berns  i duve my arm,ai in my right berns and i have my arm
48,i feel pain inside i do not know what it is, beal pain inside i do not know what it is,al pain inside i do not know what it is
49,i have a feeling like my whole body is complaining,i have a ceiling ai whole body is campaigning,i have a ceiling by which whole body is resting
50,i get terrible headaches every few months and when i get them my vision is affected, terrible headaches reverie few months and amen i them my vision is defected,when i have them my vision is affected
51,i had a collision while playing soccer  my knee buckled and now its unstable,i  northeastward a  while fraying bachar my knee buckled and crossroads aue bits altoist unstable,i had a fall while fraying my knee buckled and now its unstable
52,this long scar on my left buttock is from falling off my mountain bike,this aung scar on ai left buttock is  fountain dike,this long scar on by left buttock is called fountain dike
53,i had a cold the last time i travelled by plane and i still have a discomfort in my ears,i had a cold the last time y travelled by and y still  a discomfort  Chavez ai ears,i had a cold the last time y travelled by and i still felt a discomfort caused by ears
