,Unnamed: 0,refs,trans,model_corrected
0,0,hello my names amy kousha im one of the gastroenterology doctors at the clinic today can you tell me your name and date of birth please ,hello my names amy kousha im one of the gastroenterology doctors at the clinic today can you tell me your name and date of birth please,hello my names amy kousha im one of the gastroenterology doctors at the clinic today can you tell me your name and date of birth please
1,1,my name is bide and my date of birth is first of january of 1990 ,my name is bide and my date of birth is first of january of 1990,my name is bide and my date of birth is first of january of 1990
2,2,so bide i understand that you went to see your gp with some changes in your bowel habit can you tell me some more about those symptoms ,sol bide i understand that you went to see your general_practitioner with some changes in your bowel habit can you tell me some more about those symptoms,sol bide i understand that you went to see your gp with some changes in your bowel habits can you tell me some more about those symptoms
3,3,ive been having loose stools diarrhoea for the past few months and i went to my gp ,ive been having loose stools diarrhoea for the past few calendar_month and i went to my gp,ive been having loose stools diarrhoea for the past few months and i went to my gp
4,4,okay so prior to three months would you say that your bowel habit was normal ,all_right so prior to three calendar_month would you say that your bowel habit was normal,additionally so prior to three months would you say that your bowel habit was normal
5,5,and have you being passing any blood in your bowel motions ,and have you being passing any blood in your bowel motions,and have you being passing any blood in your bowel motions
6,6,yeah i do i do get blood in my bowel and my stool and its kind of mixed with the stool ,yeah i do one do get blood in my intestine and my fecal_matter and its kind of mixed with the fecal_matter,yeah i do one do have blood in my intestine and my feces and its kind of mixed with the feces
7,7,and has the blood passage of blood being going on for a few months as well or has that been a more recent change ,and has the blood passage of blood being run along for angstrom few months as good or has that been a more late change,and has the blood passage of blood being carried along for a few months as good or has that been a more late change
8,8,um that has been happening more recently ,um that has been happening more recently,um that has been happening more recently
9,9,okay and have you noticed any mucus as so that white stringy substance being passed in your stool ,okay and have you noticed any mucus as so that white stringy substance being passed in your stool,okay and have you noticed any mucus as so that white stringy substance being passed in your stool
10,10,yeah now that you mention it yeah i do i do noticed that ,yea now that you mention information_technology yeah i do i do noticed that,yea now that you mention it yeah i do i have noticed that
11,11,and what about your weight ,and what about your weight,and what about your weight
12,12,so yes it seems like ive lost a little bit of weight simply because my clothes are loosened i havent actually measured it but i people do tell me that ive lost weight ,so yes it seems like ive lost a little bit of weight simply because my clothes are loosened i havent actually measure it but i people do tell me that ive lost weight,so yes it seems like ive lost a little bit of weight simply because my clothes are loosened i havent actually measured it but i people do tell me that ives lost weight
13,13,okay and have you noticed any abdominal pain ,O.K. and rich_person you comment any abdominal pain,and did you comment any abdominal pain
