,Unnamed: 0,refs,trans,model_corrected
0,0,i have a painful cramp in my feet,i have a painful cramp in my feet,i have a painful cramp in my feet
1,1,the pain feels like its right below the skin,the pain feels like its right skin,the pain feels like its right skin
2,2,i feel suicidal,i feel suicidal,i feel suicidal
3,3,i feel a sharp pain in my ankle joint when i stand,i feel a astute pain in in my pain ankle joint when i,i feel a profound pain in my ankle joint when i am awake
4,4,my shoulder hurts me so much,my shoulder hurts hurts me so,my shoulder hurts me so much
5,5,i have a hair shortage,one have a hair shortage,one has a hair shortage
6,6,my left ear is ok but the right one feels like its being stabbed with a nail,my exit ear is very_well but the right the one feels the its being stabbed with a nail,my exit ear is very tender but the right one feels its being stabbed with a nail
7,7,im suffering from sharp cough accompanied by  phlegm,im suffering from sharp cough accompanied aside phlegm,im suffering from sharp cough accompanied by phlegm
8,8,i was playing soccer and i twisted my ankle,i was play soccer and i i my ankle,i was playing soccer and i injured my ankle
9,9,when i move my shoulder its like lightning is being sent through my shoulder,when i move my shoulder its like lightning shoulder is being sent through my shoulder,when i move my shoulder its like lightning is being sent through my right shoulder
10,10,i have pimples in patches along with a lot of redness on my face,i have pimple in patches along with a lot of redness on my face,i have pimple in patches along with a lot of redness on my face
11,11,when i brush my hair i notice big clumps of hair coming out in the brush,when i brush my hair i notice big clumps of hair in the brush,when i brush my hair i notice big clumps of hair in the brush
12,12,i cant see the sign i have a blurry vision,i cant see the sign sign i i have blurry vision,i cant see the sign because i have blurry vision
13,13,my heart hurts when i exercise,my heart hurts when exercise,my heart hurts when I exercise
14,14,i feel a tightness in my chest,i feel a tightness tightness in chest,i felt a tightness in chest
15,15,my hair is falling without a reason i can see a lot of hair on my working desk,my hair is falling without a reason see i can see a a lot of hair my working,my hair is falling without a reason i can see a lot of hair in my working hair
16,16,i sliced myself deeply with a knife while i was cooking,i sliced myself deeply a with a i was cooking,i sliced myself into a fist with a knife i was cooking
17,17,i feel cold,i feel cold,i feel cold
18,18,i dont have problems taking in breath but out breath is so heavy,i dont have problems taking in breath breath but but out breath is heavy,i dont have problems taking in breath but out breath is heavy
19,19,i feel a lot of pain in the joints,I feel a lot of of pain the,I feel a lot of pain in the stomach
20,20,my upper back has been sore for a week,my upper back has been sore been for a week,my upper back has been sore for a week
21,21,sometimes i cough because im a smoker,sometimes one cough because cough a smoker,sometimes one cough a smoker
22,22,my television and computer seem out of focus even though i have new glasses,my television and computer seem out of of of focus though i new glasses,my television and computer seem out of focus though i have new glasses
23,23,my foot hurts me a lot of playing football,my foot hurts me me a lot a of playing football,my foot hurts me a lot a of playing football
24,24,i have tried to make massage on my foot but they still pain me,i have try to make my massage my on my but still pain Maine,i have tried to make my massage on my but still pain persists
25,25,i was playing football and injuried with joint pain,i was playing football and injuried with joint pain,i was playing football and injuried with joint pain
26,26,my grandmother last year went to hospital because she was having a hard time breathing,my grandmother last year went to hospital she because she hospital was because a time,my grandmother last year went to hospital because she was having a difficult time
27,27,i feel pain in my eyes i can see fog,i feel pain in my my eyes in can see daze,i feel pain in my eyes in can see daze
28,28,i feel dizzy and out of sight,iodine feel dizzy and of sight,iodine felt dizzy and out of sight
29,29,my hair is falling when i am combing it,my hair is falling when i it,my hair is falling when i wash it
30,30,he was discovered to have an open wound,helium equal discovered discovered to discovered an open wreathe,helium was discovered to be an open wreathe
31,31,the acne was causing me to feel embarrassed,the acne was causing causing causing me feel embarrassed,the acne was causing me to feel embarrassed
32,32,the pain in my ear is unbearable,the pain in in my is unbearable,the pain in my abdomen is unbearable
33,33,i feel a pain in my neck,iodine feel a pain in my neck,iodine felt a pain in my neck
34,34,my chest hurts when i smoke,my breast hurts when smoke,my breast hurts when I smoke
35,35,i feel like i went to an acupunctures practice and had 100 needles in my shoulder,one feel like i fail to practice an acupunctures practice practice and had 100 needles my shoulder,one felt like i failed to practice an acupunctures practice and had 100 needles in my shoulder
36,36,i have a cut that has become red and oozes puss,i have A cut that has become red and oozes puss,i have a cut that has become red and oozes puss
37,37,i cant get a girlfriend because of my acne,I slang get a girlfriend because girlfriend of my acne,I slang get girlfriend because of my acne
38,38,i have a foot ache although i dont walk a lot,I have a foot foot ache although i dont vitamin_A lot,I have a foot ache although i dont complain a lot
39,39,my neck hurts me and i cant stand with this pain,my neck hurts me and i stand this pain,my neck hurts me and i stand this pain
40,40,i am having problems seeing things feel like a cloud on my eyes everything is blurry,i am having problems seeing things feel like a cloud my eyes everything is blurry,i am having problems seeing things feel like a cloud my eyes are black and everything is blurry
41,41,i have a break in the skin inside one of my nostrils that has become infected and is now filled with pus,i have a break in the skin inside has one one of my my has nostrils that my has become infected and is now with pus,i have a break in the skin inside one of my nostrils that has become infected and is now covered with pus
42,42,chronic bowel pain,chronic bowel pain,chronic bowel pain
43,43,i feel pain in my foot,i feel pain pain in in my,i experienced pain in my right knee
44,44,i have a break in the skin between my thumb and index finger and it will not close,i receive ampere break in the skin thumb between my thumb and skin index and and it will not close,i have a break in the skin thumb between my thumb and skin index and it will not close
45,45,my stomach aches after i drink any soda drink why,my stomach aches after i drink soda drink why,my stomach aches after i drink soda why
46,46,my knees ache on cold and rainy days,my knees ache on cold rainy days,my knees ache on cold rainy days
47,47,my muscle in my shoulder burns when i move my arm,my brawn in my shoulder shoulder shoulder burns when move my arm,my brawn in my shoulder burns when moving my arm
48,48,i feel pain inside i do not know what it is,i feel pain inside i inside do not know information_technology constitute,i feel pain inside i do not know its existence
49,49,i have a feeling like my whole body is complaining,i have a feeling like my whole body complaining,i have a feeling like my whole body is complaining
50,50,i get terrible headaches every few months and when i get them my vision is affected,i get terrible headaches every few months and when few i and my is affected,i get terrible headaches every few months and when i and my family is affected
51,51,i had a collision while playing soccer  my knee buckled and now its unstable,one had a collision while playing soccer while my knee buckled and its unstable,one had a fall while playing soccer while my knee buckled and its unstable
52,52,this long scar on my left buttock is from falling off my mountain bike,this long scar on my left buttock is falling mountain bike,this long scar on my left buttock is falling from a mountain bike
53,53,i had a cold the last time i travelled by plane and i still have a discomfort in my ears,i have a cold the last time i time travelled by plane plane and i still have a discomfort in my ears,i have a cold the last time i travelled by plane and i still have discomfort in my ears
54,54,i often get a stomach ache after i eat  i havent been able to pinpoint which foods might be the trigger,one often get a stomach ache after i eat i havent able been able to able pinpoint foods might be the trigger,one often has stomach ache after i eat i havent been able to pinpoint foods that might be the trigger
55,55,when i get up i feel dizzy and fall down,when iodine get up i feel dizzy fall down,when i get up i feel dizzy and fall down
56,56,my skin is itching,my skin is itching,my skin is itching
57,57,i feel pain in my back,i feel pain in back,i feel pain in my back
58,58,i have a mental suffering,I have a mental suffering,I have a history of mental suffering
59,59,i have a dry skin,i have a dry skin,i have a dry skin
60,60,i cant move my leg there is pain in the joint,i cant act my leg there is pain in the joint,i cant act my leg there is pain in the joint
61,61,my heart hurts me,my heart hurts Maine,my heart hurts in maitland
62,62,i have a pain in my trapes,i have a pain pain in my trapes,i have a pain in my trapes
63,63,i have tried to relief it but i cant,i have tried to relief it but i,i have tried to relief it but i cannot
64,64,i feel pain in my right shoulder after the tennis match,i find pain in my right shoulder the tennis match,i found pain in my right shoulder during the tennis match
65,65,there are some pimples on my face that bother me a lot,there be some pimple on on my my face that bother lot,there are some pimple on my face that bother a lot
66,66,sometimes i feel like a claw on my chest that leaves me breathless,sometimes i feel like a claw on my that me breathless,sometimes i feel like a claw on my skin that makes me breathless
67,67,im not good i feel dizzy,im not good i i dizzy,im not good i dizzy
68,68,my shower drain is full of hair every time,my shower drain is full full of hair every,my shower drain is full of hair every day
69,69,i hve cut my finger because of playing football and i  to apply pain relief cream but it does not help,i hve cut my finger because of playing football and i to apply pain relief but does not help,i hve cut my finger because of playing football and i to apply pain relief but does not help
