,Unnamed: 0,refs,trans,model_corrected
0,0,hello my names amy kousha im one of the gastroenterology doctors at the clinic today can you tell me your name and date of birth please ,hello my name names amy my kousha doctors im tell one amy of birth the at gastroenterology doctors clinic at the clinic today can you tell me date your name name tell and date doctors of birth amy please,hello im one of the gastroenterology doctors at the clinic today can you tell me your name and date of birth please
1,1,my name is bide and my date of birth is first of january of 1990 ,my my name name is bide and and my 1990 date is of of birth date is first first first of date january and of is 1990 my,my name is bide and my date of birth is first of january of 1990
2,2,so bide i understand that you went to see your gp with some changes in your bowel habit can you tell me some more about those symptoms ,so bide about i some understand some that about you went habit to see your gp with those some changes that in your so bowel more habit can you tell me some that more you about your those tell symptoms,so bide i understand that you went to see gp with some changes in your bowel habit can you tell me some more about those symptoms
3,3,ive been having loose stools diarrhoea for the past few months and i went to my gp ,ive been loose having ive loose stools diarrhoea for gp the stools past few months months and i to went my to few my gp,ive been having loose diarrhoea for the past few months and i went to my gp
4,4,okay so prior to three months would you say that your bowel habit was normal ,okay three so prior your to three months would you say that your bowel habit was months normal habit,okay so prior to three months would you say that your bowel habit was normal
5,5,and have you being passing any blood in your bowel motions ,and have blood you blood being bowel passing any being blood bowel in your passing bowel motions,and have blood being any being in your bowel motions
6,6,yeah i do i do get blood in my bowel and my stool and its kind of mixed with the stool ,yeah i in do bowel i of do get blood blood in do my i bowel and and my stool in and stool its kind the of mixed yeah with do the stool its,yeah i do get blood in my bowel and stool and its kind of mixed with the stool
7,7,and has the blood passage of blood being going on for a few months as well or has that been a more recent change ,and blood has been the well blood going passage passage of blood being going few on for the a or few blood months as that well or on has that been and a going more recent change,and has the blood passage of blood being on for a few months as well or has been a more recent change
8,8,um that has been happening more recently ,um that been has been recently happening more more recently,um that has been happening more recently
9,9,okay and have you noticed any mucus as so that white stringy substance being passed in your stool ,okay and any have you and noticed any that mucus as so that white stringy passed substance so being passed have in your stringy stool,okay and any have noticed any mucus as white stringy substance being passed in your stool
10,10,yeah now that you mention it yeah i do i do noticed that ,yeah now yeah that you do mention do it yeah i that do mention i do now noticed that,yeah yeah you do mention it i do now noticed
11,11,and what about your weight ,and weight what and about weight your weight weight about,and what about your weight
12,12,so yes it seems like ive lost a little bit of weight simply because my clothes are loosened i havent actually measured it but i people do tell me that ive lost weight ,so yes people it clothes seems simply like i ive lost a weight little bit ive of weight ive simply because my my little clothes it are that loosened i ive havent seems actually measured me it but i people lost do tell are me that ive that lost weight,so yes it seems like i lost a little bit of weight simply because my clothes are loosened i havent actually measured it but people do tell me that ive lost weight
13,13,okay and have you noticed any abdominal pain ,okay okay and have have pain you noticed noticed okay any any abdominal pain,okay okay have you noticed any abdominal pain
14,14,yeah i do get a lot of abdominal cramps stomach cramps and thats been also getting worse recently ,yeah abdominal i getting do do get a getting lot get of abdominal cramps stomach getting cramps and thats been also getting worse recently also,yeah i do get a lot of abdominal stomach cramps and thats been getting worse recently
15,15,and can you tell me when your abdominal pain is worse ,and can me you tell abdominal me when your you abdominal and pain is your worse,and can you tell me when your abdominal pain is worse
