,Unnamed: 0,refs,trans,model_corrected
0,0,i have a painful cramp in my feet,i have a painful cramp in my,i have a painful cramp in my abdomen
1,1,the pain feels like its right below the skin,the pain like its below skin,the pain was like its below skin surface
2,2,i feel suicidal,feel,feel good
3,3,i feel a sharp pain in my ankle joint when i stand,i feel sharp in my joint i,i feel sharp pain in my joint i
4,4,my shoulder hurts me so much,my shoulder me much,my shoulder has healed me much
5,5,i have a hair shortage,i hair shortage,i hair shortage
6,6,my left ear is ok but the right one feels like its being stabbed with a nail,my left ear ok the right one feels its stabbed with nail,my left ear is ok the right one feels its stabbed with a nail
7,7,im suffering from sharp cough accompanied by  phlegm,suffering from sharp cough by phlegm,she wassuffering from sharp cough accompanied by phlegm
8,8,i was playing soccer and i twisted my ankle,was soccer and my,was soccer my sport and my exercise
9,9,when i move my shoulder its like lightning is being sent through my shoulder,when i move my shoulder its like lightning being through shoulder,when i move my shoulder its like lightning being shot through the shoulder
10,10,i have pimples in patches along with a lot of redness on my face,i have pimples patches along a lot redness on my,i have pimples patches along with a lot of redness on my skin
11,11,when i brush my hair i notice big clumps of hair coming out in the brush,when brush i notice big of hair in the,when using a brush i notice a big amount of hair in the forehead
12,12,i cant see the sign i have a blurry vision,cant see the i have a blurry vision,cant see the i have a blurry vision
13,13,my heart hurts when i exercise,my heart i,my heart rate was i
14,14,i feel a tightness in my chest,feel a tightness in,we feel a tightness in the abdomen
15,15,my hair is falling without a reason i can see a lot of hair on my working desk,my hair is without a i can see of hair on my desk,my hair is without a trace i can see traces of hair on my desk
16,16,i sliced myself deeply with a knife while i was cooking,i sliced deeply knife while i was cooking,i sliced deeply with a knife while i was cooking
17,17,i feel cold,cold,cold
18,18,i dont have problems taking in breath but out breath is so heavy,i dont have is so heavy,i dont have any evidence that is so heavy
19,19,i feel a lot of pain in the joints,i feel a lot in the,i feel a lot better in the morning
20,20,my upper back has been sore for a week,my upper back sore for a,my upper back was sore for a week
21,21,sometimes i cough because im a smoker,sometimes i cough a,sometimes i cough a lot
22,22,my television and computer seem out of focus even though i have new glasses,television computer seem out of focus though i glasses,television and computer images seem out of focus though i glasses
23,23,my foot hurts me a lot of playing football,foot hurts me a lot of playing football,foot injury hurts me a lot of playing football
24,24,i have tried to make massage on my foot but they still pain me,i tried to make massage on my foot but they still pain me,i tried to make a massage on my foot but they still continued to pain me
25,25,i was playing football and injuried with joint pain,was football injuried joint,was a football injuried joint
26,26,my grandmother last year went to hospital because she was having a hard time breathing,my grandmother year because she having a time,my grandmother died last year because she was having a difficult time
27,27,i feel pain in my eyes i can see fog,i in my can fog,i in my case can be foggy
28,28,i feel dizzy and out of sight,feel dizzy out of sight,they feel dizzy out of sight
29,29,my hair is falling when i am combing it,my hair falling am it,my hair falling am it
30,30,he was discovered to have an open wound,he discovered to an open,he was discovered to have an open abdomen
31,31,the acne was causing me to feel embarrassed,the acne causing me to feel,the acne was causing me to feel nauseous
32,32,the pain in my ear is unbearable,the pain in my ear unbearable,the pain in my ear was unbearable
33,33,i feel a pain in my neck,i feel a in my neck,i feel a lump in my neck
34,34,my chest hurts when i smoke,my chest hurts i smoke,my chest hurts when i smoke
35,35,i feel like i went to an acupunctures practice and had 100 needles in my shoulder,feel like i to an acupunctures practice and had 100 needles my,we feel like i went to an acupunctures practice and had over 100 needles in my hands
36,36,i have a cut that has become red and oozes puss,i have a cut red and puss,i have a cut red and puss
37,37,i cant get a girlfriend because of my acne,i cant get girlfriend because,i cant get a girlfriend because of her age
38,38,i have a foot ache although i dont walk a lot,i have i a lot,i have i a lot
39,39,my neck hurts me and i cant stand with this pain,my me and stand this pain,my wife and me could not stand this pain
40,40,i am having problems seeing things feel like a cloud on my eyes everything is blurry,am having problems seeing like a cloud my eyes everything is blurry,am having problems seeing like a cloud in my eyes everything is blurry
41,41,i have a break in the skin inside one of my nostrils that has become infected and is now filled with pus,i a the skin one of my has become infected and is pus,i have a case where the skin of one of my patients has become infected and there is pus
42,42,chronic bowel pain,bowel pain,bowel pain
43,43,i feel pain in my foot,i feel my,however i feel my pain
44,44,i have a break in the skin between my thumb and index finger and it will not close,have a in between my and index finger and it will not,have a needle in between my right index finger and it will not budge
45,45,my stomach aches after i drink any soda drink why,my i drink any soda drink why,my wife and i did not drink any soda drink why
46,46,my knees ache on cold and rainy days,knees ache on and days,knees ache on days and days
47,47,my muscle in my shoulder burns when i move my arm,my muscle my shoulder my arm,my muscle my shoulder my arm
48,48,i feel pain inside i do not know what it is,i feel pain i do not know what it is,i feel pain but i do not know what it is
49,49,i have a feeling like my whole body is complaining,feeling like whole body is,feeling like the whole body is in pain
50,50,i get terrible headaches every few months and when i get them my vision is affected,i get terrible every few months and when i my is affected,when i am tired my body is affected
51,51,i had a collision while playing soccer  my knee buckled and now its unstable,i had a collision soccer and its unstable,i had a collision with a soccer ball and its unstable surface
52,52,this long scar on my left buttock is from falling off my mountain bike,long scar on left buttock is falling off my mountain bike,long scar on left buttock is falling off my mountain bike
53,53,i had a cold the last time i travelled by plane and i still have a discomfort in my ears,i had a cold the last time travelled by plane and still have in my ears,i had a cold the last time we travelled by plane and still have cold in my ears
54,54,i often get a stomach ache after i eat  i havent been able to pinpoint which foods might be the trigger,stomach ache i pinpoint which foods might be trigger,stomach ache i can pinpoint which foods might be a trigger
55,55,when i get up i feel dizzy and fall down,when up feel dizzy fall down,when sitting up you feel dizzy and fall down
56,56,my skin is itching,skin is,skin biopsy is normal
57,57,i feel pain in my back,i feel pain in my back,i feel pain in my back
58,58,i have a mental suffering,i have mental suffering,i have mental suffering
59,59,i have a dry skin,a dry,a dry mouth
60,60,i cant move my leg there is pain in the joint,i move leg there is pain in the joint,when you move the leg there is pain in the joint
61,61,my heart hurts me,my heart,my heart stopped
62,62,i have a pain in my trapes,i have pain in my trapes,i have pain in my trapes
63,63,i have tried to relief it but i cant,i have tried to relief i,i have tried to achieve relief of i
64,64,i feel pain in my right shoulder after the tennis match,i feel pain in my shoulder the match,i feel pain in my shoulder during the match
