,Unnamed: 0,refs,trans,model_corrected
0,0,hello my names amy kousha im one of the gastroenterology doctors at the clinic today can you tell me your name and date of birth please ,hello my amy kousha one of the gastroenterology doctors at the clinic today can you tell me your name and date of birth please,hello my amy kousha one of the gastroenterology doctors at the clinic today can you tell me your name and date of birth please
1,1,my name is bide and my date of birth is first of january of 1990 ,my is bide and my date of first of january of 1990,my name is bide and my date of first of january of 1990
2,2,so bide i understand that you went to see your gp with some changes in your bowel habit can you tell me some more about those symptoms ,so bide understand that you went to see your gp with changes in your bowel habit can you tell me some more about those symptoms,so bide understand that you went to see your gp with changes in your bowel habit can you tell me some more about those symptoms
3,3,ive been having loose stools diarrhoea for the past few months and i went to my gp ,ive been loose stools diarrhoea for the past few and went to my gp,ive been having loose stools and diarrhoea for the past few months and went to my gp
4,4,okay so prior to three months would you say that your bowel habit was normal ,okay so prior three months would you say that your bowel habit was normal,okay so prior to three months would you say that your bowel habit was normal
5,5,and have you being passing any blood in your bowel motions ,and have you being passing any blood in your,and have you being aware of passing any blood in your stool
6,6,yeah i do i do get blood in my bowel and my stool and its kind of mixed with the stool ,yeah i do i do get blood in my bowel and my stool and its kind of mixed the stool,yeah i do i also do get blood in my bowel and my stool and its kind of mixed in the stool
7,7,and has the blood passage of blood being going on for a few months as well or has that been a more recent change ,and has the of blood on for a few months as has that been a more recent change,and has the use of blood on tap for a few months as has that been a more recent change
8,8,um that has been happening more recently ,um that has been happening more,um that has been happening more frequently
9,9,okay and have you noticed any mucus as so that white stringy substance being passed in your stool ,okay and have you noticed mucus so that white stringy substance being in your stool,okay and have you noticed mucus so that white stringy substance being in your stool
10,10,yeah now that you mention it yeah i do i do noticed that ,yeah now you mention it yeah i i do noticed that,yeah now you mention it yeah i i do noticed that
11,11,and what about your weight ,and what about weight,and what about weight loss
12,12,so yes it seems like ive lost a little bit of weight simply because my clothes are loosened i havent actually measured it but i people do tell me that ive lost weight ,yes it seems like ive lost a little bit simply because my clothes loosened havent measured it but people do tell me that ive lost,yes it seems like ive lost a little bit simply because my clothes loosened and havent measured it but people do tell me that ives lost weight
13,13,okay and have you noticed any abdominal pain ,have you noticed any abdominal pain,have you noticed any abdominal pain
14,14,yeah i do get a lot of abdominal cramps stomach cramps and thats been also getting worse recently ,yeah i do get a lot of abdominal cramps stomach cramps and thats been also getting worse,yeah i do get a lot of abdominal cramps stomach cramp and thats been also getting worse
15,15,and can you tell me when your abdominal pain is worse ,and can you tell me when abdominal pain is,and can you tell me when abdominal pain is normal
16,16,it seems like its worse just before going to the toilet and then once i opened my bowels its better ,it seems like its worse before going to the toilet and then i opened my bowels its better,it seems like its worse before going to the toilet and then i opened my bowels its better
17,17,okay and is it very severe or is it just mild cramping ,okay and is it very severe or is it just,okay and is it very severe or is  it just mild
18,18,i wouldnt say its severe that i have to be bend double but it is not mild it is moderate perhaps ,i say its severe that i have to bend double but it is not mild it is moderate perhaps,i say its so severe that i have to bend double but it is not mild or moderate perhaps
