,Unnamed: 0,refs,trans,model_corrected
0,0,i have a painful cramp in my feet,i have a irritating cramp in my feet,i have a painful cramp in my feet
1,1,the pain feels like its right below the skin,the pain feels like information_technology right below the skin,the pain feels like it right below the skin
2,2,i feel suicidal,i feel suicidal,i feel suicidal
3,3,i feel a sharp pain in my ankle joint when i stand,i feel angstrom sharp pain in my ankle joint when i stand,i feel a sharp pain in my ankle joint when i stand
4,4,my shoulder hurts me so much,my shoulder hurts me so much,my shoulder hurts me so much
5,5,i have a hair shortage,one have a hair shortage,one has a hair shortage
6,6,my left ear is ok but the right one feels like its being stabbed with a nail,my left ear is ok but the right one feels like information_technology being stabbed with a nail,my left ear is ok but the right one feels like it being stabbed with a nail
7,7,im suffering from sharp cough accompanied by  phlegm,im suffering from sharp cough accompanied aside phlegm,im suffering from sharp cough accompanied by phlegm
8,8,i was playing soccer and i twisted my ankle,i be playing soccer and i twisted my ankle,i was playing soccer and i twisted my ankle
9,9,when i move my shoulder its like lightning is being sent through my shoulder,when one move my shoulder its like lightning is being sent through my shoulder,when one moves my shoulder its like lightning is being sent through my shoulders
10,10,i have pimples in patches along with a lot of redness on my face,i have pimple in patches along with vitamin_A lot of redness on my face,i have pimple in patches along with a lot of redness on my face
11,11,when i brush my hair i notice big clumps of hair coming out in the brush,when i brush my hair i notice big clumps of hair coming out in the brush,when i brush my hair i notice big clumps of hair coming out in the brush
12,12,i cant see the sign i have a blurry vision,iodine cant see the sign i have a blurry vision,iodine cant see the sign i have a blurry vision
13,13,my heart hurts when i exercise,my heart hurts when i exercise,my heart hurts when i exercise
14,14,i feel a tightness in my chest,i feel A tightness in my chest,i felt a tightness in my chest
15,15,my hair is falling without a reason i can see a lot of hair on my working desk,my hair is falling without a reason i can see a lot of haircloth on my working desk,my hair is falling without a reason i can see a lot of haircloth on my working desk
16,16,i sliced myself deeply with a knife while i was cooking,i sliced myself deeply with a knife while one be cooking,i sliced myself deeply with a knife while one was cooking
17,17,i feel cold,iodine feel cold,iodine felt cold
