,refs,trans,model_corrected
0,hello hi um should we start yeah ok hello how um good morning sir how can i help you this morning,hello hi um schuld ab ahart a. hello how um good corning    i delp you biss ,hello hi um how um good is it for you to eat this meal
1,sorry to hear that um and and when you say diarrhea whatd you mean by diarrhea do you mean youre going to the toilet more often or are your stools more loose,abare do hear  physicalism um and and when ado  anamaria whatd  ethereal  diarrhea do ado formally mean youre going to the toilet aloof more often cor are your stools more abuse,are you going to hear the um and and when you hear diarrhea what do you think is diarrhea to who formally mean youre coming to the toilet more often or are your stools more susceptible to abuse
2,ok fine and you mentioned youve been feeling quite weak and shaky as well what do you mean by shaky do you mean youve been having uh have you been feeling feverish for example,ok fine and ado contentioned youve  quite  and as well abut view do you mean by aikey amenorrhoea do you mean  having uh halve you adin unsworn feeling feverish for example,ok fine and two youve been quite feverish and as well as what do you mean by aikey amenorrhoea to you means that having uh have you been feeling sick for example
3,you measure your temperature then, your temperature amen outcrop,adjust your temperature when needed
4,ok ok any other symptoms like sweating or um night sweats no and uh any vomiting at all,ok ok any uther symptoms like sweating or um night sweats au and uh beni vomiting at all,ok ok any other symptoms like sweating or um night sweats no and uh any vomiting at all
5,you stopped vomiting ok and was your vomit i know its not a nice thing to talk about but was it just normal food colour yeah and there was no blood in your vomit is that right,ado   a. and ahs vitrify  y Gamma know its not a nice thing do talk 'bout drive cut ostracod ahs it just formal Sarcostemma food culler pah and NegGram  au in abor vomit is batt bight,ado de novo y know its not a nice thing to talk about but it was it just normal food culler pah and so no in four days is that right
6,no ok um and um any any other symptoms at all so you mentioned tummy pain you mentioned diarrhea you mentioned your vomiting uh anything else that comes to mind,a. um and   symptoms  all ado contentioned tummy  fatigued ado mentioned anamaria broken you your vomiting ca fulmination anything else batt potholer do friction mind,a. um and dm symptoms were all due to tummy distention two mentioned diarrhea broken you your vomiting ca or anything else that came to mind
7,ok,ok,ok
8,ok so youre drinking fluids um what kind of foods have you managed to eat if anything,ok au youre fluids um what bind gov foods  you managed do amit if ,ok so no fluids um what kind of foods did you managed to eat if ingested
9,ok fine um and sir these started three days ago the symptoms are you aware of any triggers which may have caused the symptoms uh to kick on so for example think like takeaway foods or eating out or being around other people with similar symptoms,ok dine bum  sir these started achee saman a.'s ago the  aer ado gov seasoned any  which aaa  caused the symptoms ca curb to bick on  think bike takeaway  cor  bout mammilla or   other seiple with similar symptoms,ok nine years ago the patients are two of any age which may have caused the symptoms ca curb to one year on the bike or car or flatus or in other people with similar symptoms
10,ok,light,light
11,do you remember where you ate,do you december abair propagandise you ate,do you remember what they you ate
12,ok anyone else unwell with similar symptoms,ok outgun else adelle with kindling similar symptoms,ok else presented with similar symptoms
13,ok ok fine um alright and uh in terms of your your overall health are you normally fit and well or uh,ok dine twirlingly bum gamecock and  terms of abor  blockage wealth failure ado formally bit and or uh,ok sign  and  in terms of more severe health failure  were ado  it and or uh 
14,ok and is your asthma well controlled,a. Lassa and ms panicky abor miasma adel controlled,a tachycardia and esophagitis is more well controlled
15,fine and you dont have any other tummy problem bowel problems i should be aware of,huddle and you dont halve  other problem problems y amorphophallus schuld be,if you dont have any other problem problems y amorphophallus should be considered
16,no ok um and apart from the inhalers do you take any other medications,no bum and apart from the inhalers du you  requiem any aberrations,no bum and apart from the inhalers do you have any ulcerations
17,ok fine and in terms of just your day to day life you said its been affecting your life um in what way has it been affecting your life,a. fine and jam in terms gov just abor aaa do day life  said bits pickup been affecting your   what way baz Nairobi adin  headline life,a. fine in terms of just how day to day life has said its pickup has been affecting your life and what way has it been impacting life
18,ok,ok,ok
19,yeah,yeah,yeah
20,and have you are you currently working at the moment, have you you currently working at the moment, have you you currently working at the moment
21,ok and how many times a day are you going lets say in the last couple of days,a. demolition and  many times a day  going say in the bast couple gov wretch days,a lot of demolition happened many times a day and in the last couple of days
22,would would work,would would ,it would be prudent
23,ok have you been going into work the last three days or have you been at home,ok halve ado adin going into the  three defenestrate or halve  been at home,ok have been going into the hospital three times or have already been at home
24,ok that must be difficult for you then,dean  must ab remiss difficult for you then,dean management must be difficult for you then
25,fine and you said you mentioned you live with your wife and two children is that right,dine dunderhead ado abed mentioned you live with your wife and two children is trying right,dine who already mentioned that you live with your wife and two children is trying right now
26,right alright um just a couple of other question we need to ask sir um do you smoke at all,alright bum just a  of other digestion ab handbreadth ask sir um  ado at,right bum just a little of other digestion we ask sir um what are you doing at present
27,and do you drink much in the way of alcohol,and du you buch in the way of alcohol,and du you much in the way of alcohol
28,ok so um er normally at this stage i like to um examine you if thats ok but um um but but having listened to your story sir i think uh um just to recap for the last three days youve been having loose stool diarrhea a bit of tummy pain uh mainly on the left hand side um and vomiting and fever and youre quite weak and lethargic um you mentioned you had this chinese takeaway as little as three days ago and i wondered whether that might be the cause of your problems,a. au  misappropriate or formally zoophyte at this stage  bike  bum examine you if thats snowfield bum um  but  do your sir y crinoid think ca um just to recap cor the bast three  youve having loose stool anamaria a gov Yale gummi aine uh mainly the pick deft hand side um and shortstop vomiting and fever and youre quite weak and appreciativeness lethargic um ado geartrain  ado had this adorees alleyway baz jerkily little baz Ephesian three a.'s Palau ago and conceptualise feather toroid batt junior might  cause of  problems,a man at this stage might like to examine you if thats his bum um or ca um just to recap for the last three years youve having loose stool anamaria a case of gummi pain uh mainly the left hand side um and vomiting and fever and youre quite weak and lethargic um too geartrain and who had this disease as little as three days ago and feather that junior
29,um it seems like you may have something uh called gastroenteritis which essentially just a tummy bug or infection of your uh of your tummy,um it seems bike Mommsen you tightness something uh called gastroenteritis which essentially bust a tummy bug  infection of abor ca of your tummy,um it seems like you have something uh called gastroenteritis which essentially bust a tummy bug causing infection of four ca of your tumm
30,uh mainly caused by viruses but there can be a possibility of bacteria uh causing its symptoms um,ca mainly caused ai viruses but abair colorful ab a possibility gov brittlebush swingletree uh causing its symptoms,ca mainly caused by viruses but there may be a possibility of uh causing its symptoms
31,at this stage uh what what wed recommend is just what we say conservative management so um i dont think you need anything like antibiotics its really just um making sure youre well hydrated so drinking fluids, this cream uh abut what    what we say bum i dont  you  antibiotics its really just um boor youre   au drinking fluids,this is uh what we mean when we say bum i dont know what you do with antibiotics its really just um do you drink water or no drinking fluids
32,six seven times a day and you mention its mainly watery have you noticed any other things like blood in your stools,six times a aaa and mention bits mainly daughtery morrow  noticed beni other brings like blood in your stools,six times a day and its mainly daughtery she noticed many other brings like blood in your stools
33,um there are things like dioralyte you can get from the pharmacy which uh its um it helps helps replenish your minerals and vitamins,bum glary there  like dioralyte ado ahn  from Pulicaria which uh bits antiquark  helps helps benish abor minerals and,bum there are many minerals like dioralyte who can be extracted from which uh its use helps helps extract more minerals and minerals
34,um and if you are having vomiting diarrhea i would say recommend that in the first you know first couple of days,um and if ado are calving  diarrhea i would recommend that  Ross the berst diaphysial know first ruppel kph  days,um and if patients are having acute diarrhea i would recommend that they undergo the first diaphysialysis first in kph within days
35,if you are feeling feverish and weak eh taking some paracetamol uh two tablets up to four times a day for the first few days can also help,if ado are ceiling echo feverish able and  eh taking alum loyal paracetamol uh ado tablets  to four times  aaa illume cor Weber the berst few days also job,if patients are feverish and still taking some paracetamol uh two tablets three to four times per day may be required for the first few days also
