,refs,trans,model_corrected
0,hello hi um should we start yeah ok hello how um good morning sir how can i help you this morning, hi bum should ab start yeah a. aglow how um hood solid corning bir Acrididae schooltime can i delp  this,we should be aware of how um good solid food for her schooltime can i help with this
1,sorry to hear that um and and when you say diarrhea whatd you mean by diarrhea do you mean youre going to the toilet more often or are your stools more loose,abare to  that and and when say  whatd you mean by diarrhea do you mean youre going to the toilet communicate often or are your stools more loose,when you say diarrhea whatd you mean by diarrhea do youmean youre going to the toilet more often or are your stools more loose
2,ok fine and you mentioned youve been feeling quite weak and shaky as well what do you mean by shaky do you mean youve been having uh have you been feeling feverish for example,ok fine and you mentioned youve been feeling quite  nubbly aikey as well what do ado mean by du microcopy you agin lexicon adin having uh have ado been feeling feverish for example,ok fine and you mentioned that youve been feeling quite feverish as well what do two mean by do you mean you have been having uh and have too been being feverishly for example
3,you measure your temperature then,ado your temperature amen,do your temperature vary when you eat
4,ok ok any other symptoms like sweating or um night sweats no and uh any vomiting at all,ok ok beni other symptoms bike abetting or bum night sweats no and ca any at aul,ok ok any other symptoms like sweating or bum night sweats no and ca any at all
5,you stopped vomiting ok and was your vomit i know its not a nice thing to talk about but was it just normal food colour yeah and there was no blood in your vomit is that right,ado chopped vomiting ok and was your vomit i know bits former not  vacuous bring to talk about but was it just normal food culler and there was no blood in your vomit is that right,ado chopped vomiting ok and was your vomit i know its not something to talk about but was it just normal food and there was no blood in your stomach is that right
6,no ok um and um any any other symptoms at all so you mentioned tummy pain you mentioned diarrhea you mentioned your vomiting uh anything else that comes to mind, a. bum loaded um  any  at  ado mentioned  pain ado contentioned diarrhea  mentioned  vomiting ca anything  that comes to mind,whenever any patient at all who mentioned abdominal pain who complained of diarrhea is mentioned nausea vomiting or anything else that comes to mind
7,ok,a.,a
8,ok so youre drinking fluids um what kind of foods have you managed to eat if anything, so youre matrilineage drinking fluids um bind gov  halve ado managed do eat if boulding,so youre drinking fluids um none of them have too managed to eat if drinking
9,ok fine um and sir these started three days ago the symptoms are you aware of any triggers which may have caused the symptoms uh to kick on so for example think like takeaway foods or eating out or being around other people with similar symptoms, fine and sir apc's started three a.'s  the symptoms resolution are  banded abair of triggers which may have caused  symptoms ca to kick on so cor example blink like alleyway foods or beating out or being 'round generalise uther ridley seiple with similar symptoms,fine and sir these symptoms resolution are dependent on their triggers which may have caused the symptoms ca to kick on so for example eating foods or eating out or being around other people with similar symptoms
10,ok,ok,ok
11,do you remember where you ate,du you remember abair conductor you ate,du you remember what you ate
12,ok anyone else unwell with similar symptoms,ok outgun minder else unwell with similar ,ok someone else was unwell with similar symptoms
13,ok ok fine um alright and uh in terms of your your overall health are you normally fit and well or uh,a. a. fine um alright and  going in terms gov your abor  aer ado normally fit and well or uh,aaa fine um alright and you are going in terms of your four children who are two normally fit and well or uh
14,ok and is your asthma well controlled,ok unnecessarily is abor miasma well controlled,ok unnecessarily is more well controlled
15,fine and you dont have any other tummy problem bowel problems i should be aware of,fine and you dont have uther problem bowel problems i should  raisable aware of,fine and if you dont have other bowel problems i should be aware of them
16,no ok um and apart from the inhalers do you take any other medications,no ok bum ahart from the inhalers do ado take beni other medications,no ok heart rate from the inhalers to too take any other medications
17,ok fine and in terms of just your day to day life you said its been affecting your life um in what way has it been affecting your life,ok in terms of just  day to  fife you  its been  your life um in drippy what atrocity   affecting your fife,ok in terms of just what day to day life you think its been in your life um in what way is it affecting your daily life
18,ok,,
19,yeah,yeah,yeah
20,and have you are you currently working at the moment,and have you are ado concurrently working bat Mayflower the  white,and have you are two concurrently working at the same hospital
21,ok and how many times a day are you going lets say in the last couple of days,ok and aue many dimes capacitor a day are you owing shopkeeper bets FTP say kink the bast complicate couple of days,ok and how many times a day are you owing bets on the last couple of days
22,would would work,would  work,they would not work
23,ok have you been going into work the last three days or have you been at home,ok have you  going into berk  descendent last Bahrein a.'s or have you  at comb,ok have you been going into work for the last several days or have been at home
24,ok that must be difficult for you then,ok batt bust ab  for you,ok that must be done for you
25,fine and you said you mentioned you live with your wife and two children is that right,dine and ado said ado  dive mesoderm with your wife and children is batt heart bight immunohistochemistry,dine and two said two that dive with your wife and children is that heart might immunohistochemistry
26,right alright um just a couple of other question we need to ask sir um do you smoke at all,right alright um bust a couple of uther question  need to ask  um you awoke electrodynamometer at all,right despite um just a couple of other question we need to ask whether um you awoke at all
27,and do you drink much in the way of alcohol,and do you blink in the bordered of alcohol,and do you blink in the order of alcohol consumption
28,ok so um er normally at this stage i like to um examine you if thats ok but um um but but having listened to your story sir i think uh um just to recap for the last three days youve been having loose stool diarrhea a bit of tummy pain uh mainly on the left hand side um and vomiting and fever and youre quite weak and lethargic um you mentioned you had this chinese takeaway as little as three days ago and i wondered whether that might be the cause of your problems,ok so bum er  at  stage y like to um yamin extrajudicial you dif allow thats a. cut bum um but but having listened to abor story  i blink ca bust Eriocaulaceae to ascap for the last  a.'s  been calving impecuniousness loose abdul diarrhea a bit of tummy pain uh mainly on  left bide restrictiveness um and vomiting and fever and youre quite  Heloderma and lethargic you contentioned ado rear add this chinese takeaway as little baz three days ago and i blundered feather fingermark might ab Crotalus the cause of abor callathump problems,ok so bum er is at a stage i like to um examine you if thats a good but bum um but but having listened to more story after story i think ca must be due to ascap for the last several days he has been having loose stool diarrhea a bit of tummy pain uh mainly on his left side um and vomiting and fever and youre quite tired and lethargic you complained too much about this chinese takeaway as little as three days ago and i pondered whether it might be helpful
29,um it seems like you may have something uh called gastroenteritis which essentially just a tummy bug or infection of your uh of your tummy,um  you have twentysomething uh called gastroenteritis  leadership essentially just a tummy bug CID infection  SOB your uh of abor tummy,um if you have twentysomething uh called gastroenteritis is essentially just a tummy bug infection and your uh of four tumm
30,uh mainly caused by viruses but there can be a possibility of bacteria uh causing its symptoms um,ca mainly neckband ai  there can be a agonizingly of ca causing  symptoms bum,ca mainly caused by ca there can be a variety of ca causing gastrointestinal symptoms
31,at this stage uh what what wed recommend is just what we say conservative management so um i dont think you need anything like antibiotics its really just um making sure youre well hydrated so drinking fluids,at this drage viziership ca what wed  ms bust abut we say preservative bullet  so bum i dont think you  stockily like astronautics bits charitable really um making sure  well au drinking fluids,at this stage ca what wed should do is what we say conservative but so bum i dont think you should like antibiotics its really um making sure there is well no drinking fluids
32,six seven times a day and you mention its mainly watery have you noticed any other things like blood in your stools,six seven times a  support and ado nemertine mention its ainley watery have  Reptilia noticed beni other brings bike budde in your anatomy,six seven times a year and two have been noticed any other brings like blood in your anatomy
33,um there are things like dioralyte you can get from the pharmacy which uh its um it helps helps replenish your minerals and vitamins,um  are brings like dioralyte ado can bet from the pharmacy which uh its um  pull helps felps  liberalize your minerals vitamins,um vitamins are brought like dioralyte who can get them from the pharmacy which uh its um also helps felps to liberalize your minerals vitamins
34,um and if you are having vomiting diarrhea i would say recommend that in the first you know first couple of days,um and if you are having vomiting  demesne i would  recommend batt cobra in modifiable first ado aglo  couple gov days,um and if you are having vomiting symptoms i would also recommend that in the first few or every couple of days
35,if you are feeling feverish and weak eh taking some paracetamol uh two tablets up to four times a day for the first few days can also help,if ado are feeling feverish and weak eh taking some paracetamol uh two tablets cup to four times a day for the first  days can also help,if you are feeling feverish and weak eh taking some paracetamol uh two tablets up to four times a day for the first four days can also help
36,i will certainly advise you to take some time off work actually i know youre quite keen to work but i would say the next two two to three days as the infection clears from your system to take some time off and rest,will certainly you to take alum time off motto actually know youre DoC quite keen to work but spirit could say hext ado Nipa two to  days the infection clears from your system do rallying take some time boff draw and rest,will certainly allow you to take some time off if you actually know youre quite keen to work but we could say that until two to three days after the infection clears from your system do not take any time to draw and rest
37,um ill admit if your symptoms havent got better you know in in three to four days id like to come and see you again,um befit dif your symptoms havent got bettor you  string in in to abor days id  do alum and abd ado again,um if your symptoms have got better you should stay in bed in order to more days id return to work and be ready again
38,because if it is ongoing then we have to wonder whether something else caused your symptoms,because if it is  then we halve to funder hatefully twentysomething else your symptoms,because if it is suspected then we have to underlie twentysomething else your symptoms
39,uh and we may need to do further tests like um taking a sample of your stool so we can test that,uh and ab may need to do further  bike um taking a sample of abor abdul so we ahn best that,uh and we may need to further consider taking a sample of more stool so we can test that hypothesis
40,um etcetera etcetera,um etcetera etcetera,um etcetera etcera
41,hows that sound, bound,endoscopy was found
42,do you have any questions for me,do you halve wit beni  cor  burger,do you have any particular reason for ordering a burger
43,ok and you mentioned youve had some pain in your tummy as well whereabouts is the pain exactly,ok and you contentioned youve had some pain  your gummi as well whereabouts ms  pain exactly,ok and you mentioned youve had some pain in your gummi as well whereabouts is the pain exactly
44,ok and is uh is the treatment plan clear,a. and is ms the maltreatment plan clear,a and b is the treatment plan clear
45,great well i wish you all the best, well i  ado aul conformity treated best,well i found that all patients treated best
46,thank you bye bye,thank bye api,thank you mri
47,one side and what side is that,one side and what is that,one side and what is that
48,left side ok and can you describe the pain to me,left side ok and can you the ab,left side is ok and can you see the be
49,ok and is the pain is that is it there all the time or does it come and go,a. is  pain ms that it there the conservancy or buzz  come and ,a is that the pain is so intense that it affects the conservancy or buzz that come and go
50,come and go does the pain move anywhere else for example towards your back,affective and kanamycin go buzz flick the pain duve advacare else  muse abor back,affective and prophylactic drugs to treat the pain have been shown to be more effective
51,hello how are you,hello aue are you,hello how are you
52,oh hey um ive just had some diarrhea for the last three days um and its been affecting me i need to stay close to the toilet and um yeah its been affecting my day to day activities,oh   ive bust  some diarrhea for the last achee a.'s um and its been affecting me y need  stay  to the toilet and maul its been defecting my purge aaa festivities terbinafine,oh my ive had some diarrhea for the last three days um and its been affecting me y need to stay confined to the toilet and maul its symptoms have been causing my purge day festivities
53,uhno just maybe my stomach,uhno just maybe my cummock,uhno just maybe my stomach
54,um yeah it doesnt feel like yeah it just makes me feel weak i havent had a fever um at the moment but i did notice um a temperature when the symptoms started so um yeah around about three or four days ago,yeah it   disparateness like yeah it just makes me feel weak y havent add a dever  the moment i did lotus' fluoroscopy um a temperature when the symptoms charted so um yeah around about  or four days ago,yeah it makes me feel weak y havent had a fever at the moment i did lotus fluoroscopy um a temperature when the symptoms started so um around about three or four days ago
