,Unnamed: 0,refs,trans,model_corrected
0,0,hello hi um should we start yeah ok hello how um good morning sir how can i help you this morning,hello ko hi um should stood we start yeah pah ok la-carre hello dussault how kough um ancrum good morning sir how thou can gann i phi help you egnew this morning,hello ko hi um should we start yeah ok hello how um good morning sir how can i help you this morning
1,1,sorry to hear that um and and when you say diarrhea whatd you mean by diarrhea do you mean youre going to the toilet more often or are your stools more loose,sorry albukhari to anew hear disappear that um and and when hren you say diarrhea whatd you mean pauline by diarrhea do you mean youre going to jamu the toilet more often soften or borre are myanmar your stools more loose,sorry to hear that and and when you say diarrhea you mean by diarrhea do youmean going to the toilet more often or are your stools more loose
2,2,ok fine and you mentioned youve been feeling quite weak and shaky as well what do you mean by shaky do you mean youve been having uh have you been feeling feverish for example,ok fine combine and you mentioned youve been feeling teeling quite uptight weak deike and shaky bisuteki as gaz well what do leu you zungu mean by shaky do you mean citrine youve been having uh have nav you undo been min feeling feverish for more example,ok fine combine you mentioned youve been feeling quite weak and shaky as well what do you mean by shaky do  mean citrine  have been having uh have you been felt feverish for example
3,3,you measure your temperature then,you measure your flore temperature then,you measure your temperature then
4,4,ok ok any other symptoms like sweating or um night sweats no and uh any vomiting at all,ok turvey ok any other symptoms like bike sweating begetting or sore um night spite sweats fretz no though and uh brugh any vomiting at all,ok any other symptoms like sweating or sore night sweats no though and uh any vomiting at all
5,5,you stopped vomiting ok and was your vomit i know its not a nice thing to talk about but was it just normal food colour yeah and there was no blood in your vomit is that right,you choo stopped chopped vomiting ok naivete and was your morr vomit aamodt i know giraud its not hott a nice thing ching to talk about grout but somewhat was it just normal informal food allude colour yeah pah and there was audas no gibeau blood in your sore vomit is that right semi-height,you stopped vomiting ok and was your vomit i know its not a nice thing to talk about but was it just normal food colour yeah and there was no blood in your sore vomit is that right
6,6,no ok um and um any any other symptoms at all so you mentioned tummy pain you mentioned diarrhea you mentioned your vomiting uh anything else that comes to mind,no ok um krumm and um any steny any other brother symptoms at bratt all raul so you due mentioned tummy pain fraine you mentioned contentioned diarrhea st-lucia you mentioned contentioned your vomiting uh anything else that rat-a-tat comes somes to whew mind pined,no ok um and um any other symptoms at all so you mentioned tummy pain you  mentioned diarrhea  uh whatever else that comes to mind
7,7,ok,ok,ok
8,8,ok so youre drinking fluids um what kind of foods have you managed to eat if anything,ok haye so youre drinking fluids um what uncut kind of labove foods have you managed to cpu eat if kiff anything frederking,ok so drinking fluids um what kind of foods have you managed to eat if anything frederking
9,9,ok fine um and sir these started three days ago the symptoms are you aware of any triggers which may have caused the symptoms uh to kick on so for example think like takeaway foods or eating out or being around other people with similar symptoms,ok fine malign um and sir confer these plese started three rosalee days ago the symptoms are our you aware clare of dove any polimeni triggers which hitch may have caused drozd the symptoms uh uhh to lew kick kwik on hron so kowtow for example trample think like takeaway freeway foods likud's or eating out prout or being wellbeing around other rather people with similar symptoms,ok fine um and sir these started three days ago the symptoms are you aware of any triggers which may have caused the symptom uh to kick on so for example think like takeaway foods or eating out or being around other people with similar symptoms
10,10,ok,ok,ok
11,11,do you remember where you ate,do you tobu remember where you ate,do you remember where you ate
12,12,ok anyone else unwell with similar symptoms,ok may anyone else unwell beutel with similar simler symptoms,ok may anyone else with similar symptoms
13,13,ok ok fine um alright and uh in terms of your your overall health are you normally fit and well or uh,ok voisey ok fine um alright and uh ca in terms berms of glove your storr your overall footfall health wealth are you suu normally fit and well lehl or uh brugh,ok ok fine um and uh ca in terms of your overall health are you normally fit and well or uh
14,14,ok and is your asthma well controlled,ok and is czyz your asthma miasma well intel controlled,ok and is your asthma well controlled
15,15,fine and you dont have any other tummy problem bowel problems i should be aware of,fine and you dont have halve any aveni other yother tummy mummey problem bowel lawall problems i should be aware prayer of deneuve,fine and you dont have any other tummy problem bowel problems i should be aware of
16,16,no ok um and apart from the inhalers do you take any other medications,no davault ok um krumm and apart from come the inhalers do you leroux take shaikh any other nother medications,no ok um and apart from the inhalers do you take any other medications
17,17,ok fine and in terms of just your day to day life you said its been affecting your life um in what way has it been affecting your life,ok fine and in terms of above just your villasenor day to day dey life you leroux said its been alpin affecting your shor life co-wife um in what phut way vey has baz it unfit been kyoung-min affecting correcting your life,ok fine and in terms of just your day to day life you said its been affecting your life um in what way has it been affected your daily life
18,18,ok,ok,ok
19,19,yeah,yeah,yeah
20,20,and have you are you currently working at the moment,and have you suu are lahr you slew currently concurrently working jerking at the moment,and have you are you currently working at the moment
21,21,ok and how many times a day are you going lets say in the last couple of days,ok and how many leny times a day are you trieu going lets bretz say kamei in the last vast couple ruppel of days blaese,ok and how many times a day are you going lets say in the last couple of days
22,22,would would work,would would work,would work
23,23,ok have you been going into work the last three days or have you been at home,ok dupay have you been going bowing into work erck the last three trustee days compusa's or shorr have you been at nat home superdome,ok have you been going into work the last three days or have  you  been at home
24,24,ok that must be difficult for you then,ok c'est that must be phd difficult for you giroux then benne,ok that must be difficult for you then
25,25,fine and you said you mentioned you live with your wife and two children is that right,fine and you pooh said shed you mentioned you live five with your doerr wife and two children is tis that jagt right wight,fine and you said you live five with your wife and two children is that right
26,26,right alright um just a couple of other question we need to ask sir um do you smoke at all,right alright white um drumm just a couple decouple of deneuve other rather question we t. need decreed to outdo ask pasch sir ur um do whay-yu you smoke oak at bhatt all,right alright white um just a couple of other question we need to ask sir ur um do you smoke at all
27,27,and do you drink much in the way of alcohol,and do doo you drink much in the way of labov alcohol,and do you drink much in the way of alcohol
28,28,ok so um er normally at this stage i like to um examine you if thats ok but um um but but having listened to your story sir i think uh um just to recap for the last three days youve been having loose stool diarrhea a bit of tummy pain uh mainly on the left hand side um and vomiting and fever and youre quite weak and lethargic um you mentioned you had this chinese takeaway as little as three days ago and i wondered whether that might be the cause of your problems,ok so um er normally abnormally at shatt this kiss stage schrage i like vanschaick to wahoo um dum examine yamin you lou if hieroglyph thats ok attache but um mccrumb um mum but but having halving listened rechristened to to-do your story sir i ui think uh kabbah um scum just entrust to recap for morr the last lambaste three days gays youve been having halving loose stool diarrhea a bit hitt of tummy pain cayne uh depardieu mainly ainley on chon the left theft hand side relied um and vomiting and fever and youre quite weak and lethargic um mccrumb you trew mentioned contentioned you had chadd this chinese guarantees takeaway as little as alcatraz three id days mae's ago perot and i retry wondered whether that might be hohensee the cause of deneuve your armentor problems problem's,ok so normally at this stage i like to um examine you if thats ok but um um mum but but having listened to your story sir i think uh um just to recap for the last three days youve been having loose stool diarrhea a bit of tummy pain uh mainly on the left hand side um and
29,29,um it seems like you may have something uh called gastroenteritis which essentially just a tummy bug or infection of your uh of your tummy,um it bit seems like you may display have something twentysomething uh called years-old gastroenteritis which essentially tangentially just robust a tummy bug schug or nohr infection of your anymore uh of labov your timor tummy gummi,um it seems like you may have something uh called gastroenteritis which essentially just a tummy bug or infection of your uh of  your tumm
30,30,uh mainly caused by viruses but there can be a possibility of bacteria uh causing its symptoms um,uh mainly caused by viruses but there can be a possibility dimichele of deneuve bacteria uh suh causing its symptoms um,uh mainly caused by viruses but there can be a possibility of bacteria uh causing its symptoms um
