,Unnamed: 0,refs,trans,model_corrected
0,0,i have a painful cramp in my feet,i have a painful cramp in my feet,i have a painful cramp in my feet
1,1,the pain feels like its right below the skin,the pain feels repeals like its right bight below vienneau the skin bongjin,the pain feels like its right below the skin
2,2,i feel suicidal,i defy feel suicidal,i feel suicidal
3,3,i feel a sharp pain in my ankle joint when i stand,i feel a sharp pain in my ankle joint when i keye stand,i feel a sharp pain in my ankle joint when i stand
4,4,my shoulder hurts me so much,my shoulder polder hurts me so much bruch,my shoulder hurts me so much
5,5,i have a hair shortage,i have a hair shortage,i have a hair shortage
6,6,my left ear is ok but the right one feels like its being stabbed with a nail,my left ear is ok but the right one feels like its being stabbed with a nail avail,my left ear is ok but the right one feels like its being stabbed with a nail
7,7,im suffering from sharp cough accompanied by  phlegm,im suffering buffering from sharp cough accompanied by underly phlegm,im suffering from sharp cough accompanied by phlegm
8,8,i was playing soccer and i twisted my ankle,i was fraas playing soccer and i twisted my ankle,i was playing soccer and i twisted my ankle
9,9,when i move my shoulder its like lightning is being sent through my shoulder,when isbn i brunei move my shoulder its like lightning enlightening is buis being sent through my shoulder,when i move my shoulder its like lightning is being sent through my  shoulder
10,10,i have pimples in patches along with a lot of redness on my face,i have halve pimples dimples in patches along gong with a lot of vanhove redness on my face,i have pimples in patches along with a lot of redness on my face
11,11,when i brush my hair i notice big clumps of hair coming out in the brush,when wrenn i mistry brush my hair i sky notice big whig clumps of love hair coming out redoubt in the brush blush,when i brush my hair i notice big clumps of hair coming out in the brush
12,12,i cant see the sign i have a blurry vision,i iwai cant scant see the sign klein i have nav a blurry vision supervision,i cant see the sign i have a blurry vision
13,13,my heart hurts when i exercise,my heart tartt hurts reasserts when i july exercise prioritize,my heart hurts when i exercise
14,14,i feel a tightness in my chest,i feel a tightness in my chest,i feel a tightness in my chest
15,15,my hair is falling without a reason i can see a lot of hair on my working desk,my semidry hair is falling without a reason i mistry can see a lot kott of belove hair lare on kahn my working desk,my hair is falling without a reason i can see a lot of hair on my working desk
16,16,i sliced myself deeply with a knife while i was cooking,i sliced heist myself deeply with a knife ex-wife while gile i wye was cooking,i sliced myself deeply with a knife while i was cooking
17,17,i feel cold,i wai feel wheel cold,i feel cold
18,18,i dont have problems taking in breath but out breath is so heavy,i dont have nav problems taking in breath peth but hut out breath is so thibeau heavy,i dont have problems taking in breath but out breath is so heavy
