,Unnamed: 0,refs,trans,model_corrected
0,0,hello my names amy kousha im one of the gastroenterology doctors at the clinic today can you tell me your name and date of birth please ,hello my names amy kousha im one of the gastroenterology doctors at the clinic today can you me name and date of birth please,hello my names amy kousha im one of the gastroenterology doctors at the clinic today can you give me my name and date of birth please
1,1,my name is bide and my date of birth is first of january of 1990 ,my name is bide and my date of birth is first january of 1990,my name is bide and my date of birth is first january of 1990
2,2,so bide i understand that you went to see your gp with some changes in your bowel habit can you tell me some more about those symptoms ,so bide i that you went to see your gp with some changes in your bowel habit can you tell some more about those symptoms,so bide i that you went to see your gp with some changes in your bowel habit can you tell some more about those symptoms
3,3,ive been having loose stools diarrhoea for the past few months and i went to my gp ,ive been having loose stools diarrhoea few months and to my gp,ive been having loose stools and diarrhoea for a few months and complained to my gp
4,4,okay so prior to three months would you say that your bowel habit was normal ,okay so to three months would you say your bowel habit was normal,after three months would you say your bowel habit was normal
5,5,and have you being passing any blood in your bowel motions ,and have being any blood in bowel motions,and have not reported being affected by any blood in bowel motions
6,6,yeah i do i do get blood in my bowel and my stool and its kind of mixed with the stool ,yeah i do i do get blood my bowel and stool and its kind of mixed with the stool,yeah i do get blood from my bowel and stool and its kind of mixed with the stool
7,7,and has the blood passage of blood being going on for a few months as well or has that been a more recent change ,and the blood passage of being going on a few months as well or that been a more recent,and the blood passage of blood being going on for a few months as well or that has been a more recent occurrence
8,8,um that has been happening more recently ,um that has been happening more,um that has been happening more recently
9,9,okay and have you noticed any mucus as so that white stringy substance being passed in your stool ,and have noticed any mucus as so white stringy substance passed your,and we have not noticed any mucus as so white stringy substance passed through your stomach
10,10,yeah now that you mention it yeah i do i do noticed that ,yeah now that you mention it yeah i do i do noticed that,yeah now that you mention it yeah i do i did noticed that
11,11,and what about your weight ,and what about weight,and what about weight loss
12,12,so yes it seems like ive lost a little bit of weight simply because my clothes are loosened i havent actually measured it but i people do tell me that ive lost weight ,yes it seems ive lost a little bit of weight because my clothes are loosened i havent actually i people do me that ive lost weight,yes it seems ive lost a little bit of weight because my clothes are loosened i havent actually noticed that i people do not believe me that ives lost weight
