,refs,trans,model_corrected
0,i have a painful cramp in my feet,y halve a gainful cramp in magnetron ai feet,they have a painful cramp in the feet
1,the pain feels like its right below the skin,aine brocade feels bike its right below the skin,aine brocade felt like its right below the skin
2,i feel suicidal,y feel suicidal,y feel suicidal
3,i feel a sharp pain in my ankle joint when i stand,y beal messenger a harpe pain in  i bland,y meal and a harpe pain in type i bland
4,my shoulder hurts me so much,ab so much,ab so much
5,i have a hair shortage,i halve a ayre shortage,i have a rare shortage
6,my left ear is ok but the right one feels like its being stabbed with a nail,ai sedative deft Spandau ear is ok cut the right like its geeing stabbed with a bail killing,ai sedative left ear is ok but the right like its being stabbed with a bail
7,im suffering from sharp cough accompanied by  phlegm,dim violation suffering alum harpe  accompanied  cotilion,diminished pain suffering from pain accompanied by cotilion
8,i was playing soccer and i twisted my ankle,i was playing soccer and i twisted my ,i was playing soccer and i twisted my ankle
9,when i move my shoulder its like lightning is being sent through my shoulder,amen i my shoulder  like lightning ms geeing  ,amen i my shoulder feeling like lightning is being felt in my neck
10,i have pimples in patches along with a lot of redness on my face, have in patches along  a disruptive exogen of redness on my face,they have been in patches along with a disruptive pattern of redness on my face
11,when i brush my hair i notice big clumps of hair coming out in the brush,when brush my hair  notice big clumps of hair coming out  the yoke brush,when brush my hair did not notice big clumps of hair coming out of the brush
12,i cant see the sign i have a blurry vision,i aunt sign i have a blurry vision,i aunt sign i have a blurry vision
13,my heart hurts when i exercise,my when i exercise,my body when i exercise
14,i feel a tightness in my chest,y haul feel a deoxyguanosine in swath my chest,y felt a deoxyguanosine in my chest
15,my hair is falling without a reason i can see a lot of hair on my working desk,my hair is falling a  i box abd a lot ayre  my jerking departmentally beske,my hair is falling a lot in my working departmentally
16,i sliced myself deeply with a knife while i was cooking,i  itself deeply with a aisle i was ,i was itself diagnosed with a while i was treated
17,i feel cold,y  bold,y was bold 
18,i dont have problems taking in breath but out breath is so heavy,i dont chassis halve problems aching   cut opposite out breath is so levee,i dont have problems taking my breath but taking out breath is so difficult
19,i feel a lot of pain in the joints, beal a cot reach gov pain in the ,there was a not reach of pain in the abdomen
20,my upper back has been sore for a week,my upper  adin conceive sore for a week,my upper quadrant had been sore for a week
21,sometimes i cough because im a smoker,crime's y joffe because im a smoker,crimes i joffe because im a smoker
22,my television and computer seem out of focus even though i have new glasses,ai blackwash television and computer beam out gov focus beavin arnaud i  glasses,ai television and computer beam out of focus even though i have glasses
23,my foot hurts me a lot of playing football,ai foot hurts me a of playing football,ai foot hurts me a lot of playing football
24,i have tried to make massage on my foot but they still pain me,grip have tried to make barrage  but abril pain ab,grip users have tried to make their pain be controlled
25,i was playing football and injuried with joint pain,y forearm   football and injuried with Gopherus joynt pain,y forearm pain was common and injuried with joint pain
26,my grandmother last year went to hospital because she was having a hard time breathing,my grandmother bast splattering year went to  because ahs adulteration having a hard beim ,my grandmother last year went to hospital because she was having a hard time adjusting
27,i feel pain in my eyes i can see fog,y beal pain in my eyes i can  operculate bog,y real pain in my eyes i can clearly see the bog
28,i feel dizzy and out of sight,i feel bizzy Druid bout of,i feelizzy at the bout of nausea
