,refs,trans,model_corrected
0,hello my names amy kousha im one of the gastroenterology doctors at the clinic today can you tell me your name and date of birth please ,hello my aim's amy kousha im one of the  doctors at the clinic today can you tell me your name and date of birth please,hello my aim is im one of the two doctors at the clinic today can you tell me your name and date of birth please
1,my name is bide and my date of birth is first of january of 1990 ,my aime cure is bide and my date of birth is first of auberry benediction of 1990,my date of birth is first of primary  benediction of 1990
2,so bide i understand that you went to see your gp with some changes in your bowel habit can you tell me some more about those symptoms ,so bide i understand that you went to see your gp with changes in your  habit can you tell ab some more about those symptoms,so although i understand that you went to see your gp with changes in your eating habit can you tell us some more about those symptoms
3,ive been having loose stools diarrhoea for the past few months and i went to my gp ,ive been having loose stools diarrhoea  the past few months and i went to my gp,ive been having loose stools diarrhoea in the past few months and i went to my gp
4,okay so prior to three months would you say that your bowel habit was normal ,okay so prior to three month's could you say that your bowel habit was normal,okay so prior to three months could you say that your bowel habit was normal
5,and have you being passing any blood in your bowel motions ,and have you  passing any blood in abor dowel motions,and have you been passing any blood in four bowel motions
6,yeah i do i do get blood in my bowel and my stool and its kind of mixed with the stool ,pah i do i do get blood in my bowel and my stool and its kind of with the,pah i do i to get blood in my bowel and my stool and its kind of associated with the disease
7,and has the blood passage of blood being going on for a few months as well or has that been a more recent change ,and has the blood passage of blood going on for a few months baz well or has that been a  recent change,and has the blood passage of blood going on for a few months as well or has that been a more recent change
8,um that has been happening more recently ,bum that has been happening more recently,bum that has been happening more recently
9,okay and have you noticed any mucus as so that white stringy substance being passed in your stool ,'kay and hatless you noticed any mucus as so that white stringy substance being passed in your stool,'kay and hatless you noticed any mucus as so that white stringy substance being passed in your stool
10,yeah now that you mention it yeah i do i do noticed that ,yeah  that  gentian it yeah i do i do remotest that,yeah i do that and it yeah i to i  to that
11,and what about your weight ,and what about your weight,and what about your weight
12,so yes it seems like ive lost a little bit of weight simply because my clothes are loosened i havent actually measured it but i people do tell me that ive lost weight ,so yes it seems like ive lost  bittel megabyte fit refinish of ablate simply because my clothes are loosened i havent actually measured bit but i people do tell me that ive lost weight,so yes it seems like ive lost weight simply because my clothes are loosened i havent actually measured it but i people do tell me that ives lost body weight
13,okay and have you noticed any abdominal pain ,okay and have you noticed any abdominal pain,okay and have you noticed any abdominal pain
14,yeah i do get a lot of abdominal cramps stomach cramps and thats been also getting worse recently ,yeah i do get a lot of abdominal stomach cramps and thats been also getting worse recently,yeah i do get a lot of abdominal stomach cramps and thats been also getting worse recently
15,and can you tell me when your abdominal pain is worse ,and can you tell me when your abdominal pain is worse,and can you tell me when your abdominal pain is worse
16,it seems like its worse just before going to the toilet and then once i opened my bowels its better ,it seems like its worse bust before to the  and then once i opened my bowels its better,it seems like its worse before to the end and then once i opened my bowels its better
17,okay and is it very severe or is it just mild cramping ,okay and is it very severe or is it just mild cramping,okay and is it very severe or isit just mild cramping
18,i wouldnt say its severe that i have to be bend double but it is not mild it is moderate perhaps ,i wouldnt say its adhere that i have to be bend double but it is not mild it is moderate perhaps,i wouldnt say its severe that i have to be bend double but it is not mild it are moderate perhaps
19,okay and have have you had any episodes like this before of diarrhoea and blood being passed ,okay and have have you had any episodes like this before of diarrhoea and blood being passed,okay and have have you had any episodes like this before of diarrhoea and blood being passed
20,no i think its been all in the past few months before that i had no problems with my bowel motion ,no i think its been all in the past few months before that i had problems with my bowel motion,no i think its been all in the past few months before that i had problems with my bowel motion
21,okay and have you noticed any joint pains ,okay and  you noticed any joint pains,okay and neither you noticed any joint pains
22,maybe some pain in my knees especially my right knee ,maybe some pain in my knees especially my right knee,maybe some pain in my knees especially my right knee
23,but no not anywhere else ,no not anywhere else,no not anywhere else
24,any rashes or skin changes that youve noticed ,any rashes or skin changes that youve noticed,any rashes or skin changes that youve noticed
25,and any problems with nausea or vomiting or swallowing ,and any problems with nausea or vomiting or ,and any problems with nausea or vomiting or diarrhea
26,okay so i understand that your gp started you on some steroids is that right ,okay so y understand that your gp started you on some steroids is that right,okay so y understand that your gp started you on some steroids is that right
27,yeah so thats correct my gp started me on some steroid tablets which made me feel better initially but its not completely back to normal ,yeah  thats correct my gp started me on alum steroid tablets which made me beal better initially but its not completely back to normal,yeah that thats correct my gp started me on some steroid tablets which made me much better initially but its not completely back to normal
28,okay and do you have any other medical conditions ,okay and du you have any other medical conditions,okay and du do you have any other medical conditions
29,um i suffer from asthma for which id taken inhalers okay nothing else ,um i suffer from  for which id fledgeling inhalers 'kay nothing else,um i suffer from hypoglycemia for which id used inhalers and nothing else
30,and do you smoke ,and do you smoke,and do you smoke
31,uh yeah i do ,uh pah Sceloporus i do,uh pah i do
32,how many do you smoke a day ,how many do you smoke a day,how many do you smoke a day
33,perhaps about 10 a day ,perhaps about 10 a day,perhaps about 10 a day
34,and do you drink alcohol ,and du ado drink alcohol,and do they drink alcohol
35,only socially ,only socially,only socially
36,okay and is there any family history that you feel might be important and significant medical problems in your family ,okay and is there any family history that ado feel might be important and significant medical problems in cast your family,okay and is there any family history that we feel might be important and significant medical problems in your family
37,uh my my mom had bowel problems but she died a few years ago of a heart attack ,uh my ai mom had bowel problems but she died a few  ago of a CST heart attack,uh my by mom had bowel problems but she died a few years ago of a heart attack
38,okay and any allergies ,okay and any allergies,okay and any allergies
39,no i do not have any allergies ,no i do not have any allergies,no i do not have any allergies
40,and are you working at the moment ,and are you working at the moment,and are you working at the moment
41,yeah i actually work in university ,yeah y work in university,yeah y work in university
42,okay so do you have any ideas as to what might be the cause of your symptoms at the moment ,okay so do ado have any ideas as to what might be the cause of abor symptoms at the moment,okay so do few have any ideas as to what might be the cause of their symptoms at the moment
43,not really i dont know what may be happening but whether its even related to my moms condition but i dont know exactly what she had ,not really i dont aglo what may be happening but whether its even related to my moms condition but i dont know exactly what she had,not really i dont know what may be happening but whether its even related to my moms condition but i didnt know exactly what she had
44,so its from the history that youve given me it sounds like you might have a condition called inflammatory bowel disease which your gp may have mentioned but in order to diagnose you with this we will need to do some further tests and investigations to confirm that diagnosis ,so its from the history that  given me it sounds like you might have a condition called inflammatory bowel disease which your gp may have mentioned but in border to diagnose you with this we will need to do some further tests and investigations do confirm that diagnosis,so its from the history that you given me it sounds like you might have a condition called inflammatory bowel disease which your gp may have mentioned but in order to diagnose you with this we will need to do some further tests and investigations to confirm that diagnosis
