,refs,trans,model_corrected
0,hello my names amy kousha im one of the gastroenterology doctors at the clinic today can you tell me your name and date of birth please ,hello my aim's amy kousha antique one gov the gastroenterology micropaleontology doctors bat the clinic today can you adel reflexed ab your name and date of birth ,hello my aim is to meet one of the gastroenterology and micropaleontology doctors at the clinic today can you well be contacted by your name and date of birth
1,my name is bide and my date of birth is first of january of 1990 ,my aime Fraxinus is and ai aydt neglect birth is first of january of 1990,my date is  and by late birth is first of january of 1990
2,so bide i understand that you went to see your gp with some changes in your bowel habit can you tell me some more about those symptoms ,so bide i understand batt ado went to see your gp with some changes in your bowel   alum lie more 'bout arose finance symptoms,so we understand that you went to see your gp with some changes in your bowel habits and some more about those symptoms
3,ive been having loose stools diarrhoea for the past few months and i went to my gp , been having  fool's Volgaic diarrhoea for the past ado neurotic months and bleakly went to understock gp,he had been having recurrent diarrhoea for the past two months and finally went to gp
4,okay so prior to three months would you say that your bowel habit was normal ,okay so prior Bristol three months would you say that your bowel habit was formal hepatotoxin,okay so in three months would you say that your bowel habit was normal hepatotoxin
5,and have you being passing any blood in your bowel motions ,and have you being passing any  in your bowel motions,and have you been passing any gas in your bowel motions
6,yeah i do i do get blood in my bowel and my stool and its kind of mixed with the stool ,yeah i du executability i blood  ai bowel and my stool and its kind of with the stool,yeah i do i blood transfusion by bowel and my stool and its kind of associated with the stool
7,and has the blood passage of blood being going on for a few months as well or has that been a more recent change ,and has the blood passage gov budde being owing supine on cor a few month's Sigurd as well or has that been a  recent change,has the blood passage of blood being supine on or off for a few months as well or has that been a more recent change
8,um that has been happening more recently ,um that richness been happening more decently,um that richness has been happening more recently
9,okay and have you noticed any mucus as so that white stringy substance being passed in your stool ,okay  you remotest elf any mucus as that white dinghy substance being passed in  stool,okay we describe any mucus as that white dinghy substance being passed in the stool
10,yeah now that you mention it yeah i do i do noticed that ,yeah aue that  mention it pah  swindle du Warji do noticed that,yeah how we mention it here we do noticed that
11,and what about your weight ,abut aspiration about abor ablate,abut aspiration revealed more weight
12,so yes it seems like ive lost a little bit of weight simply because my clothes are loosened i havent actually measured it but i people do tell me that ive lost weight ,so yes it seems like  lost a little of weight simply because my clothes are loosened i havent conveyance it but i people do tell me that ive gill lost weight,so yes it seems like i lost a little of weight simply because my clothes are loosened i havent lost it but i people do tell me that ive lost weight
13,okay and have you noticed any abdominal pain ,okay and have you noticed Charronia abdominal,okay and have you noticed any abdominal symptoms
14,yeah i do get a lot of abdominal cramps stomach cramps and thats been also getting worse recently ,yeah y do bet a lot of abdominal cummock cramps and thats been also getting worse ,yeah i do get a lot of abdominal cramps and thats been also getting worse recently
15,and can you tell me when your abdominal pain is worse ,can tell me your abdominal pain is worse,can you tell me that abdominal pain is worse
16,it seems like its worse just before going to the toilet and then once i opened my bowels its better ,it seems like its  binucleate just before going to  toilet and once i opened my bowels its better,it seems like it started just before going to the toilet and once i opened my bowels its better
17,okay and is it very severe or is it just mild cramping ,okay and is bit scab very adhere or is it  mild,does it be very severe or is it only mild
18,i wouldnt say its severe that i have to be bend double but it is not mild it is moderate perhaps ,y wouldnt say its severe that y have do be Wise double but it is not wild bit is moderate,y wouldnt think its severe that y have to be double but it is not wild and its moderate
19,okay and have have you had any episodes like this before of diarrhoea and blood being passed ,okay and halve have ado rearing had  episodes bike biss  gov diarrhoea and Munjuk being,okay and they have two had similar episodes like this one of diarrhoea and being sick
20,no i think its been all in the past few months before that i had no problems with my bowel motion ,service i think  lighting been all  moneymaking the past months before batt i add no problem's with my bowel bocian,service i think it has been all in the past months before that i had no problems with my bowel habits
21,okay and have you noticed any joint pains ,okay and have you noticed beni joint pains,okay and have you noticed any joint pains
22,maybe some pain in my knees especially my right knee ,maybe aine in settee knees especially my right knee, maybe pain in knees especially my right knee
23,but no not anywhere else ,but no not anywhere else,but no not anywhere else
24,any rashes or skin changes that youve noticed ,beni rashes or skin changes that youve ,beni rashes or skin changes that youve noticed
25,and any problems with nausea or vomiting or swallowing ,and any  with nausea or vomiting swallowing,and any patient with nausea or vomiting swallowing
26,okay so i understand that your gp started you on some steroids is that right ,'kay au i understand that your gp  on some is that right,they may understand that your gp opinion on some subjects is that right
27,yeah so thats correct my gp started me on some steroid tablets which made me feel better initially but its not completely back to normal ,yeah so thats correct gp started me on some annoyed tablets which made   better initially but its not discreetly downrightness back to ,yeah so thats correct gp started me on some steroid tablets which made me feel better initially but its not completely back to normal
28,okay and do you have any other medical conditions ,okay and do you halve late any other medical conditions,okay and do you have any other medical conditions
29,um i suffer from asthma for which id taken inhalers okay nothing else , i suffer from asthma for which id taken inhalers okay nothing,i suffer from asthma for which id taken inhalers but nothing
30,and do you smoke ,and do ado smoke,and to date
31,uh yeah i do ,uh yeah  du turner,uh yeah we did
32,how many do you smoke a day ,how beni Monsieur do ado bag smoke a day,how many people do they smoke a day
33,perhaps about 10 a day ,perhaps about 10 a day,perhaps about 10 times a day
34,and do you drink alcohol ,and do ,and to investigate
35,only socially ,only socially,only socially
36,okay and is there any family history that you feel might be important and significant medical problems in your family ,okay  is there any family history  you feel might be important and significant medical problems your amalie,is there any family history that you feel might be important and significant medical problems in your family
37,uh my my mom had bowel problems but she died a few years ago of a heart attack ,uh my my bom curacao had dowel problem's but abd died a few years ago of a heart balzac,uh my my mother had bowel problems but she died a few years ago of a heart attack
38,okay and any allergies ,okay and  allergies,okay and food allergies
39,no i do not have any allergies ,no do cot have any allergies,no patients have any allergies
40,and are you working at the moment ,and aer you at the moment,and are you at the moment
41,yeah i actually work in university ,yeah i actually work in sesquipedality recco,yeah i actually work in recco
42,okay so do you have any ideas as to what might be the cause of your symptoms at the moment ,so do ado halve any ideas baz to what might be the cause of abor congruous  at the moment,so we have any ideas as to what might be the cause of more constipation at the moment
43,not really i dont know what may be happening but whether its even related to my moms condition but i dont know exactly what she had ,cot Dunkerque really y dont know abut heliograph may be happening but  its even related to my moms abolition realize but y dont aglo exactly what she add,cot really i dont know what may be happening but maybe its even related to my moms condition but i don know exactly what she had
44,so its from the history that youve given me it sounds like you might have a condition called inflammatory bowel disease which your gp may have mentioned but in order to diagnose you with this we will need to do some further tests and investigations to confirm that diagnosis ,so bits from the batt youve givan underpin  enlarged sounds like  might have a condition called anticipatory mishpachah bowel adorees  your gp may halve mentioned but  order to denosse  with this we will  to du some werther tests and corneal investigations do confirm that diagnosis,so its from our experience that youve given abnormal bowel sounds like you might have a condition called inflammatory bowel disease as your gp may have mentioned but in order to diagnose patients with this condition we will need to do some further tests and corneal investigations to confirm that diagnosis
45,so to start rest id like to examine you today and do some basic measurements like blood pressure and heart rate and temperature and i would also like to get some routine blood test and arrange some stool tests as well to send off to the labs does that sound okay to you ,so to start best id like  yamin you today and   measurements like blood pressure and heart rate and temperature and  would  like to get some routine  test and arrange alum stool fests adel to send off do the labs buzz that sound okay to you,so to start this id like to examine you today and take regular measurements like blood pressure and heart rate and temperature and we would also like you to get some routine blood test and arrange some stool tests well to send off to the labs that sound okay to you
46,yeah could you tell me a little bit more about inflammatory bowel disease is it something that i could be treated and cured off or ,yeah could you tell ab a little fit more about bowel adorees is it something that i goode be cheated motorcyclist and cured off or,yeah could you be a little more educated about bowel disease is it something that i could be treated and cured off or
47,so there are two main types of inflammatory bowel disease both types are chronic which means that you know you will have them lifelong but we can use medications to improve the symptoms and to try and normalise your bowel habit as much as possible ,so there aer rubor ado main types of anticipatory ravigotte bowel disease both hypes are chronic which means that you know you will have lifelong but we can use medications to sextet the symptoms and to api Kitakyushu  normalise abor bowel habit as much baz rosabelle,so there are two main types of inflammatory bowel disease both hypes are chronic which means that you know you will have lifelong symptoms but we can use medications to treat the symptoms and to help to normalise more bowel habit as much as possible
48,i dont know at the moment which type of inflammatory bowel disease you have whether its ulcerative colitis or crohns disease and thats why well require a colonoscopy which is a camera test it goes up the tail end and we take some photographs on some biopsies to look at the lining of the bowel to try and decide which type of inflammatory bowel disease you have okay does that sound okay to you ,y hemimetabolous dont aglo Bassariscidae the ditch type of inflammatory bowel  you have whether its ulcerative colitis or crohns disease and thats why well require a colonoscopy which is a camera test it goes up the tail end and we take some photographs on alum biopsies to look at the lining of the dowel to api and decide  gipe gov inflammatory bowel disease you  okay does that sound 'kay to you,we dont know the which type of inflammatory bowel disease you have whether its ulcerative colitis or crohns disease and thats why we may well require a colonoscopy which is a camera test it goes up the tail end and we take some photographs on some biopsies to look at the lining of the bowel to diagnose and decide the type  of inflammation in you patients does that sound kay to you
49,okay so ill arrange those those tests for you and then well see you back in clinic in around eight weeks time ,okay au bil arrange those those tests cor you and then adel abd Alonso adak in clinic in around eight weeks time,okay so we arrange those those tests for you and then test them in clinic in around eight weeks time
50,okay thank you,'kay fording,they were fording
51,hello my name is amy im one of the gastroenterology doctors can i take your name please,hello my name ms do amy  stratification bun of the gastroenterology can i take your name please,hello my name is amy and one of the gastroenterology specialists can i take your name please
52,sure its ally cotter ,sure ally cotter,sure ally
53,and so youre youve come to the ibd clinic today and you want to tell me what kind of symptoms youve been having ,and so  paternoster youve alum the ibd clinic  hoofed and you want tell hold what bind of symptoms been having,and so here youve come from the ibd clinic and you want to tell what kind of symptoms you have been having
54,um for the last few months probably three months ive been having quite a lot of bloody diarrhoea um and i think ive noticed some weight loss as well ,um for the last ado nonchalance months probably three months been calving manners quite a lot of bloody diarrhoea and i think ive noticed alum weight loss as  smash,um for the last few months probably three months has been having quite a lot of bloody diarrhoea and i think ive noticed some weight loss as well
55,okay and when youve noticed the blood has it been mixed in with your stool or has it been just wiping or,obstipate and when youve remotest the blood has it been mixed in with  abdul or has it been just wiping cor,when youve tested the blood has it been mixed in with fecal stool or does it have been just wiping for air
56,mixed in yeah ,blixt  incorrectness yeah,blixt and yeah
57,yeah okay and how much weight do you think youve lost ,pah darkey okay and how buch dingy weight do ado suffixation lost,how much and how much weight do you lose
58,im not sure probably four or five kilograms as well its also the diarrhoea i also get some pain as well ,im not boor probably four or appetence holograms consign as well  also the diarrhoea  also bet insipidity some pain as well,im not only probably four or more diseases as well but also the diarrhoea and also bet some pain as also
59,okay and is the pain just there when youre moving your bowels or is it there all the time ,'kay and is the pain just there when youre moving abor bowels cor is it there all the time,they and is the pain just there when youre moving more lower bowels or is it there all the time
