,Unnamed: 0,refs,trans,model_corrected
0,0,i have a painful cramp in my feet,i in have a painful cramp in in my my feet,i have a painful cramp in my feet
1,1,the pain feels like its right below the skin,the pain feels like its right below the skin,the pain feels right below the skin
2,2,i feel suicidal,i feel suicidal i,i feel suicidal
3,3,i feel a sharp pain in my ankle joint when i stand,i ankle feel a when sharp pain in my ankle my joint when i stand,i feel sharp pain in my ankle joint when i stand
4,4,my shoulder hurts me so much,my shoulder shoulder hurts shoulder me so much,my shoulder hurts me so much
5,5,i have a hair shortage,i have i a hair shortage hair,i have i hair shortage
6,6,my left ear is ok but the right one feels like its being stabbed with a nail,my left its ear is ok but with the right one feels my like its but being stabbed my with a is nail,my left ear is ok but the right one feels like its being stabbed with a nail
7,7,im suffering from sharp cough accompanied by  phlegm,im cough suffering sharp from accompanied sharp cough accompanied by from phlegm phlegm,im suffering from sharp cough accompanied by phlegm
8,8,i was playing soccer and i twisted my ankle,i twisted was my playing soccer and i twisted was my ankle and,i was playing soccer and twisted my ankle
9,9,when i move my shoulder its like lightning is being sent through my shoulder,when i move my shoulder shoulder its like i lightning move is being sent through my my shoulder shoulder,when i move my shoulder its like lightning is being sent through my left shoulder
10,10,i have pimples in patches along with a lot of redness on my face,i with have pimples along in a patches on along on with face a lot of in redness on my in face,i have pimples in patches along with a lot of redness on my face
11,11,when i brush my hair i notice big clumps of hair coming out in the brush,when brush i out brush my clumps hair i notice big clumps brush of hair my coming out in the brush the,when i brush my hair i notice big clumps of hair coming out in the brush
12,12,i cant see the sign i have a blurry vision,i cant have see the sign cant i have the a blurry vision vision,i cant see the sign i have a blurry vision
13,13,my heart hurts when i exercise,my heart heart when hurts when i heart exercise heart,my heart hurts when i exercise
14,14,i feel a tightness in my chest,i feel a tightness in my tightness chest,i feel a tightness in my chest
15,15,my hair is falling without a reason i can see a lot of hair on my working desk,my hair is falling without a reason working i hair can see a can lot hair of hair on my working desk,my hair is falling without a reason i can see a lot of hair on my working desk
16,16,i sliced myself deeply with a knife while i was cooking,i sliced myself deeply while with i a myself knife while a i i was cooking,i sliced myself deeply with a knife while i was cooking
17,17,i feel cold,i i feel cold,i feel cold
18,18,i dont have problems taking in breath but out breath is so heavy,i dont have problems taking so in dont breath heavy but taking out so breath heavy is so heavy heavy,i dont have problems taking out breath is so heavy
19,19,i feel a lot of pain in the joints,i feel a a lot lot of of pain of in the joints,i feel a lot of pain in the joints
20,20,my upper back has been sore for a week,my a upper sore back has been been sore sore for a week,my upper back has been sore for a week
21,21,sometimes i cough because im a smoker,sometimes im i cough because im a sometimes smoker a,sometimes im i because im a smoker
22,22,my television and computer seem out of focus even though i have new glasses,my television have and television computer of seem out of focus have even though i have new i glasses,my television have computer seem out of focus even though i have new glasses
23,23,my foot hurts me a lot of playing football,my foot hurts playing me a lot of of playing football,my foot hurts me a lot of playing football
24,24,i have tried to make massage on my foot but they still pain me,i have tried to make me massage on my on foot but they foot still pain me,i have tried to make me massage on my foot but they still pain
25,25,i was playing football and injuried with joint pain,i i was injuried playing playing football and injuried football with injuried joint pain with,i was injuried playing football and football with joint pain
26,26,my grandmother last year went to hospital because she was having a hard time breathing,my to grandmother last year went to time hospital my because she was having having a year hard last time a breathing,my grandmother last year went to hospital because she was having a hard last time breathing
