,Unnamed: 0,refs,trans,model_corrected
0,0,i have a painful cramp in my feet,i have a painful my feet,i have a painful pain in my feet
1,1,the pain feels like its right below the skin,the pain feels like its right below skin,the pain feels like its right below the skin
2,2,i feel suicidal,i feel suicidal,i feel suicidal
3,3,i feel a sharp pain in my ankle joint when i stand,i feel a my ankle joint i stand,i feel a pain in my ankle joint when i stand
4,4,my shoulder hurts me so much,my shoulder hurts me much,my shoulder hurts me too much
5,5,i have a hair shortage,i have a shortage,i have a problem with food allergies
6,6,my left ear is ok but the right one feels like its being stabbed with a nail,my left is ok but the right feels like its being stabbed with a nail,the right arm feels like its being stabbed with a nail
7,7,im suffering from sharp cough accompanied by  phlegm,im from sharp cough accompanied by phlegm,im suffering from sharp cough accompanied by phlegm
8,8,i was playing soccer and i twisted my ankle,i was playing soccer twisted my ankle,i was playing soccer and twisted my ankle
9,9,when i move my shoulder its like lightning is being sent through my shoulder,when i my shoulder its like lightning is being sent through my shoulder,when i look at my shoulder its like lightning is being sent through my right shoulder
10,10,i have pimples in patches along with a lot of redness on my face,i have pimples in patches along with lot redness my face,i have pimples in patches along with lot redness on my face
11,11,when i brush my hair i notice big clumps of hair coming out in the brush,when i brush my hair i notice of hair coming out the brush,when i brush my hair i notice strands of hair coming out of the brush
12,12,i cant see the sign i have a blurry vision,i cant the sign i have a blurry vision,i cant see the sign and i have a blurry vision
13,13,my heart hurts when i exercise,my heart hurts when i exercise,my heart hurts when i exercise
14,14,i feel a tightness in my chest,i feel a tightness in my chest,i feel a tightness in my chest
15,15,my hair is falling without a reason i can see a lot of hair on my working desk,my is a reason can see a lot hair on my working desk,my suspicion is a reason that you can see a lot of hair on my working desk
16,16,i sliced myself deeply with a knife while i was cooking,i sliced myself deeply with knife while i cooking,i sliced myself deeply with a knife while i was cooking
17,17,i feel cold,i feel cold,i feel cold
18,18,i dont have problems taking in breath but out breath is so heavy,i dont have problems taking in breath but out so heavy,i dont have problems taking in breath but it comes out so heavy
19,19,i feel a lot of pain in the joints,i feel lot of pain in the joints,i feel a lot of pain in the joints
20,20,my upper back has been sore for a week,my upper back has been a week,my upper back pain has been resolved within a week
21,21,sometimes i cough because im a smoker,sometimes i because im a smoker,sometimes i get sick because im a smoker
22,22,my television and computer seem out of focus even though i have new glasses,television and computer seem out focus even though have new glasses,television and computer seem to rule out focus even though they have new glasses
