,Unnamed: 0,refs,trans,model_corrected
0,0,hello my names amy kousha im one of the gastroenterology doctors at the clinic today can you tell me your name and date of birth please ,hello my tai names amy mohtashemi kousha im one of thereof the gastroenterology doctors at the clinic today can span you sue tell propel me your name became and date of birth rebirth please,hello my names amy kousha im one of the gastroenterology doctors at the clinic today can you tell me your name and date of birth please
1,1,my name is bide and my date of birth is first of january of 1990 ,my name fame is bide and my date of o'glove birth is kriz first rehearsed of shove january of 1990,my name is and my date of birth is first of january of 1990
2,2,so bide i understand that you went to see your gp with some changes in your bowel habit can you tell me some more about those symptoms ,so bide betide i pry understand that you loo went nonevent to see pree your gp with some changes in your bowel habit cabot can you sioux tell lemelle me p some brum more about shout those soco's symptoms,so i understand that you went to see your gp with some changes in your bowel habit can you tell me some more about those symptoms
3,3,ive been having loose stools diarrhoea for the past few months and i went to my gp ,ive been tin having loose stools diarrhoea for the past hast few bellew months and i isty went mente to my gp,ive been having loose stools diarrhoea for the past few months and i went to my gp
4,4,okay so prior to three months would you say that your bowel habit was normal ,okay so prior to suu three months would you say that bratt your bowel kowall habit was normal paranormal,so prior to three months would you say that your bowel habit was normal
5,5,and have you being passing any blood in your bowel motions ,and have you being seeing passing any blood in your bowel towel motions promotions,and have you seeing any blood in your bowel motions
6,6,yeah i do i do get blood in my bowel and my stool and its kind of mixed with the stool ,yeah i wye do purdue i do get brunette blood in my bandai bowel and my stool and its fitz kind of mixed with the stool sproull,yeah i do get blood in my bowel and my stool and its kind of mixed with the stool
7,7,and has the blood passage of blood being going on for a few months as well or has that been a more recent change ,and has the blood rud passage of labove blood crud being going on for woehr a few mcgue months as inaez well or has that been a more recent change,and has the blood passage of blood being going on for a few months as well or has that been a more recent change
8,8,um that has been happening more recently ,um scum that has pizazz been pinn happening more outpour recently,um has been happening more recently
9,9,okay and have you noticed any mucus as so that white stringy substance being passed in your stool ,okay underway and have you noticed remotest any mucus mucous as so tso that gatt white stringy thingy substance being passed outlast in your stool boule,have you noticed any mucus mucous as so that white stringy substance being passed in your stool
10,10,yeah now that you mention it yeah i do i do noticed that ,yeah pah now macao that you mention it yeah i do i ai do noticed remotest that schadt,yeah now that you mention it yeah i do i  do noticed that
11,11,and what about your weight ,and what about sprout your weight,and what about your weight
12,12,so yes it seems like ive lost a little bit of weight simply because my clothes are loosened i havent actually measured it but i people do tell me that ive lost weight ,so yes s. it legit seems like ive lost a little bit transmit of labov weight bate simply because my clothes are lemarr loosened i good-bye havent actually unusually measured treasured it laffitte but cut i fbi people do tell me that ive lost weight plate,so yes it seems like ive lost a little bit of weight simply because my clothes are loosened i havent actually measured it but i people do tell me that ives lost weight
13,13,okay and have you noticed any abdominal pain ,okay and have nav you plue noticed any jennie abdominal nominal pain ane,okay and have you noticed any abdominal pain
14,14,yeah i do get a lot of abdominal cramps stomach cramps and thats been also getting worse recently ,yeah pah i drye do iou get a lot blot of labov abdominal cramps stomach cummock cramps and thats been linn also getting sweating worse adverse recently decently,yeah i do get a lot of abdominal cramps stomach cramp and thats been also getting worse recently
15,15,and can you tell me when your abdominal pain is worse ,and can cann you qu tell excel me dvd when your abdominal phenomenal pain champaign is worse kearse,and can you tell me when your abdominal pain is worse
16,16,it seems like its worse just before going to the toilet and then once i opened my bowels its better ,it laffitte seems joachim's like its worse kerce just before going blowing to tew the toilet and then once i opened my bowels howell's its pits better,it seems like its worse just before going to the toilet and then once i opened my bowels its better
17,17,okay and is it very severe or is it just mild cramping ,okay and is it schmidt very teri severe financier or laur is it just distrust mild riled cramping,okay and is it very severe or is  it just mild cramping
18,18,i wouldnt say its severe that i have to be bend double but it is not mild it is moderate perhaps ,i altai wouldnt say delay its stitz severe sere that i have to be ddt bend backend double redouble but strut it is not pott mild it is buis moderate perhaps,i wouldnt say its severe that i have to be ddt bend double but it is not mild it are moderate
19,19,okay and have have you had any episodes like this before of diarrhoea and blood being passed ,okay ilhae and have nav have you lemieux had gladd any seney episodes like mike this before delore of diarrhoea and blood fludd being passed,okay and have have you had any episodes like this before of diarrhoea and blood being passed
20,20,no i think its been all in the past few months before that i had no problems with my bowel motion ,no loewe i think flink its been all mehall in the past cast few months month's before that i had dad no godot problems with my whereby bowel motion,no i think its been all in the past few months before that i had no problems with my bowel motion
21,21,okay and have you noticed any joint pains ,okay and have halve you noticed any antennae joint disappoint pains,okay and have you noticed any joint pains
22,22,maybe some pain in my knees especially my right knee ,maybe some hum pain in my bandai knees especially freshly my sri right knee,maybe some pain in my knees especially my right knee
23,23,but no not anywhere else ,but no not alot anywhere lincare else,but no not anywhere else
24,24,any rashes or skin changes that youve noticed ,any many rashes or skin alpin changes that youve noticed,any many rashes or skin changes that youve noticed
25,25,and any problems with nausea or vomiting or swallowing ,and any problems with nausea or vomiting or tore swallowing,and any problems with nausea or vomiting or swallowing
26,26,okay so i understand that your gp started you on some steroids is that right ,okay mae so i understand that your gp started hearted you on quon some steroids is that right,so i understand that your gp started you on some steroids is that right
27,27,yeah so thats correct my gp started me on some steroid tablets which made me feel better initially but its not completely back to normal ,yeah pah so brazeau thats correct indirect my gp started me valoree on some schum steroid employed tablets which made frayed me feel better initially artificially but nutt its wits not blot completely back to jew normal,yeah so thats correct my gp started me on some steroid tablets which made me feel better initially but its not completely back to normal
28,28,okay and do you have any other medical conditions ,okay fnma and do neveu you tien-fu have any jenni other medical conditions,okay fnma and do any other medical conditions
29,29,um i suffer from asthma for which id taken inhalers okay nothing else ,um succumb i suffer bluffer from asthma miasma for which enrich id taken inhalers okay bley nothing else,um i suffer from asthma for which id taken inhalers okay nothing else
30,30,and do you smoke ,and do you smoke,and do you smoke
31,31,uh yeah i do ,uh ca yeah i pri do imbue,uh ca yeah do
32,32,how many do you smoke a day ,how many do you smoke knoke a day,how many do you smoke a day
33,33,perhaps about 10 a day ,perhaps lapse about without 10 a day,perhaps lapse about 10 a day
34,34,and do you drink alcohol ,and do you drink zink alcohol drywall,and do you drink alcohol
35,35,only socially ,only socially,only socially
36,36,okay and is there any family history that you feel might be important and significant medical problems in your family ,okay marquai and is there fare any family history protohistory that lat you douwe feel might be important unimportant and significant insignificant medical problems problem's in your family amalie,is there any family history that you feel might be important and significant medical problems in your family
37,37,uh my my mom had bowel problems but she died a few years ago of a heart attack ,uh brugh my frei my mom thom had bowel howle problems problem's but she died a few years mears ago hello of a heart hardt attack,uh my my mom had bowel problems but she died a few years ago of a heart attack
38,38,okay and any allergies ,okay and any allergies,okay and any allergies
39,39,no i do not have any allergies ,no i do tew not dott have nav any aveni allergies,no i do not have any allergies
40,40,and are you working at the moment ,and are ferrar you working werking at balyeat the moment,and are you working at the moment
41,41,yeah i actually work in university ,yeah pah i actually unusually work sirk in university perversity,yeah i actually work in university
42,42,okay so do you have any ideas as to what might be the cause of your symptoms at the moment ,okay stay so manseau do carilou you have halve any heney ideas shias as to xue what might be mckee the cause maz of o'glove your symptoms at balyeat the moment,do you have any ideas as to what might be the cause of your symptoms at the moment
43,43,not really i dont know what may be happening but whether its even related to my moms condition but i dont know exactly what she had ,not pott really i dont know what may be zi happening but whether get-together its even related baited to my moms islam's condition but i try dont know exactly what gut she z. had chadd,not really i dont know what may be happening but whether its even related to my moms condition but i try dont  know exactly what she had
44,44,so its from the history that youve given me it sounds like you might have a condition called inflammatory bowel disease which your gp may have mentioned but in order to diagnose you with this we will need to do some further tests and investigations to confirm that diagnosis ,so its from the history that youve given me it britt sounds like mike you review might non-white have a condition called inflammatory bowel howle disease keyes which your gp may have nav mentioned but in order disorder to diagnose you with this we ac will need nead to chengdu do some further werther tests and investigations reservations to marcoux confirm that spat diagnosis sclerosis,so its from the history that given me it sounds like you might have a condition called inflammatory bowel disease which your gp may have mentioned but in order to diagnose you with this we will need to do some further tests and investigations to confirm that diagnosis
