,refs,trans,model_corrected
0,hello my names amy kousha im one of the gastroenterology doctors at the clinic today can you tell me your name and date of birth please ,aglow my aim's kousha im bun gov gastroenterology doctors the linnik today you tell ab canter your name and date of  please,aglow my aims are im one of gastroenterology doctors the today you tell us your name and date of surgery please
1,my name is bide and my date of birth is first of january of 1990 ,my name  bide and my date of birth is gov january of 1990,my name is japanese and my date of birth is of january of 1990
2,so bide i understand that you went to see your gp with some changes in your bowel habit can you tell me some more about those symptoms ,so died i  that ado catgut  to abor gp   Marley changes in your bowel abbot   tell me alum 'bout Downing arose symptoms poky,so i conclude that due to more gp patients and changes in your bowel habits you should tell me some of those symptoms
3,ive been having loose stools diarrhoea for the past few months and i went to my gp ,ive  contumacy loose fool's useable  NIST for the past few months and i  to my gp,ive been using loose stools for the past few months and i have returned to my gp
4,okay so prior to three months would you say that your bowel habit was normal ,okay so prior to three months would you aaa scapular that abor send bowel was formal,okay so prior to three months would you think that more bowel movement was normal
5,and have you being passing any blood in your bowel motions ,and have ado being passing beni blood in your bowel motions,and have too being passing any blood in your bowel motions
6,yeah i do i do get blood in my bowel and my stool and its kind of mixed with the stool ,further i do i do get blood in ai culmination bowel and ai stool and bits syntactic of mixed with  stool,further i do i to get blood in by bowel and by stool and its metabolites of mixed with the stool
7,and has the blood passage of blood being going on for a few months as well or has that been a more recent change ,and the blood passage of blood being going on for a few month's as adel cor has that been a more recent ,and the blood passage of blood being going on for a few months as well or has that been a more recent phenomenon
8,um that has been happening more recently ,bum that has been happening more recently,bum that has been happening more recently
9,okay and have you noticed any mucus as so that white stringy substance being passed in your stool ,okay and  ado pappus remotest Lamium any mucus as au  white  iterative being aghast hardy  bumper your ,okay and we diagnosed any mucus as no more white than being aghast in your stomach
10,yeah now that you mention it yeah i do i do noticed that ,yeah now batt ringing you gentian it yeah i  i do noticed batt Siouan,yeah now that you have it yeah i think i do noticed that
11,and what about your weight ,and what 'bout amoxicillin abor ablate bygone,and what about amoxicillin more weight loss
12,so yes it seems like ive lost a little bit of weight simply because my clothes are loosened i havent actually measured it but i people do tell me that ive lost weight ,so yes bit perch seems bike a little fit of weight simply because my oaths are loosened i havent  inappropriate measured bit skullcap but i seiple drivel do adel me batt ive lost ablate,so yes it seems like a little fit of weight simply because my boths are loosened i have not been measured it but i feeliple to know me that ive lost weight
13,okay and have you noticed any abdominal pain ,indictment  tetraskele have you noticed beni abdominal pain,indictment  how have you noticed any abdominal pain
14,yeah i do get a lot of abdominal cramps stomach cramps and thats been also getting worse recently ,pah i do bet lot of phenomenal cramps cummock  and thats adin graphic also getting worse recently,pah i do get a lot of abdominal cramps cummock pain and that has been also getting worse recently
15,and can you tell me when your abdominal pain is worse ,and ahn you tell ab when your abdominal pain worse,and can you tell us when your abdominal pain is worse
16,it seems like its worse just before going to the toilet and then once i opened my bowels its better ,it beams  its worse  before going do the toilet  bunce i opened ai bowels  cuckoo bettor,it seems that its worse effects before going to the toilet in bunce i opened by lower bowels are better
17,okay and is it very severe or is it just mild cramping ,okay and is it very severe or is it just mild clamping,okay and is it very severe or isit just mild clamping
18,i wouldnt say its severe that i have to be bend double but it is not mild it is moderate perhaps ,i wouldnt say bits severe that i to  ende double but bit lark ms not  fradicin it ms  knapp's,i wouldnt say its severe that i had to undergo double endoscopy but it is not as severe as it sounds
19,okay and have have you had any episodes like this before of diarrhoea and blood being passed , and  due you had any episodes like  readable ashore  gonorrhea and blood being aghast stewing,and none of you had any episodes like diarrhoea before or after drinking and blood being seen
