,Unnamed: 0,refs,trans,model_corrected
0,0,i have a painful cramp in my feet,have a in feet,there was a decrease in feet 
1,1,the pain feels like its right below the skin,its skin,its impact on skin function
2,2,i feel suicidal,i suicidal,i suicidal ideation
3,3,i feel a sharp pain in my ankle joint when i stand,feel pain in my ankle i stand,when i feel pain in my ankle i stand up
4,4,my shoulder hurts me so much,my shoulder me much,my shoulder injury affected me much
5,5,i have a hair shortage,i have a hair,i have a hair loss
6,6,my left ear is ok but the right one feels like its being stabbed with a nail,ok but with nail,ok but not with nail polish
7,7,im suffering from sharp cough accompanied by  phlegm,im sharp accompanied phlegm,im sharp pain accompanied by phlegm
8,8,i was playing soccer and i twisted my ankle,was playing and i my ankle,was playing and i sprained my ankle
9,9,when i move my shoulder its like lightning is being sent through my shoulder,when i my shoulder its like lightning sent shoulder,when i touch my shoulder its like lightning sent through the shoulder
10,10,i have pimples in patches along with a lot of redness on my face,i have in patches along with lot redness on,i have been observed in patches along with a lot of redness on the skin
11,11,when i brush my hair i notice big clumps of hair coming out in the brush,brush hair i notice big clumps hair coming out,brush hair i notice big clumps of hair coming out
12,12,i cant see the sign i have a blurry vision,cant see the i have a,cant see the results  i have a headache
13,13,my heart hurts when i exercise,my hurts when exercise,my knee hurts when doing exercise
14,14,i feel a tightness in my chest,in my,in my case
15,15,my hair is falling without a reason i can see a lot of hair on my working desk,my hair a i can see lot hair my desk,my hair is a little thick and i can see a lot of hair on my desk
16,16,i sliced myself deeply with a knife while i was cooking,sliced myself while i was cooking, i was cooking 
17,17,i feel cold,cold,bloody cold
18,18,i dont have problems taking in breath but out breath is so heavy,dont in but breath is so heavy,dont breathe in but breath is so heavy
19,19,i feel a lot of pain in the joints,i feel of pain in joints,i feel a sense of pain in the joints
20,20,my upper back has been sore for a week,my upper back sore for a,my upper back was sore for a week
21,21,sometimes i cough because im a smoker,sometimes i cough because im smoker,sometimes i cough because im a smoker
22,22,my television and computer seem out of focus even though i have new glasses,and computer out of even though i have new,and the computer is out of date even though i have a new one
23,23,my foot hurts me a lot of playing football,my foot hurts me lot of playing,my foot hurts me a lot because of playing with it
24,24,i have tried to make massage on my foot but they still pain me,i have to make massage on my but still pain me,we have tried to make a massage on my abdomen but still pain persists in me
25,25,i was playing football and injuried with joint pain,i football and joint pain,i football and joint pain
26,26,my grandmother last year went to hospital because she was having a hard time breathing,my grandmother year to because she having time,my grandmother took a year to recover because she was having a hard time
27,27,i feel pain in my eyes i can see fog,feel pain eyes i see,feel pain in eyes i see
28,28,i feel dizzy and out of sight,feel and sight,feel and sight
29,29,my hair is falling when i am combing it,my falling when i it,my hand was falling when i felt it
30,30,he was discovered to have an open wound,was discovered to have an wound,he was discovered to have an abdominal wound
31,31,the acne was causing me to feel embarrassed,acne was causing me to feel,acne was causing me to feel nauseous
32,32,the pain in my ear is unbearable,the pain in ear is,the pain in the ear is usually mild
33,33,i feel a pain in my neck,i feel pain neck,i feel pain in the neck
34,34,my chest hurts when i smoke,chest when i,chest pain was significantly lower when i 
35,35,i feel like i went to an acupunctures practice and had 100 needles in my shoulder,i feel i went to an practice needles in my shoulder,to feel better i went to an acupuncture practice with needles in my shoulder
36,36,i have a cut that has become red and oozes puss,i become red and oozes,i become red and oozes
37,37,i cant get a girlfriend because of my acne,i cant a girlfriend of my acne,i cant find a girlfriend because of my acne
38,38,i have a foot ache although i dont walk a lot,have foot ache i walk a,have a foot ache and i walk a lot
39,39,my neck hurts me and i cant stand with this pain,my neck hurts me i stand with this pain,my neck hurts me and i stand with this pain
40,40,i am having problems seeing things feel like a cloud on my eyes everything is blurry,i am having problems things like my eyes is blurry,i am having problems with things like my eyes is blurry
41,41,i have a break in the skin inside one of my nostrils that has become infected and is now filled with pus,i have a break skin of has and filled with,i have a break in the skin of the duodenum and it is filled with blood
42,42,chronic bowel pain,bowel pain,bowel pain
43,43,i feel pain in my foot,feel pain in foot,physicians can feel pain in the foot
44,44,i have a break in the skin between my thumb and index finger and it will not close,i have a break the between my it will close,if i have a break in the relationship between my parents it will be close
45,45,my stomach aches after i drink any soda drink why,aches any drink why,aches any drink why
46,46,my knees ache on cold and rainy days,my knees ache,my knees ache
47,47,my muscle in my shoulder burns when i move my arm,my in shoulder burns when i move my,my shoulder burns when i move my hand
48,48,i feel pain inside i do not know what it is,i feel pain inside i do not what it,however when i feel pain inside i do not know what it is
49,49,i have a feeling like my whole body is complaining,i a feeling body is,i have a feeling that body composition is impaired
50,50,i get terrible headaches every few months and when i get them my vision is affected,terrible few months and i my vision affected,terrible few months and i my vision was affected
51,51,i had a collision while playing soccer  my knee buckled and now its unstable,buckled now,bariatric surgery is underway now
52,52,this long scar on my left buttock is from falling off my mountain bike,scar my left buttock from my,scar my left buttock from my neck
53,53,i had a cold the last time i travelled by plane and i still have a discomfort in my ears,i had a cold last by plane i a discomfort in my,during the last stay by plane i experienced a significant discomfort in my abdomen
54,54,i often get a stomach ache after i eat  i havent been able to pinpoint which foods might be the trigger,often get after eat been able pinpoint the trigger,often patients get hypoglycemia after eat and have not been able to pinpoint the trigger
55,55,when i get up i feel dizzy and fall down,i get up i feel and fall down,when i feel dizzy and fall down
56,56,my skin is itching,my,my experience was well documented
57,57,i feel pain in my back,i in my back,i had a leak in my back
58,58,i have a mental suffering,i have a mental suffering,i have a history of mental suffering
59,59,i have a dry skin,i skin,i skin lesions
60,60,i cant move my leg there is pain in the joint,cant is pain in the,cant is effective in relieving pain in the elderly
61,61,my heart hurts me,my heart hurts me,my heart hurts me
62,62,i have a pain in my trapes,i pain in trapes,i pain in trapes
63,63,i have tried to relief it but i cant,i have tried to it cant,it cant be ignored
64,64,i feel pain in my right shoulder after the tennis match,feel pain shoulder after the tennis match,physicians did not feel pain in the shoulder after the tennis match
65,65,there are some pimples on my face that bother me a lot,there are pimples my face bother me,there are no pimples on my face that bother me
66,66,sometimes i feel like a claw on my chest that leaves me breathless,sometimes i a claw on chest me breathless,sometimes i felt a claw on my chest leaving me breathless
67,67,im not good i feel dizzy,im not good feel,im not good to feel
68,68,my shower drain is full of hair every time,drain full of every,a full meal was given to every patient
69,69,i hve cut my finger because of playing football and i  to apply pain relief cream but it does not help,i hve cut my finger of playing football i apply relief does not help,in case of playing football i apply pain relief but it does not help
70,70,i fell a stiffness in my elbows and shoulders,fell a stiffness my elbows and shoulders,fell a stiffness on my elbows and shoulders
71,71,my ear ache when im listening to music,my ear im listening to,my ear im listening to music
72,72,discomfort or pain that is felt at some point along the front of the body between the neck and upper abdomen,pain felt at point along the front of the body between the neck and upper,pain was felt at every point along the front of the body between the neck and upper extremities
73,73,i have acne in my face and other problema in my derma like itching,i have acne face and other problema my like,the other problema was my like
74,74,i have a pain in my stomach,i have a pain in stomach,i have a chronic pain in the stomach
75,75,when i stand up too quickly i start to feel dizzy and lightheaded,when stand up too quickly i start feel dizzy and lightheaded,when i stand up too quickly i start to feel dizzy and lightheaded
76,76,i feel a great pain in my shoulder when i try to lift something heavy,i feel great pain shoulder when to something heavy,i feel great pain in my shoulder when exposed to something heavy
77,77,i am having running nose,i am having running,i am having difficulty running
78,78,i get a knee pain when i walk a lot,i knee pain when a lot,i have knee pain when there is a lot of pain
79,79,i was watching tv and suddenly have blurry vision,watching and suddenly have blurry vision,people are bingewatching and suddenly have blurry vision
80,80,i have a ear ache when i go to the pool,i ache when i go the pool,i ache when i go to the pool
81,81,when i force my eyes to view i have blurry vision,i my i,i  my i 
82,82,i do not know why i feel cold,i not know i cold,i did not know i was cold
83,83,sometimes when it is cold outside my face hurts especially around the pimples that are ready to pop,sometimes when is outside my face hurts especially the ready to pop,sometimes when the device is outside my face hurts especially when it is ready to pop
84,84,i have terrible pain in my heart,i have terrible in my,i have had a terrible experience in my life
85,85,i have eruptions on my face that come and go ,i on my face that and,i had a smear on my face that was normal and distended
