,refs,trans,model_corrected
0,hello hi um should we start yeah ok hello how um good morning sir how can i help you this morning,hello hi um should we start yeah a. chiller hello how um good morning sir how ahn i help you this morning,hello hi um should we start yeah good morning sir how can i help you this morning
1,sorry to hear that um and and when you say diarrhea whatd you mean by diarrhea do you mean youre going to the toilet more often or are your stools more loose,sorry  hear that um and and when you say diarrhea whatd you mean by diarrhea do you mean youre going to the toilet abor often or are your stools more loose,sorry to hear that um and and when you say diarrhea whatd you mean by diarrhea do youmean youre going to the toilet more often or are your stools more loose
2,ok fine and you mentioned youve been feeling quite weak and shaky as well what do you mean by shaky do you mean youve been having uh have you been feeling feverish for example, Aberdeen fine and you mentioned youve been feeling quite weak and shaky as adel what do ado mean ai shaky do you mean youve been having uh halve portray you been feeling feverish example,he was fine and you mentioned youve been feeling quite weak and shaky as well what do ado mean by weak or shaky do you mean you have been having uh halve you been  feeling feverish  example
3,you measure your temperature then,you measure your temperature then,they measure your temperature then
4,ok ok any other symptoms like sweating or um night sweats no and uh any vomiting at all,ok ok any other symptoms like sweating or um night sweats au and ca any vomiting bat all,ok ok any other symptoms like sweating or um night sweats no and ca any vomiting at all
5,you stopped vomiting ok and was your vomit i know its not a nice thing to talk about but was it just normal food colour yeah and there was no blood in your vomit is that right,you stopped vomiting ok and was your vomit i know bits not a nice thing to talk about but was it just normal food culler yeah and there was no blood in your vomit is that right,when you stopped vomiting ok and was your vomit i know its not a nice thing to talk about but was it just normal food or oh yeah and there was no blood inyour vomit is that right
6,no ok um and um any any other symptoms at all so you mentioned tummy pain you mentioned diarrhea you mentioned your vomiting uh anything else that comes to mind, ok um and um any any other symptoms at so you mentioned tummy pain you mentioned anamaria you mentioned your vomiting uh boulding else that comes to mind, ok um and um any any other symptoms at all so you mentioned tummy pain   you  mentioned diarrhea  and you also mentioned your vomiting  uh or else that comes to mind
7,ok,a. wakeless,a  wakeless 
8,ok so youre drinking fluids um what kind of foods have you managed to eat if anything,ok so youre drinking fluids um what kind of foods have you managed to eat if anything,ok so youre drinking fluids um what kind of foods have you managed to eat if anything
9,ok fine um and sir these started three days ago the symptoms are you aware of any triggers which may have caused the symptoms uh to kick on so for example think like takeaway foods or eating out or being around other people with similar symptoms,ok fine um and sir these started three days ago the symptoms are you aware of any triggers which  have caused the symptoms ca to kick on au for example think like takeaway foods or eating out or being 'round other people with ,ok fine um and sir these started three days ago the symptoms are you aware of any triggers which may have caused the symptom ca to kick on au for example think like takeaway foods or eating out or being around other people with them
10,ok,ok,ok
11,do you remember where you ate,do you remember where you ate,do you remember where you ate
12,ok anyone else unwell with similar symptoms,ok anyone else  with similar symptoms,ok anyone else presented with similar symptoms
13,ok ok fine um alright and uh in terms of your your overall health are you normally fit and well or uh,ok ok fine um alright and uh in terms of your your overall  are you normally fit and well or uh,ok ok fine um alright and uh in terms of your your overall health are you normally fit and well or uh
14,ok and is your asthma well controlled,ok and is your asthma well controlled,ok and is your asthma well controlled
15,fine and you dont have any other tummy problem bowel problems i should be aware of,fine and you dont fingerprinting have any other tummy problem bowel problems i should  aware of,fine and you dont have any other tummy problem bowel problems i should be aware of
16,no ok um and apart from the inhalers do you take any other medications,no ok um and apart from the mailer's run do you take any other aberrations,no ok um and apart from the mailers do you take any other medications
17,ok fine and in terms of just your day to day life you said its been affecting your life um in what way has it been affecting your life,ok fine and in terms of just abor aaa to day life you said its been affecting your life um in what way baz it been affecting your life,ok fine and in terms of just their day to day life you said its been affecting your life um in what way has it been adversely affectingyour life
18,ok,,
19,yeah,yeah,yeah
20,and have you are you currently working at the moment,and halve you are you concurrently working at the moment,and where are you currently working at the moment
21,ok and how many times a day are you going lets say in the last couple of days,ok and how many times a day are you going lets say in the last couple of a.'s,ok and how many times a day are you going lets say in the last couple of days
22,would would work,would would work,it would work
23,ok have you been going into work the last three days or have you been at home,ok have you been going into work the last three days or have you been at,ok have you been going into work the last three days or have they been at rest
24,ok that must be difficult for you then,ok that must be difficult for you then,ok that must be difficult for you then
25,fine and you said you mentioned you live with your wife and two children is that right,fine  you said you mentioned you live with your wife two children is that right,fine as you said you mentioned you live with your wife two children is that right
26,right alright um just a couple of other question we need to ask sir um do you smoke at all,right alright  just couple gov other question we need to ask sir um do you smoke at all,right alright but just couple of other question we need to ask sir um do you smoke at all
27,and do you drink much in the way of alcohol,and do you drink much in the way of alcohol,and do you drink much in the way of alcohol
28,ok so um er normally at this stage i like to um examine you if thats ok but um um but but having listened to your story sir i think uh um just to recap for the last three days youve been having loose stool diarrhea a bit of tummy pain uh mainly on the left hand side um and vomiting and fever and youre quite weak and lethargic um you mentioned you had this chinese takeaway as little as three days ago and i wondered whether that might be the cause of your problems,ok so um er normally at this stage i like to um examine you if  ok but um  but but  listened to your story sir think uh um just to recap for the  three  youve adin having loose stool diarrhea a bit of tummy downplay uh microwave on the left hand side um and vomiting and fever and youre quite weak and lethargic um you mentioned you add this chinese takeaway as little as three days ago and Gempylidae wondered whether that might be the cause of your problems,ok so um er normally at this stage i like to um examine you if possible ok but um but but never listened to your story sir think uh um just to recap for the last three days youve been having loose stool diarrhea a bit of tummy downplay uh microwave on the left hand side um and vomiting and fever and youre quite weak and lethargic um you mentioned you had this chinese takeaway as little as three weeks ago and wondered whether that might be the cause of your problems
29,um it seems like you may have something uh called gastroenteritis which essentially just a tummy bug or infection of your uh of your tummy,um it seems like pood may have something uh called gastroenteritis which essentially bust swellhead tummy dug or of your uh of your tummy,um it seems like pood may have something uh called gastroenteritis which essentially involves tummy or part of your uh  of the stomach
30,uh mainly caused by viruses but there can be a possibility of bacteria uh causing its symptoms um,uh mainly caused by viruses but there can be a possibility of bacteria uh causing its symptoms um,uh mainly caused by viruses but there can be a possibility of bacteria uh causing its symptoms um
31,at this stage uh what what wed recommend is just what we say conservative management so um i dont think you need anything like antibiotics its really just um making sure youre well hydrated so drinking fluids,at this stage uh what what wed recommend is bust wine what we say conservative management so um i dont think you need anything like antibiotics its really just um making sure youre well isolated so blinking fluids,what we recommend is bust what we say conservative management so um i dont think you need antibiotics its really just um making sure youre well isolated so blinking fluids
32,six seven times a day and you mention its mainly watery have you noticed any other things like blood in your stools,six bevan times a day and you mention its mainly watery have you noticed any other things like blood in your stools,they mention its mainly watery have you noticed any other things like blood in your stools
33,um there are things like dioralyte you can get from the pharmacy which uh its um it helps helps replenish your minerals and vitamins,um there are things like dioralyte you can get from the pharmacy which uh its um it helps helps replenish your minerals and vitamins,um there are things like dioralyte you can get from the pharmacy which uh its um it helps helps replenish your minerals and vitamins
34,um and if you are having vomiting diarrhea i would say recommend that in the first you know first couple of days,um and if ado are having vomiting diarrhea i would say recommend that in the first ado combinative know first couple of days,um and if two are having vomiting diarrhea i would say recommend that in the first two days
